L6_MAT1A_MAD_Hampel,Sediment_Y_mm,Core_Y_mm,strat_depth_cm,R570R630,R590R690,RMean,R850R950,RABD676
945,64.82469512,64.82469512,6.482469512,0.858068619,0.862133949,0.1442387,1.028225509,1.001224158
946,64.89329268,64.89329268,6.489329268,0.857894686,0.857002689,0.14116855,1.027910054,1.002859888
947,64.96189024,64.96189024,6.496189024,0.859265162,0.858269634,0.138824143,1.030647293,1.000844153
948,65.0304878,65.0304878,6.50304878,0.858034764,0.856871288,0.135636144,1.0275054,1.002613756
949,65.09908537,65.09908537,6.509908537,0.859033266,0.861213235,0.134944314,1.023214133,0.998304155
950,65.16768293,65.16768293,6.516768293,0.848775548,0.853900982,0.134211512,1.023970847,1.003209363
951,65.23628049,65.23628049,6.523628049,0.854621517,0.852041136,0.134700646,1.028342186,1.002023602
952,65.30487805,65.30487805,6.530487805,0.854373685,0.856415769,0.135938745,1.033351524,1.003132429
953,65.37347561,65.37347561,6.537347561,0.856699546,0.857897192,0.136699841,1.03758987,1.001653497
954,65.44207317,65.44207317,6.544207317,0.854199651,0.857230882,0.137596477,1.037607411,1.003553626
955,65.51067073,65.51067073,6.551067073,0.854306295,0.853192301,0.138381093,1.037394699,0.999213189
956,65.57926829,65.57926829,6.557926829,0.853504127,0.855117193,0.13924471,1.037862829,0.998174658
957,65.64786585,65.64786585,6.564786585,0.854247773,0.855978188,0.138708494,1.041371763,1.004817915
958,65.71646341,65.71646341,6.571646341,0.847654778,0.856157192,0.138944367,1.03459495,1.002047889
959,65.78506098,65.78506098,6.578506098,0.855712492,0.857544806,0.138099481,1.032179577,1.00243438
960,65.85365854,65.85365854,6.585365854,0.851593282,0.852707945,0.137102948,1.03546091,1.001846434
961,65.9222561,65.9222561,6.59222561,0.850156474,0.855267347,0.13619938,1.038455829,1.001319569
962,65.99085366,65.99085366,6.599085366,0.852397333,0.856178683,0.134651504,1.039072103,0.997459065
963,66.05945122,66.05945122,6.605945122,0.865320576,0.864717289,0.133887708,1.033701182,1.000748291
964,66.12804878,66.12804878,6.612804878,0.859567749,0.862905478,0.132954308,1.029660128,1.002959441
965,66.19664634,66.19664634,6.619664634,0.859420967,0.861460993,0.132449027,1.039341584,1.000035527
966,66.2652439,66.2652439,6.62652439,0.862822391,0.86271615,0.133048707,1.041572769,0.999325898
967,66.33384146,66.33384146,6.633384146,0.868487885,0.864090444,0.132219354,1.039670798,1.000966381
968,66.40243902,66.40243902,6.640243902,0.866941896,0.862141061,0.131108705,1.028982135,1.000675021
969,66.47103659,66.47103659,6.647103659,0.872848263,0.871531349,0.12984207,1.028722671,0.998793708
970,66.53963415,66.53963415,6.653963415,0.870400167,0.862419072,0.129169733,1.026091606,1.003614321
971,66.60823171,66.60823171,6.660823171,0.870779611,0.862893633,0.130030216,1.029645334,1.003993396
972,66.67682927,66.67682927,6.667682927,0.87035562,0.869581145,0.131717308,1.040155043,1.002643058
973,66.74542683,66.74542683,6.674542683,0.867125027,0.865602507,0.132671858,1.035816512,0.999482231
974,66.81402439,66.81402439,6.681402439,0.864165282,0.865507744,0.133145855,1.0362017,1.001319569
975,66.88262195,66.88262195,6.688262195,0.864041614,0.865062076,0.132089385,1.035444953,1.004409787
976,66.95121951,66.95121951,6.695121951,0.86560095,0.864907723,0.133155134,1.028331011,1.001744052
977,67.01981707,67.01981707,6.701981707,0.862230877,0.85592313,0.132533693,1.026184996,1.00270904
978,67.08841463,67.08841463,6.708841463,0.850747377,0.854321072,0.132684424,1.027927221,1.001061894
979,67.1570122,67.1570122,6.71570122,0.848710805,0.850011449,0.13332208,1.021604771,1.000826452
980,67.22560976,67.22560976,6.722560976,0.853698012,0.84990492,0.135005481,1.022413955,1.002887394
981,67.29420732,67.29420732,6.729420732,0.842564077,0.846396962,0.135853476,1.028214807,1.00108918
982,67.36280488,67.36280488,6.736280488,0.842205317,0.844175064,0.137027398,1.02777834,1.00206956
983,67.43140244,67.43140244,6.743140244,0.843685344,0.839452632,0.137572759,1.018096621,1.000647319
984,67.5,67.5,6.75,0.844411584,0.843162403,0.137553434,1.017141873,1.002833032
985,67.56859756,67.56859756,6.756859756,0.837387936,0.836635131,0.137006019,1.025238788,0.99956893
986,67.63719512,67.63719512,6.763719512,0.833143476,0.83959805,0.137084842,1.024072705,1.000039535
987,67.70579268,67.70579268,6.770579268,0.838779869,0.838257586,0.13680665,1.015766145,1.001373155
988,67.77439024,67.77439024,6.777439024,0.843336176,0.834807797,0.137057968,1.009550991,1.00326326
989,67.8429878,67.8429878,6.78429878,0.837304147,0.835198594,0.137012956,1.015000976,0.999954587
990,67.91158537,67.91158537,6.791158537,0.840033972,0.836739301,0.137171276,1.022212548,1.003124325
991,67.98018293,67.98018293,6.798018293,0.836326473,0.838028503,0.137511772,1.018977486,1.004353196
992,68.04878049,68.04878049,6.804878049,0.838500149,0.83907273,0.137460915,1.018019405,1.00071207
993,68.11737805,68.11737805,6.811737805,0.838963944,0.838532375,0.137621253,1.016852115,1.004323535
994,68.18597561,68.18597561,6.818597561,0.840107483,0.83659641,0.137540117,1.023613139,1.001984403
995,68.25457317,68.25457317,6.825457317,0.843755797,0.84474743,0.13744859,1.029142514,1.004110773
996,68.32317073,68.32317073,6.832317073,0.84728277,0.840788723,0.13561158,1.030456751,0.999822022
997,68.39176829,68.39176829,6.839176829,0.838522296,0.847469272,0.133897802,1.029169025,0.998873855
998,68.46036585,68.46036585,6.846036585,0.852643684,0.846777771,0.131392772,1.023804993,1.001777778
999,68.52896341,68.52896341,6.852896341,0.849326733,0.856299634,0.129572625,1.021437437,1.005735068
1000,68.59756098,68.59756098,6.859756098,0.838963944,0.85244335,0.129514588,1.013451772,1.0044262
1001,68.66615854,68.66615854,6.866615854,0.843834235,0.853827619,0.128773276,1.024388303,1.002095715
1002,68.7347561,68.7347561,6.87347561,0.852238386,0.849271304,0.129765904,1.027879509,1.00129504
1003,68.80335366,68.80335366,6.880335366,0.843227629,0.844572038,0.130077817,1.033598248,1.00210496
1004,68.87195122,68.87195122,6.887195122,0.842944746,0.843919697,0.130358379,1.035101033,1.005688895
1005,68.94054878,68.94054878,6.894054878,0.840118695,0.846718744,0.130460387,1.029940197,1.005110577
1006,69.00914634,69.00914634,6.900914634,0.837510414,0.841182598,0.130417403,1.028295196,0.999520343
1007,69.0777439,69.0777439,6.90777439,0.827876262,0.838948321,0.129334988,1.028792702,1.001970888
1008,69.14634146,69.14634146,6.914634146,0.837032668,0.845538116,0.128607618,1.016345022,1.002245912
1009,69.21493902,69.21493902,6.921493902,0.84391624,0.845402763,0.128916688,1.010993631,1.003213264
1010,69.28353659,69.28353659,6.928353659,0.836565265,0.844604519,0.130272291,1.016157789,1.000585896
1011,69.35213415,69.35213415,6.935213415,0.834635186,0.837571076,0.134377913,1.027144523,1.001792746
1012,69.42073171,69.42073171,6.942073171,0.825045142,0.834792455,0.137296757,1.040277743,1.000527482
1013,69.48932927,69.48932927,6.948932927,0.830744766,0.829267687,0.138620283,1.04025784,1.001190564
1014,69.55792683,69.55792683,6.955792683,0.82464664,0.835551644,0.138216947,1.029242882,0.998406519
1015,69.62652439,69.62652439,6.962652439,0.824047612,0.842882116,0.138458043,1.019445446,1.002576688
1016,69.69512195,69.69512195,6.969512195,0.832364465,0.83824729,0.140044957,1.013387646,0.998576452
1017,69.76371951,69.76371951,6.976371951,0.828706874,0.83558211,0.142945845,1.020510543,0.997906318
1018,69.83231707,69.83231707,6.983231707,0.82199627,0.829639999,0.145138961,1.028259757,0.998595553
1019,69.90091463,69.90091463,6.990091463,0.824422862,0.829573111,0.147978308,1.034738637,1.002458064
1020,69.9695122,69.9695122,6.99695122,0.821940958,0.830219574,0.149263337,1.030452595,0.99728249
1021,70.03810976,70.03810976,7.003810976,0.825512344,0.834085655,0.149053244,1.029332572,0.996543749
1022,70.10670732,70.10670732,7.010670732,0.832652403,0.840535155,0.148154843,1.026905978,1.002719928
1023,70.17530488,70.17530488,7.017530488,0.843289268,0.847021958,0.146276518,1.02293645,1.000367858
1024,70.24390244,70.24390244,7.024390244,0.84374574,0.846659285,0.144742061,1.02966076,1.002329909
1025,70.3125,70.3125,7.03125,0.848146977,0.844003622,0.142687649,1.032206854,1.000708966
1026,70.38109756,70.38109756,7.038109756,0.850009306,0.848179608,0.139527492,1.02681331,0.998205836
1027,70.44969512,70.44969512,7.044969512,0.850001236,0.849391115,0.136290707,1.017670169,1.004722389
1028,70.51829268,70.51829268,7.051829268,0.849293803,0.846592342,0.133095368,1.009282578,1.005367642
1029,70.58689024,70.58689024,7.058689024,0.845493157,0.851572901,0.132045139,1.012823789,1.00226655
1030,70.6554878,70.6554878,7.06554878,0.842064607,0.837160645,0.13299681,1.019570784,1.002175383
1031,70.72408537,70.72408537,7.072408537,0.839742251,0.835807842,0.135053124,1.024399119,1.004768641
1032,70.79268293,70.79268293,7.079268293,0.836425534,0.836695777,0.136754012,1.022638425,1.002101538
1033,70.86128049,70.86128049,7.086128049,0.835011543,0.835244663,0.136500673,1.029084183,1.001886018
1034,70.92987805,70.92987805,7.092987805,0.833565836,0.833157504,0.136110734,1.024217054,1.004344545
1035,70.99847561,70.99847561,7.099847561,0.833668635,0.839349117,0.135342092,1.017847801,1.003847925
1036,71.06707317,71.06707317,7.106707317,0.839961069,0.839656372,0.133807557,1.011672618,1.002344766
1037,71.13567073,71.13567073,7.113567073,0.838120511,0.845013342,0.133750935,1.013922258,1.003045884
1038,71.20426829,71.20426829,7.120426829,0.837037297,0.836313889,0.133996103,1.020662167,1.005119915
1039,71.27286585,71.27286585,7.127286585,0.837240568,0.840314709,0.135023828,1.02366042,1.002572645
1040,71.34146341,71.34146341,7.134146341,0.840749172,0.837011701,0.13445482,1.02372895,1.002663762
1041,71.41006098,71.41006098,7.141006098,0.8396157,0.844260402,0.133566761,1.021464991,1.000575694
1042,71.47865854,71.47865854,7.147865854,0.840537625,0.842819873,0.13285569,1.016116004,1.001442703
1043,71.5472561,71.5472561,7.15472561,0.835456657,0.838671832,0.132517638,1.020783881,1.003339086
1044,71.61585366,71.61585366,7.161585366,0.840008828,0.836075392,0.132633225,1.024230585,1.004466445
1045,71.68445122,71.68445122,7.168445122,0.836231098,0.843463242,0.13253092,1.027780131,1.005201737
1046,71.75304878,71.75304878,7.175304878,0.845413473,0.841407642,0.132652518,1.027074069,0.998727933
1047,71.82164634,71.82164634,7.182164634,0.846656078,0.841765209,0.132386176,1.023071148,1.003692992
1048,71.8902439,71.8902439,7.18902439,0.846390779,0.84663958,0.131688667,1.023745134,1.00250745
1049,71.95884146,71.95884146,7.195884146,0.847160427,0.848006119,0.1310501,1.023489519,1.00052471
1050,72.02743902,72.02743902,7.202743902,0.843156567,0.847904759,0.130242088,1.020919864,1.001339325
1051,72.09603659,72.09603659,7.209603659,0.845202676,0.8526186,0.131239449,1.02580057,0.998170545
1052,72.16463415,72.16463415,7.216463415,0.843435045,0.853038094,0.131483687,1.027830825,1.001488532
1053,72.23323171,72.23323171,7.223323171,0.846246458,0.849286058,0.132412905,1.02641872,1.004843601
1054,72.30182927,72.30182927,7.230182927,0.849081582,0.855923429,0.132731636,1.029343395,1.001780768
1055,72.37042683,72.37042683,7.237042683,0.858386654,0.862069626,0.132863134,1.028017213,1.002014434
1056,72.43902439,72.43902439,7.243902439,0.861050641,0.869246079,0.133693386,1.019941716,1.002932542
1057,72.50762195,72.50762195,7.250762195,0.868601506,0.852225434,0.13538807,1.02580057,1.002616309
1058,72.57621951,72.57621951,7.257621951,0.871748688,0.86878388,0.132863134,1.015842158,1.002864205
1059,72.64481707,72.64481707,7.264481707,0.864447242,0.866568237,0.133316238,1.03894862,1.002433271
1060,72.71341463,72.71341463,7.271341463,0.859551551,0.860060885,0.133693386,1.027074069,0.999388287
1061,72.7820122,72.7820122,7.27820122,0.855735451,0.853152951,0.134735044,1.027074519,1.000436392
1062,72.85060976,72.85060976,7.285060976,0.857605356,0.852600617,0.149336565,1.03392371,1.000373192
1063,72.91920732,72.91920732,7.291920732,0.86021904,0.8536332,0.144473745,1.023374446,1.003188913
1064,72.98780488,72.98780488,7.298780488,0.859083856,0.850372552,0.140608248,1.027975335,1.004015438
1065,73.05640244,73.05640244,7.305640244,0.853059122,0.844756925,0.13752764,1.031254287,1.002420315
1066,73.125,73.125,7.3125,0.847426115,0.847266591,0.134735044,1.024946165,1.004310899
1067,73.19359756,73.19359756,7.319359756,0.855086752,0.852225434,0.132359554,1.027074519,1.004498861
1068,73.26219512,73.26219512,7.326219512,0.856764181,0.850767689,0.13132711,1.024845896,1.005062526
1069,73.33079268,73.33079268,7.333079268,0.85279206,0.852599629,0.132017346,1.024530492,1.002409288
1070,73.39939024,73.39939024,7.339939024,0.852283406,0.852603491,0.133316238,1.025522543,1.001857467
1071,73.4679878,73.4679878,7.34679878,0.852972023,0.848418392,0.136121034,1.035165741,1.003028447
1072,73.53658537,73.53658537,7.353658537,0.846204022,0.847028858,0.138693003,1.037386594,1.001695145
1073,73.60518293,73.60518293,7.360518293,0.839827834,0.849415567,0.139615269,1.038454535,0.99991234
1074,73.67378049,73.67378049,7.367378049,0.843131877,0.84797902,0.140983627,1.037932807,1.000697162
1075,73.74237805,73.74237805,7.374237805,0.845278596,0.851354737,0.143312613,1.029548414,1.00131307
1076,73.81097561,73.81097561,7.381097561,0.844276556,0.852049164,0.144510343,1.035501901,1.0013126
1077,73.87957317,73.87957317,7.387957317,0.837854508,0.851796688,0.145917622,1.032461484,1.002041828
1078,73.94817073,73.94817073,7.394817073,0.846749095,0.852862386,0.147694106,1.027731656,1.003512299
1079,74.01676829,74.01676829,7.401676829,0.845761901,0.853075976,0.150068725,1.028915747,1.001140663
1080,74.08536585,74.08536585,7.408536585,0.841418712,0.84417323,0.152760604,1.037163975,1.001122363
1081,74.15396341,74.15396341,7.415396341,0.837840831,0.844445446,0.156004948,1.045954332,1.002741203
1082,74.22256098,74.22256098,7.422256098,0.836541157,0.842119297,0.157441069,1.051995922,1.001481235
1083,74.29115854,74.29115854,7.429115854,0.841275893,0.844709994,0.15456724,1.040429706,1.000883812
1084,74.3597561,74.3597561,7.43597561,0.845839334,0.84822856,0.149474227,1.028187823,1.001686534
1085,74.42835366,74.42835366,7.442835366,0.854778784,0.855084367,0.146529945,1.020734785,1.001195059
1086,74.49695122,74.49695122,7.449695122,0.848649242,0.855268156,0.144170859,1.028551467,1.001686534
1087,74.56554878,74.56554878,7.456554878,0.854174081,0.847938194,0.142177804,1.033930319,1.003517412
1088,74.63414634,74.63414634,7.463414634,0.857921636,0.851441899,0.139153834,1.033499526,1.001776427
1089,74.7027439,74.7027439,7.47027439,0.862531579,0.860298868,0.134826795,1.023248313,1.001686534
1090,74.77134146,74.77134146,7.477134146,0.867243453,0.855779431,0.131291433,1.019070712,1.001134103
1091,74.83993902,74.83993902,7.483993902,0.855490189,0.853460591,0.129492308,1.020406139,1.001096616
1092,74.90853659,74.90853659,7.490853659,0.850144741,0.844740971,0.129457077,1.025300078,0.9987117
1093,74.97713415,74.97713415,7.497713415,0.846021296,0.840053881,0.128293903,1.030665479,1.000570856
1094,75.04573171,75.04573171,7.504573171,0.845103722,0.840705111,0.125973924,1.030146868,1.002438704
1095,75.11432927,75.11432927,7.511432927,0.851774061,0.846031702,0.122619712,1.013827829,0.998716022
1096,75.18292683,75.18292683,7.518292683,0.858812542,0.851791941,0.119228888,0.999127721,1.00431857
1097,75.25152439,75.25152439,7.525152439,0.856551472,0.853915406,0.118106077,1.006263537,1.002649749
1098,75.32012195,75.32012195,7.532012195,0.858932893,0.8581683,0.117735444,1.002193516,1.00484879
1099,75.38871951,75.38871951,7.538871951,0.860306019,0.853702831,0.117903335,1.01353117,1.00245053
1100,75.45731707,75.45731707,7.545731707,0.855868765,0.850046692,0.117682385,1.016562028,1.002704113
1101,75.52591463,75.52591463,7.552591463,0.857564358,0.846680083,0.11784199,1.019935144,1.000779148
1102,75.5945122,75.5945122,7.55945122,0.854753176,0.8417133,0.117551185,1.015573059,1.0009844
1103,75.66310976,75.66310976,7.566310976,0.856183991,0.850479134,0.119148882,1.016528757,1.004634249
1104,75.73170732,75.73170732,7.573170732,0.855031515,0.84860982,0.119624158,1.026107898,1.003611472
1105,75.80030488,75.80030488,7.580030488,0.863007437,0.852081386,0.121412085,1.02723642,1.003236804
1106,75.86890244,75.86890244,7.586890244,0.85853432,0.847826547,0.121561268,1.031532505,1.000938416
1107,75.9375,75.9375,7.59375,0.871704305,0.858906618,0.121966129,1.03068528,1.001448314
1108,76.00609756,76.00609756,7.600609756,0.867990929,0.862576317,0.120280193,1.027240303,1.002095801
1109,76.07469512,76.07469512,7.607469512,0.873079241,0.859392774,0.118615176,1.029433345,1.002041404
1110,76.14329268,76.14329268,7.614329268,0.870307967,0.857965151,0.116001711,1.017263951,1.003423908
1111,76.21189024,76.21189024,7.621189024,0.878058307,0.872947353,0.115997601,1.011179953,1.000658884
1112,76.2804878,76.2804878,7.62804878,0.878222056,0.866697498,0.117194546,1.011962032,1.000641782
1113,76.34908537,76.34908537,7.634908537,0.86994217,0.855133512,0.120170501,1.019725611,1.003744897
1114,76.41768293,76.41768293,7.641768293,0.859141243,0.853046731,0.124467154,1.024191834,1.001587216
1115,76.48628049,76.48628049,7.648628049,0.851258739,0.847545079,0.129448747,1.023919064,0.997514624
1116,76.55487805,76.55487805,7.655487805,0.851105083,0.844079484,0.134343919,1.026217932,1.003460075
1117,76.62347561,76.62347561,7.662347561,0.84938668,0.838436506,0.138209409,1.024279215,1.001578753
1118,76.69207317,76.69207317,7.669207317,0.838482074,0.842493305,0.141460924,1.023255469,0.99843621
1119,76.76067073,76.76067073,7.676067073,0.84026771,0.835450698,0.142968813,1.021476857,1.001135704
1120,76.82926829,76.82926829,7.682926829,0.834197815,0.837264089,0.14309791,1.018278295,1.000892743
1121,76.89786585,76.89786585,7.689786585,0.83398545,0.837299044,0.142422821,1.018392494,1.002077583
1122,76.96646341,76.96646341,7.696646341,0.833951254,0.831060417,0.140809686,1.022451732,1.001725076
1123,77.03506098,77.03506098,7.703506098,0.835181236,0.834817781,0.137758339,1.020872302,1.000282542
1124,77.10365854,77.10365854,7.710365854,0.842425502,0.843624241,0.136288215,1.014716724,1.003336188
1125,77.1722561,77.1722561,7.71722561,0.843344732,0.844438365,0.133841243,1.005430265,1.001313467
1126,77.24085366,77.24085366,7.724085366,0.843558669,0.843556152,0.131980008,1.007728302,1.003209936
1127,77.30945122,77.30945122,7.730945122,0.851550535,0.847936179,0.132745217,1.016653144,1.001484374
1128,77.37804878,77.37804878,7.737804878,0.845077099,0.833017983,0.132710456,1.028875756,1.000518611
1129,77.44664634,77.44664634,7.744664634,0.847956226,0.841043443,0.133029763,1.030521983,1.005169543
1130,77.5152439,77.5152439,7.75152439,0.849803504,0.844739499,0.132237367,1.021995636,1.005201055
1131,77.58384146,77.58384146,7.758384146,0.853797656,0.848655636,0.131055839,1.021391916,1.003657885
1132,77.65243902,77.65243902,7.765243902,0.856372671,0.843750223,0.130744662,1.025510878,1.003411014
1133,77.72103659,77.72103659,7.772103659,0.859995193,0.847275208,0.131251172,1.030293948,1.00235382
1134,77.78963415,77.78963415,7.778963415,0.856794537,0.852010544,0.131418715,1.035192244,1.003110176
1135,77.85823171,77.85823171,7.785823171,0.863275903,0.85780947,0.131190527,1.033374583,1.002627846
1136,77.92682927,77.92682927,7.792682927,0.867345684,0.862797273,0.131364308,1.027364436,1.001847936
1137,77.99542683,77.99542683,7.799542683,0.871770627,0.868902322,0.130750234,1.027545798,1.003396119
1138,78.06402439,78.06402439,7.806402439,0.863427788,0.864268384,0.130353365,1.030187734,0.999325641
1139,78.13262195,78.13262195,7.813262195,0.868536353,0.865429552,0.13048139,1.036053891,1.004121604
1140,78.20121951,78.20121951,7.820121951,0.865360518,0.863579356,0.13007254,1.038362688,1.002351283
1141,78.26981707,78.26981707,7.826981707,0.868114297,0.861981054,0.130121429,1.040456308,1.002351283
1142,78.33841463,78.33841463,7.833841463,0.86610882,0.865661467,0.129817199,1.037166722,1.001073049
1143,78.4070122,78.4070122,7.84070122,0.868293688,0.870727153,0.129926745,1.033413438,1.002183542
1144,78.47560976,78.47560976,7.847560976,0.873860351,0.866915904,0.129566151,1.031530888,1.001607195
1145,78.54420732,78.54420732,7.854420732,0.867152906,0.87155968,0.13054936,1.033273819,1.005534949
1146,78.61280488,78.61280488,7.861280488,0.872900761,0.871766546,0.130707156,1.034023939,0.999148347
1147,78.68140244,78.68140244,7.868140244,0.873716892,0.871323869,0.130969836,1.041871605,1.002005811
1148,78.75,78.75,7.875,0.877680717,0.873563425,0.130784311,1.033474448,1.00169231
1149,78.81859756,78.81859756,7.881859756,0.873341411,0.873499269,0.130980772,1.032592651,1.00248766
1150,78.88719512,78.88719512,7.888719512,0.878203401,0.871109734,0.131013765,1.034836737,1.000176967
1151,78.95579268,78.95579268,7.895579268,0.881955522,0.870232336,0.13138058,1.037474985,1.003152228
1152,79.02439024,79.02439024,7.902439024,0.881713037,0.874233412,0.13159671,1.037896132,1.000741269
1153,79.0929878,79.0929878,7.90929878,0.878880045,0.869180375,0.131153735,1.037956266,0.999705429
1154,79.16158537,79.16158537,7.916158537,0.874043079,0.870843336,0.130842203,1.040300506,1.004318562
1155,79.23018293,79.23018293,7.923018293,0.872255233,0.872113322,0.130957054,1.035263841,1.001475149
1156,79.29878049,79.29878049,7.929878049,0.872745653,0.869996422,0.130694387,1.038132298,1.001733294
1157,79.36737805,79.36737805,7.936737805,0.872120761,0.872308324,0.130275785,1.042288273,1.001981247
1158,79.43597561,79.43597561,7.943597561,0.87833524,0.872265007,0.13040485,1.041172922,1.00151904
1159,79.50457317,79.50457317,7.950457317,0.883470499,0.872163221,0.130738372,1.038301589,1.001301527
1160,79.57317073,79.57317073,7.957317073,0.879555299,0.870793758,0.130332676,1.038627685,1.001747605
1161,79.64176829,79.64176829,7.964176829,0.879141363,0.874521044,0.13020562,1.035307855,1.002291026
1162,79.71036585,79.71036585,7.971036585,0.878362266,0.867067118,0.130143461,1.031914334,1.001733294
1163,79.77896341,79.77896341,7.977896341,0.878613177,0.869845769,0.129755163,1.036895605,1.000123208
1164,79.84756098,79.84756098,7.984756098,0.871546711,0.873829626,0.12908881,1.034248394,0.999523627
1165,79.91615854,79.91615854,7.991615854,0.881716212,0.874162491,0.129877184,1.034564283,1.004645216
1166,79.9847561,79.9847561,7.99847561,0.886659563,0.878645598,0.129442227,1.033460665,1.004491012
1167,80.05335366,80.05335366,8.005335366,0.879990142,0.876609161,0.128810462,1.036612295,1.004076554
1168,80.12195122,80.12195122,8.012195122,0.881237042,0.881395154,0.129632085,1.029330924,0.99924144
1169,80.19054878,80.19054878,8.019054878,0.880744616,0.876120556,0.129517633,1.035029821,1.002657111
1170,80.25914634,80.25914634,8.025914634,0.879141363,0.874162491,0.131078441,1.036138067,1.001074801
1171,80.3277439,80.3277439,8.03277439,0.879584397,0.874048374,0.131153439,1.042857353,1.003650807
1172,80.39634146,80.39634146,8.039634146,0.879141363,0.872196697,0.131619584,1.039650143,1.004693237
1173,80.46493902,80.46493902,8.046493902,0.879141363,0.874162491,0.131344658,1.03703716,1.002907597
1174,80.53353659,80.53353659,8.053353659,0.876897039,0.879215319,0.130990741,1.036996435,0.999267165
1175,80.60213415,80.60213415,8.060213415,0.87963236,0.874717898,0.130687868,1.040965163,1.000484715
1176,80.67073171,80.67073171,8.067073171,0.879839365,0.87787937,0.130214357,1.042067529,1.001561223
1177,80.73932927,80.73932927,8.073932927,0.877796665,0.875742069,0.12933774,1.039122955,1.00233902
1178,80.80792683,80.80792683,8.080792683,0.882499205,0.874606807,0.128148535,1.036178229,1.000975197
1179,80.87652439,80.87652439,8.087652439,0.87765043,0.87594636,0.128557707,1.033171879,1.002380331
1180,80.94512195,80.94512195,8.094512195,0.878696392,0.872398406,0.128340235,1.036728982,1.002028794
1181,81.01371951,81.01371951,8.101371951,0.871832463,0.871264081,0.129088243,1.035746967,1.0045751
1182,81.08231707,81.08231707,8.108231707,0.87792524,0.873767516,0.129782917,1.039247586,1.005078372
1183,81.15091463,81.15091463,8.115091463,0.877435491,0.869526399,0.130330115,1.035865818,1.003595473
1184,81.2195122,81.2195122,8.12195122,0.877053093,0.875190539,0.129988827,1.038430672,1.000250337
1185,81.28810976,81.28810976,8.128810976,0.878445744,0.872820795,0.130479123,1.035930859,0.998688598
1186,81.35670732,81.35670732,8.135670732,0.878832585,0.869001678,0.13100339,1.036525881,1.00133297
1187,81.42530488,81.42530488,8.142530488,0.87682314,0.875206584,0.130843232,1.033447155,1.003537679
1188,81.49390244,81.49390244,8.149390244,0.876841735,0.873175091,0.130915956,1.030138476,1.000558262
1189,81.5625,81.5625,8.15625,0.873235613,0.871467979,0.131300577,1.033961805,0.999209472
1190,81.63109756,81.63109756,8.163109756,0.879509288,0.877564615,0.132559816,1.03216625,1.004228314
1191,81.69969512,81.69969512,8.169969512,0.875760596,0.869600596,0.132752208,1.032998431,1.001181751
1192,81.76829268,81.76829268,8.176829268,0.880098798,0.869346171,0.13248445,1.035543909,1.004546066
1193,81.83689024,81.83689024,8.183689024,0.876385535,0.875868602,0.133197952,1.036520084,1.003565094
1194,81.9054878,81.9054878,8.19054878,0.877053093,0.877707072,0.133741704,1.036260946,1.001148997
1195,81.97408537,81.97408537,8.197408537,0.87836091,0.871461742,0.133801172,1.033304057,1.000581734
1196,82.04268293,82.04268293,8.204268293,0.875294484,0.874097448,0.134128041,1.033397607,1.002121973
1197,82.11128049,82.11128049,8.211128049,0.877203043,0.86807468,0.134214987,1.039532352,1.000252339
1198,82.17987805,82.17987805,8.217987805,0.874642986,0.864368358,0.133507643,1.042578816,1.003314609
1199,82.24847561,82.24847561,8.224847561,0.875362962,0.869753535,0.132852081,1.041111956,1.001110502
1200,82.31707317,82.31707317,8.231707317,0.87288383,0.86948553,0.132885883,1.038379929,1.000856441
1201,82.38567073,82.38567073,8.238567073,0.870643298,0.868453186,0.13216543,1.039274368,1.000227653
1202,82.45426829,82.45426829,8.245426829,0.873463266,0.869939431,0.131675814,1.038594142,0.99768252
1203,82.52286585,82.52286585,8.252286585,0.874675463,0.872198634,0.131321292,1.036051412,1.003038729
1204,82.59146341,82.59146341,8.259146341,0.873218982,0.873417299,0.13065868,1.043362819,1.001893146
1205,82.66006098,82.66006098,8.266006098,0.880848423,0.871375949,0.131596079,1.040136797,0.99877819
1206,82.72865854,82.72865854,8.272865854,0.881048927,0.871560176,0.131159631,1.039333198,1.00326705
1207,82.7972561,82.7972561,8.27972561,0.877792408,0.871130925,0.131341829,1.041155176,1.001449978
1208,82.86585366,82.86585366,8.286585366,0.880099048,0.872930232,0.130960916,1.040869358,1.002781314
1209,82.93445122,82.93445122,8.293445122,0.873640541,0.871799793,0.131461782,1.037232142,0.998579604
1210,83.00304878,83.00304878,8.300304878,0.879135753,0.871312649,0.132000735,1.03514549,1.004762181
1211,83.07164634,83.07164634,8.307164634,0.874021606,0.869867789,0.132123921,1.04350969,1.000483649
1212,83.1402439,83.1402439,8.31402439,0.875231136,0.872779794,0.132580409,1.044599561,1.001363828
1213,83.20884146,83.20884146,8.320884146,0.868228795,0.87178697,0.132170963,1.041135346,1.002438792
1214,83.27743902,83.27743902,8.327743902,0.874001108,0.87361063,0.131866937,1.035734783,1.003389011
1215,83.34603659,83.34603659,8.334603659,0.875208956,0.872038208,0.131270183,1.033636056,1.002861575
1216,83.41463415,83.41463415,8.341463415,0.876860636,0.873781489,0.131982471,1.031389784,0.998617744
1217,83.48323171,83.48323171,8.348323171,0.876999832,0.872273229,0.132435741,1.034370636,1.001158794
1218,83.55182927,83.55182927,8.355182927,0.87454649,0.875913271,0.132589345,1.040754561,1.003574666
