ID,position_mm,Section depth_mm,strat_depth_cm,plot_midpoint cm,depth,min_age,max_age,median_age,mean_age_SH20,sample surface,validity,kcps,MSE,inc+coh,inc_coh,coh_inc,TSN SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Cu,Zn,Ga,Ge,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Pd,Ag,Cd,In,Sn,Sb,I,Cs,Ba,La,Pr,Nd,Sm,Tb,Ho,Er,Tm,Lu,Hf,Os,At,Ac,Th,U,Cr inc,Cr coh,SUM,LnSi_Ti,LnCa_Ti,LnFe_Mn,LnSr_Ti,LnFe_Ti
MAT1A_621,1499.2,64,6.4,6.5,6.5,2.6,5.4,3.8,3.9,6.91,1,7448.715918,1.45,9480.05,0.422683275,2.365837638,4.554480198,0.006600782,0.067050052,1.084149553,0.010769698,0.015170219,0.01192773,0.782482218,4.830846267,17.63370058,0.126225487,12.80609681,0.254998645,1.216628413,31.32349161,0.096000852,0.15853458,0.10063298,0.028024374,0.02860339,0.14151151,0.8216237,0.100864587,0.409480113,0.022002608,0.276306434,2.111323932,0.01482281,0.057090977,0.078977782,0.166061788,0.042036561,0.124256833,0.113950348,0.029066603,0.667605445,0.225932042,0.102717438,1.008298457,0.163050905,0.018065299,0.165019559,0.082915091,0.197097045,0.058249009,0.095306033,0.024087065,0.020844576,0.037404433,0.034972566,0.050721801,6.523310026,15.43309239,100,-2.475223949,0.335184406,2.713345297,-2.840809691,0.991515198
MAT1A_681,1505.2,70,7,7.1,7.1,12,15.4,13.6,13.6,6.94,1,7218.697632,1.41,9768.6,0.430196552,2.324518863,4.311861475,0.003561182,0.068137276,1.041408234,0.010683545,0.020417442,0.011277075,0.727074596,4.73197953,17.06720069,0.121673708,12.83711036,0.297596084,1.144088973,31.17114208,0.08760507,0.162983416,0.124166535,0.038698174,0.02077356,0.13936091,0.751290632,0.088554718,0.363715357,0.047838541,0.274210991,1.830566097,0.020892266,0.077633761,0.050924898,0.13544361,0.03703629,0.140666677,0.166782009,0.030626163,0.672588516,0.277772172,0.052111959,0.876169403,0.243347416,0.006766245,0.188980042,0.066356686,0.238124349,0.056029259,0.115857111,0.023978623,0.031100987,0.053061607,0.030982281,0.031813223,6.975998822,16.21584085,100,-2.611130103,0.368174439,2.97445137,-3.126943268,1.009355981
MAT1A_701,1507.2,72,7.2,7.3,7.3,15,18.9,16.9,16.9,6.94,1,6979.269287,1.42,9342.9,0.405084708,2.46861948,4.287913817,0.004992318,0.059783009,0.985358779,0.005741166,0.028705829,0.01160714,0.715898411,4.92592024,16.15002415,0.172983821,12.56316842,0.367184994,0.770314678,31.55107578,0.093481156,0.133918932,0.093481156,0.028081789,0.047427022,0.145401264,0.734120372,0.107210031,0.423598188,0.034322187,0.246246089,2.45871665,0.024836782,0.09198346,0.073262268,0.091733845,0.04755183,0.128052959,0.104464256,0.059658201,0.715773603,0.302160051,0.072138996,1.044143324,0.210551015,0.020343696,0.18097153,0.0627784,0.248742248,0.073012652,0.105587527,0.012855219,0.029205061,0.035071034,0.041935472,0.043058743,6.723529169,16.59783508,100,-2.546552959,0.352208989,3.765801149,-2.953203604,1.040710933
MAT1A_721,1509.2,74,7.4,7.5,7.5,17.9,22.4,20.1,20.2,6.96,1,7522.17705,1.51,9789.85,0.436083056,2.293141146,4.448301046,0.003100013,0.059244699,1.069274964,0.00757781,0.021011201,0.007692626,0.770410717,4.856457902,17.30128915,0.178652619,12.83256254,0.203797172,1.000270964,31.77812171,0.09495226,0.131233897,0.072104013,0.026063075,0.033181624,0.12285238,0.756862511,0.067166955,0.4042647,0.026637151,0.225726896,1.588240157,0.011940792,0.032722363,0.082552207,0.155574742,0.036052007,0.153622882,0.116307907,0.063148419,0.761914385,0.305179089,0.144093212,1.01921549,0.202993465,0.018485265,0.189789704,0.073826243,0.235945458,0.061311375,0.080141085,0.015155621,0.010677824,0.035133484,0.04110388,0.033870516,6.826458958,15.65403392,100,-2.548486575,0.35813091,3.181487699,-2.864878753,1.047855973
MAT1A_741,1511.2,76,7.6,7.7,7.7,20.9,26,23.4,23.4,6.99,1,7138.046412,1.25,9465.55,0.434435049,2.301840063,4.279439652,0.005184257,0.074307686,1.012287924,0.013577816,0.019255812,0.013701251,0.790599214,5.057242839,16.51679638,0.171821094,12.60774306,0.231316616,0.722957002,31.94082541,0.057026829,0.138864031,0.106153837,0.018268335,0.047645792,0.193792469,0.793685081,0.135654728,0.431897994,0.046905184,0.28822001,1.347042813,0.00999821,0.059495522,0.054558135,0.108622531,0.038017886,0.146270112,0.108745965,0.080602855,0.769121577,0.296983873,0.132568861,0.991550895,0.214159194,0.011973165,0.188484777,0.036413235,0.264890853,0.049867616,0.115164569,0.0181449,0.024563504,0.043078708,0.041720927,0.044683359,7.077128168,16.29041715,100,-2.623376324,0.302257446,3.019676056,-2.934431748,1.056739595
MAT1A_761,1513.2,78,7.8,7.9,7.9,23.8,29.6,26.6,26.7,7.01,1,7384.45906,1.63,9895.55,0.426406146,2.345181955,4.354512887,0.00452538,0.067300529,1.008695693,0.008122478,0.020306194,0.006033841,0.622645932,5.187710459,15.87190156,0.205034544,12.39606129,0.258874967,0.689946461,31.73185148,0.084937909,0.152818616,0.147597023,0.026223999,0.018101522,0.145856492,0.679271205,0.092712281,0.405891813,0.030169203,0.286491391,3.13840934,0.015664778,0.122881484,0.028080566,0.11290244,0.044673627,0.185424562,0.093408493,0.050127291,0.672309081,0.285563108,0.101414936,0.930255765,0.204686438,0.010907327,0.193082898,0.076583361,0.261891888,0.071129697,0.11742782,0.030633344,0.017985486,0.040960495,0.038407716,0.041424636,6.8650021,16.09967905,100,-2.574628272,0.286192347,3.584092169,-3.173510751,1.011760109
MAT1A_781,1515.2,80,8,8.1,8.1,26.7,33.2,29.9,30,7.03,1,7299.158447,1.64,9454,0.39545525,2.528731127,4.490337423,0.000706686,0.077028808,1.063680681,0.00671352,0.01908053,0.014015945,0.614817092,5.011701548,17.80060375,0.162891195,13.03270898,0.204350125,0.923285667,30.83837731,0.082917861,0.133681494,0.09292925,0.029563044,0.046287953,0.137568269,0.771230329,0.098229397,0.44332788,0.05147032,0.246633523,1.977779427,0.023909554,0.136743801,0.042165617,0.086451292,0.054650408,0.181500601,0.141926168,0.047819107,0.75120755,0.31235535,0.097169368,0.992305364,0.231086424,0.009304703,0.1522909,0.047347983,0.217306041,0.069961945,0.111420875,0.019316093,0.011424762,0.025676269,0.048290231,0.036747688,6.311062114,15.95897922,100,-2.515655507,0.301360441,4.134791486,-3.166807566,1.070743654
MAT1A_801,1517.2,82,8.2,8.3,8.3,29.6,36.9,33.1,33.2,7.04,1,7468.504736,2.28,9035.9,0.393955756,2.538356111,4.761257871,0.005927166,0.070893549,1.259115923,0.006624479,0.024057319,0.011389455,0.683832203,4.614240306,22.57215743,0.11331346,12.03319213,0.21140224,1.084787523,29.05124674,0.095648182,0.162241631,0.158406406,0.039630656,0.04032797,0.122378537,1.031094376,0.086466886,0.400839101,0.035795431,0.259749316,1.064449209,0.032308863,0.094253555,0.039281999,0.126678637,0.056366183,0.237086624,0.134813963,0.034633242,0.629906618,0.249638269,0.137719436,0.959271075,0.185369198,0.010808361,0.183625914,0.069034046,0.210588707,0.061944691,0.114591868,0.026497917,0.039281999,0.044860508,0.05125255,0.028124982,5.935765796,15.06708738,100,-2.577658738,0.257893788,3.353641024,-2.872391369,1.059557576
MAT1A_821,1519.2,84,8.4,8.5,8.5,32.5,40.5,36.4,36.5,7.07,1,7357.035401,3.15,9362.55,0.366037818,2.731958146,4.516104053,0.00283807,0.083131811,1.311306754,0.00886897,0.009814993,0.007686441,0.735533232,4.656209166,23.05754779,0.135636112,11.63064879,0.252588261,0.688705071,28.06307611,0.108201432,0.139656712,0.087625422,0.049193219,0.050375749,0.143795564,1.187259429,0.116715643,0.372496733,0.04115202,0.258973919,1.156750173,0.020457757,0.07828344,0.034884615,0.066931159,0.056761407,0.194762578,0.112458538,0.047537678,0.649326845,0.256845367,0.085260363,0.814644443,0.252706514,0,0.153374052,0.083604822,0.209544194,0.074026335,0.081358017,0.023059322,0.041743285,0.064920859,0.058416948,0.04032425,5.933340823,16.2096388,100,-2.559452402,0.291851887,2.824685171,-2.850973251,1.045295536
MAT1A_841,1521.2,86,8.6,8.7,8.7,35.4,44.2,39.7,39.7,7.07,1,6416.202685,1.03,7367.1,0.400829039,2.494829222,5.072654097,0.006823518,0.081882221,1.387314946,0.008027669,0.016055337,0.012442886,0.916224587,4.379360864,23.64616712,0.118809497,11.28302215,0.178883217,0.938969649,28.80983122,0.071446251,0.144230448,0.114260484,0.046560478,0.018196049,0.119879853,1.280145568,0.13713934,0.425065058,0.051243285,0.268525518,2.190349404,0.020202966,0.080410481,0.068368978,0.176742506,0.043750794,0.20644488,0.11921088,0.043884589,0.632847882,0.245914251,0.134062067,0.866185453,0.215810494,0.007091107,0.182228079,0.065960678,0.212867015,0.063017199,0.108908705,0.01284427,0.014583598,0.027427868,0.035321742,0.051510874,5.640775205,14.07277082,100,-2.478654955,0.270832436,4.176663879,-3.047393425,1.042602071
MAT1A_861,1523.2,88,8.8,8.9,8.9,38.3,47.8,42.9,43,7.08,1,6622.94248,3.08,8623.45,0.411586089,2.429625358,4.40009509,0.003426102,0.062724014,1.074741725,0.005534472,0.015022138,0.009092347,0.873787687,5.030571368,17.36071579,0.162212735,12.24607316,0.312829433,1.035736875,31.43118807,0.077482606,0.10871284,0.131904913,0.036896479,0.021347249,0.164452878,0.894871389,0.162344508,0.410605102,0.025563989,0.256957622,1.316281889,0.020820156,0.065095931,0.055871811,0.146399958,0.044144002,0.174335863,0.118464052,0.07893211,0.748471432,0.343137255,0.05666245,1.051813198,0.23758697,0.012913768,0.183164664,0.074847143,0.219797596,0.085257221,0.115565043,0.012254902,0.024246258,0.043880455,0.07471537,0.053763441,6.626607632,16.10017394,100,-2.586531591,0.291264824,4.598481198,-2.889819729,1.067138654
MAT1A_881,1525.2,90,9,9.1,9.1,41.2,51.5,46.2,46.3,7.08,1,7810.297706,1.28,10152.65,0.413270136,2.419724809,4.461835087,0.004966948,0.070861788,1.125841484,0.004304688,0.012693311,0.00651222,0.740847847,4.801272422,17.75418907,0.114902057,13.2094319,0.218766453,1.100675615,31.15589704,0.090839955,0.135983991,0.106071928,0.047241192,0.02869792,0.131017043,0.767558988,0.096248409,0.411152895,0.02836679,0.246029477,1.449024216,0.012251804,0.054526048,0.076932501,0.213799505,0.052870399,0.139295289,0.143489601,0.03653466,0.672524722,0.270533086,0.103422889,0.92407303,0.194704351,0,0.165123418,0.098566318,0.227044699,0.069537268,0.096800292,0.032561102,0.032009219,0.031015829,0.048455334,0.032229972,6.553832331,15.85847069,100,-2.561957583,0.298021692,2.998524211,-3.309981373,1.060634249
MAT1A_901,1527.2,92,9.2,9.3,9.3,44.1,55.1,49.4,49.5,7.1,1,8095.343361,1.42,10377.75,0.412313471,2.425339142,4.59359206,0.002412361,0.066497242,1.141256294,0.005139377,0.017096294,0.009544557,0.643156291,5.003550365,17.0521374,0.149461467,13.00996515,0.243648412,0.932220011,32.08072388,0.082964225,0.117366583,0.098592125,0.016362097,0.036709834,0.122086419,0.696962419,0.089047569,0.387026535,0.043002948,0.245431461,2.155601449,0.018774458,0.093557634,0.040695473,0.094186945,0.048876522,0.168655466,0.112751633,0.057686882,0.724232581,0.331332473,0.094606486,0.933163979,0.235257593,0.016152327,0.169809203,0.080551864,0.215224512,0.082125143,0.122401075,0.015732786,0.01982331,0.026640851,0.042163866,0.038178227,6.355416221,15.41403973,100,-2.656990797,0.282523796,3.014152185,-2.945562154,1.04361958
MAT1A_921,1529.2,94,9.4,9.5,9.5,47,58.8,52.7,52.8,7.1,1,8031.341554,1.32,10090.8,0.453105425,2.206991896,4.688111944,0.002008168,0.067960631,1.097516636,0.005178959,0.022195541,0.01109777,0.767965705,5.034054301,16.78902399,0.135604184,12.79234698,0.189084867,0.836243415,31.6994597,0.097448993,0.131693541,0.147758885,0.044179695,0.015325492,0.173970761,0.711525616,0.077684392,0.400365275,0.025683411,0.268248962,3.246044966,0.013423017,0.072822512,0.084448747,0.134864332,0.065001226,0.146384875,0.105375971,0.057708406,0.726322643,0.285476929,0.142791311,0.972270371,0.16181606,0.023146778,0.180840809,0.067326473,0.228825454,0.08835939,0.121335622,0.024415095,0.038260884,0.038155191,0.052212367,0.048196031,6.651263666,14.67928501,100,-2.549925257,0.277849881,3.282062081,-2.991495369,1.003732759
MAT1A_941,1531.2,96,9.6,9.7,9.7,49.9,62.5,55.9,56,7.09,1,7701.538233,1.31,9675.95,0.45576343,2.194120754,4.605893995,0.002468227,0.067427479,1.08074693,0.003590149,0.017726359,0.002804804,0.686503734,4.971233934,17.296102,0.12868439,13.23586828,0.257480972,0.874089,32.2155256,0.090875637,0.143605945,0.096036476,0.041511094,0.039603827,0.13810853,0.725770984,0.10512404,0.39076524,0.046335356,0.260734544,1.66504362,0.019297049,0.144952251,0.029730918,0.088295218,0.066305558,0.119821211,0.130367272,0.039155059,0.707932433,0.332649709,0.087061104,0.865898973,0.270495261,0.004263302,0.168849178,0.057778955,0.235154735,0.062827601,0.101085122,0.015594708,0.021204315,0.044428089,0.044876858,0.046896317,6.797273282,14.91403838,100,-2.624175262,0.331225735,3.5692694,-2.931241201,1.058796725
MAT1A_961,1533.2,98,9.8,9.9,9.9,52.8,66.1,59.2,59.3,7.08,1,7614.29231,1.46,9806.7,0.452242033,2.211205344,4.425846615,0.00253439,0.068543728,1.019170356,0.013939145,0.020966317,0.006220775,0.72068834,5.077535052,15.90732888,0.16392895,13.17145494,0.238232655,1.064328577,33.35095886,0.082713272,0.119231527,0.124876304,0.01762553,0.016012736,0.143077832,0.653642206,0.10333399,0.418865538,0.046886214,0.253208595,1.001429626,0.029260684,0.097919611,0.046425416,0.099302006,0.084671664,0.141465039,0.120613921,0.05299179,0.676912514,0.292722038,0.079372485,0.946594644,0.192844035,0,0.160127365,0.049535803,0.201253601,0.053682987,0.113586749,0.010367959,0.029491083,0.039052645,0.039859042,0.040665439,7.036157681,15.55838946,100,-2.555803237,0.276557229,3.045931881,-3.02098758,1.028118197
MAT1A_1001,1537.2,102,10.2,10.3,10.3,56.9,79.7,65.9,66.7,7.06,1,7890.838623,1.13,10352.35,0.424187813,2.357446325,4.424768289,0.001964776,0.076626261,1.066000098,0.008732337,0.025651241,0.011570347,0.768118236,4.938464309,16.82754179,0.139608246,12.87179291,0.227149929,1.115665268,31.95489748,0.104351433,0.132294913,0.098020488,0.037876514,0.019211142,0.138735012,0.727949483,0.089178997,0.394155883,0.061999596,0.262515896,1.746685805,0.009714725,0.068112232,0.064619297,0.088087454,0.060580591,0.149759588,0.136770236,0.039622981,0.647502824,0.262952512,0.111555611,0.91700459,0.215361273,0.021612535,0.179449535,0.062981984,0.206956398,0.052066562,0.092344469,0.02379562,0.015827362,0.05097502,0.050756712,0.024778008,6.731322349,15.86873114,100,-2.549776779,0.250720732,4.430018396,-3.038828603,1.017893968
MAT1A_1021,1539.2,104,10.4,10.5,10.5,57.5,90.3,68.7,70.4,7.05,1,7955.6854,1.45,10120.65,0.427313241,2.340203634,4.533957799,0.001416536,0.07649292,1.096289549,0.00228825,0.023645247,0.014492248,0.727663414,4.981628624,17.45771097,0.135987412,13.07015556,0.221415402,1.024482093,31.80536366,0.087934168,0.124655128,0.113758701,0.02168389,0.032580318,0.130975056,0.753596911,0.089568632,0.41057738,0.024407997,0.250726792,1.625311093,0.028875532,0.064615814,0.056661422,0.079217026,0.070826777,0.174451801,0.122366878,0.038464388,0.66686135,0.306734428,0.132282627,0.950059494,0.178592443,0.017761176,0.165952587,0.069192313,0.231222187,0.069083349,0.113431808,0.008717142,0.003486857,0.029965175,0.023754211,0.036829924,6.603125967,15.45265938,100,-2.540688647,0.308452865,0,-2.903594141,1.045443621
MAT1A_1041,1541.2,106,10.6,10.7,10.7,57.9,101.2,71.5,74.2,7.04,1,7878.709205,1.28,10210.7,0.43288965,2.310057541,4.536931846,0.001942785,0.062277052,1.06032887,0.00561249,0.03497013,0.015002617,0.735128251,4.90035132,17.35349512,0.168266766,12.73333657,0.26173631,0.785316863,31.1907653,0.094980599,0.144089886,0.104154862,0.011872575,0.045655447,0.142362966,0.703719894,0.100269292,0.424606451,0.047166502,0.274364412,2.72745425,0.012736035,0.072098909,0.051699667,0.069724394,0.111602204,0.186183561,0.105881782,0.083971484,0.691199724,0.319048467,0.092714017,0.954878819,0.253317575,0,0.192443646,0.066162622,0.242848123,0.065083297,0.112033934,0.01640574,0.016621605,0.032703547,0.04576338,0.034322535,6.658895527,15.38243183,100,-2.536180743,0.316494997,3.442646946,-3.149639763,1.042011695
MAT1A_1061,1543.2,108,10.8,10.9,10.9,58.3,112,74.4,77.9,7.03,1,7684.879175,1.8,9535.75,0.420426616,2.378536378,4.641868757,0.00542205,0.066758992,1.1070019,0.006664603,0.017169825,0.012425532,0.795008099,4.877698882,17.61488533,0.137132684,13.13322203,0.193612373,1.256898994,32.01607638,0.085623208,0.124481234,0.153737713,0.024399226,0.045974467,0.113524174,0.751970576,0.086978721,0.405072328,0.051283557,0.281042931,1.447235545,0.016943907,0.119962859,0.080314117,0.059416633,0.101324562,0.147637906,0.120640615,0.023156672,0.620146983,0.316964013,0.165824366,0.920505968,0.206150864,0.002259188,0.163113341,0.046652223,0.232922237,0.062014698,0.109231718,0.01095706,0.017395744,0.036598838,0.034678529,0.03083791,6.376443903,15.16660379,100,-2.55907131,0.310449653,4.89532764,-3.054148576,1.049591811
MAT1A_1081,1545.2,110,11,11.1,11.1,58.5,123.1,77.2,81.6,7.02,1,7042.02622,1.22,8988.8,0.433746182,2.305495799,4.439241056,0.006766332,0.062776527,1.050410428,0.006766332,0.022178533,0.010400103,0.904558378,4.553992199,18.20769883,0.134449528,13.07919491,0.223664871,0.889772689,31.26133204,0.07981766,0.126806078,0.139586928,0.025937607,0.026814724,0.144097816,0.799053716,0.108386618,0.409739008,0.029195471,0.259376069,1.143510148,0.025311095,0.048993257,0.050998097,0.109764945,0.067162113,0.188329581,0.111769784,0.064656064,0.649066685,0.295337872,0.093350324,0.971845793,0.191963352,0.050371584,0.168531794,0.065282576,0.23744814,0.086333387,0.131692874,0.017041133,0.01791825,0.037089525,0.040973901,0.046111301,6.814824282,15.71154875,100,-2.567679859,0.308371845,3.122553705,-2.995914075,1.060948867
MAT1A_1101,1547.2,112,11.2,11.3,11.3,58.5,134.2,80.1,85.4,7.01,1,7140.401417,1.56,9317.7,0.420944277,2.375611347,4.383882289,0.002080901,0.067445658,0.974351065,0.002815336,0.019829758,0.007711572,0.809225489,4.762446845,17.52693542,0.141623641,12.99522372,0.215556812,1.288444637,30.91165476,0.06707844,0.129872673,0.134646504,0.031335914,0.032315161,0.127914179,0.781316941,0.067323252,0.425972576,0.044555752,0.262071059,1.67439048,0.019095322,0.088866693,0.060713333,0.089478722,0.080543091,0.185934581,0.094986988,0.063773481,0.62231166,0.240405213,0.105146679,1.002871643,0.12069223,0.053491384,0.173326772,0.078707002,0.24138446,0.087520228,0.133055227,0.013954274,0.02815336,0.032315161,0.032070349,0.03623215,6.757540816,16.05329064,100,-2.626478547,0.305914486,4.679292735,-3.141479543,1.051782228
MAT1A_1121,1549.2,114,11.4,11.5,11.5,58.4,145.7,83,89.2,7.02,1,7382.154052,3.05,9718.6,0.363047945,2.754457129,4.369662297,0.004238585,0.064049733,1.033743848,0.006593355,0.023547696,0.018484941,0.609767584,4.679280382,18.66096028,0.149174653,13.03647538,0.245484729,1.19386818,30.36640215,0.083358843,0.140579744,0.098547107,0.037440836,0.040737514,0.133986389,0.796854028,0.088657075,0.443991805,0.036616667,0.246897591,1.185508748,0.02401865,0.132809005,0.029199143,0.071467257,0.094779476,0.166717687,0.139520098,0.037676313,0.622718817,0.276567688,0.121859326,0.998540043,0.204982692,0,0.17648998,0.073939765,0.22605788,0.057809593,0.092306968,0.017543033,0.014952787,0.026726635,0.042974545,0.040031083,6.095438811,16.78962489,100,-2.537719952,0.271600779,2.98912839,-3.047035002,1.081376717
MAT1A_1141,1551.2,116,11.6,11.7,11.7,58.4,156.8,85.9,92.9,7.04,1,7267.84475,2.08,9443.6,0.451934534,2.212709861,4.433828201,0.003104752,0.079887656,1.083797255,0.004179474,0.034152271,0.015165519,0.667999322,4.588584544,18.88166835,0.159297657,13.11877109,0.295667916,0.698688601,30.3724747,0.05875146,0.138877943,0.104606258,0.027942767,0.03343579,0.169567221,0.824072814,0.106875115,0.420813302,0.025793324,0.248618982,1.695911042,0.014807278,0.101382092,0.048243069,0.05707967,0.102456814,0.130399582,0.122637702,0.068304543,0.640653622,0.324327164,0.084903024,0.850940859,0.275128787,0.012657835,0.17458259,0.042630632,0.261276817,0.034391098,0.103531536,0.016240241,0.014926692,0.032122241,0.040122948,0.033674617,7.020202382,15.53367103,100,-2.791811605,0.245221181,3.181021192,-3.359293004,1.040168693
MAT1A_1161,1553.2,118,11.8,11.9,11.9,58.8,168.3,88.8,96.8,7.06,1,7352.245728,4.07,9256.4,0.407464287,2.454202817,4.545152543,0.002733426,0.063700702,1.118327619,0.005229162,0.010577169,0.009269878,0.661251315,4.550321772,18.98791945,0.144871559,12.99898388,0.238283409,0.828822191,31.32208667,0.087826154,0.128827539,0.130966741,0.032919952,0.027928479,0.121340329,0.711047199,0.1066036,0.420709859,0.030305371,0.270727983,1.385252574,0.009864101,0.071069067,0.039099871,0.127163714,0.090916114,0.199064693,0.101849816,0.043021743,0.577584721,0.267994557,0.150813788,0.9517075,0.128827539,0,0.157706775,0.067384884,0.237094963,0.082834681,0.094719141,0.015330952,0.034821466,0.045992857,0.060016519,0.04682477,6.369475955,15.63198583,100,-2.657819606,0.235773669,2.773698669,-2.874042715,1.055136356
MAT1A_1181,1555.2,120,12,12.1,12.1,59,179.5,91.7,100.5,7.08,1,7344.390893,2.77,9408.85,0.383522163,2.607411241,4.476599159,0.004392249,0.066952123,1.030397926,0.009140627,0.027184461,0.015432227,0.677830894,5.11376519,17.08525593,0.139246171,12.4401556,0.250476915,1.186382128,31.9976543,0.08879466,0.128443612,0.068851474,0.027778009,0.027778009,0.171653848,0.708457929,0.128562322,0.419993993,0.051638606,0.271607195,1.892347159,0.019824476,0.070632116,0.049976674,0.09508626,0.079416614,0.125119748,0.128087484,0.040954756,0.620850363,0.297841981,0.110637197,1.019239239,0.164768701,0.017331578,0.160851289,0.084758539,0.236231783,0.055318598,0.06339084,0.021842537,0.018756091,0.038461858,0.057574078,0.054487632,6.192359148,16.14602685,100,-2.528462212,0.238869893,4.357201802,-3.392080909,1.050385544
MAT1A_1201,1557.2,122,12.2,12.3,12.3,59.2,191.2,94.6,104.3,7.1,1,7224.20708,1.49,9576.95,0.426276872,2.345893163,4.326064144,0.002775733,0.062755699,1.088449331,0.00627557,0.021723127,0.009051303,0.655072954,5.27353037,16.79982139,0.171009281,12.98789539,0.222662048,0.93059461,31.43891577,0.069393321,0.104753744,0.139872799,0.048273615,0.031619218,0.153027359,0.740034516,0.120442669,0.377982404,0.017378501,0.250540061,1.402469195,0.020878338,0.076634364,0.029446905,0.05768697,0.095461073,0.181267424,0.122614982,0.053100976,0.670641194,0.333812047,0.143372636,0.951593633,0.220972472,0,0.154958304,0.083030618,0.215783058,0.064807328,0.082909934,0.019550814,0.032826058,0.057324918,0.05708355,0.032222638,6.908678389,16.2070214,100,-2.564949357,0.278865036,4.169918903,-3.214361145,1.054138587
MAT1A_1221,1559.2,124,12.4,12.5,12.5,59.3,202.5,97.4,108.1,7.12,1,6573.604834,1.3,8875.6,0.403833987,2.476265079,4.194313624,0.005641059,0.070513242,0.979395359,0.008192967,0.020146641,0.00711848,0.688074935,5.057746988,16.25605574,0.182662876,12.5778164,0.22335909,1.241704621,31.15369066,0.098987161,0.121820021,0.071856352,0.030891516,0.03156307,0.195288104,0.736829805,0.104090977,0.416632529,0.036129642,0.295484063,1.691914884,0.022026994,0.08300416,0.046202963,0.098449917,0.111881011,0.149622385,0.093346102,0.056007661,0.637439711,0.29790166,0.122894508,1.051520333,0.181588388,0.003626395,0.18185701,0.087570731,0.247535059,0.074676881,0.095226455,0.031697381,0.033980667,0.046874517,0.061111477,0.038547239,6.858453732,16.98334947,100,-2.556082928,0.295286672,3.291623464,-2.922507487,1.07401812
MAT1A_1241,1561.2,126,12.6,12.7,12.7,59.8,213.7,100.4,112,7.15,1,7111.607886,1.66,9327,0.364763723,2.741500692,4.348472178,0.002342313,0.066201163,1.015700894,0.003944948,0.019601462,0.014423717,0.687407232,5.093421306,16.9237047,0.111937907,12.93659482,0.189357516,1.316996316,31.32214941,0.079392083,0.125745225,0.082843913,0.017875547,0.033162221,0.11760877,0.729322307,0.116129414,0.431725274,0.047832497,0.286501866,1.374074786,0.011465006,0.082843913,0.037846847,0.095048597,0.077419609,0.129566894,0.142264696,0.025272325,0.623671662,0.324965112,0.19145327,1.127515521,0.128827216,0.011711565,0.181960738,0.094925317,0.252353408,0.065954604,0.081241278,0.023669689,0.028600875,0.037230449,0.039202923,0.042408194,6.146352649,16.85023004,100,-2.548428679,0.257916779,3.588442258,-3.159809905,1.02419404
MAT1A_1261,1563.2,128,12.8,12.9,12.9,59.9,225.4,103.4,115.9,7.19,1,7353.460693,2.31,9695,0.384386914,2.601545377,4.338210418,0.002139854,0.066573226,1.052570262,0.01093703,0.016048903,0.012720241,0.616277867,5.002145798,16.93527775,0.139684895,13.4652672,0.180342115,0.99146555,31.76838699,0.075727045,0.165125378,0.086307433,0.037328559,0.035664228,0.137782802,0.691053866,0.088685048,0.407998773,0.042678193,0.262845363,1.125325287,0.024013914,0.108657016,0.060153665,0.072755026,0.120901734,0.174992481,0.09997872,0.041132743,0.523550873,0.24822303,0.184740703,0.966976113,0.081314441,0.011769195,0.180817638,0.044223643,0.275803366,0.052069773,0.093796921,0.034237659,0.026985933,0.021755179,0.052664177,0.031146759,6.400302433,16.6506772,100,-2.599919229,0.304806842,0,-3.018725954,1.072010152
MAT1A_1281,1565.2,130,13,13.1,13.1,60.2,237.1,106.4,119.7,7.23,1,7217.692456,1.3,9616.95,0.368532275,2.713466551,4.32205117,0.002646461,0.061590354,1.024781697,0.003127635,0.017442581,0.010946723,0.614700607,4.833519588,17.52450081,0.136773892,13.42549432,0.223385328,1.193914584,30.0890534,0.062191823,0.121977772,0.134608607,0.021051391,0.032960463,0.142668282,0.797546972,0.111873105,0.403585232,0.032358995,0.274269547,2.015760875,0.022494915,0.133646257,0.029351653,0.03055459,0.100806088,0.192590151,0.112474573,0.037291035,0.530976219,0.305185018,0.1176472,0.932516459,0.187417524,0.00493204,0.148322084,0.051846568,0.244196132,0.079393816,0.108144001,0.019246986,0.031396645,0.044869536,0.037531622,0.047275409,6.230610166,16.90655228,100,-2.476844257,0.315358134,0,-3.097720576,1.088608589
MAT1A_1301,1567.2,132,13.2,13.3,13.3,60.5,248.4,109.3,123.6,7.25,1,7240.09143,1.13,9459.15,0.359952556,2.77814391,4.387339243,0.00265057,0.05325237,1.030469512,0.006264985,0.010963723,0.004698739,0.680955651,4.975964145,17.44280189,0.193371164,12.93815737,0.194455488,1.192274792,30.90360357,0.068914832,0.130118914,0.109637233,0.034577897,0.039638077,0.126022578,0.73384658,0.117227503,0.414693799,0.028915314,0.298068698,1.766846183,0.017108228,0.062167926,0.039638077,0.052409007,0.139636872,0.153733088,0.085300177,0.049999398,0.58457127,0.295297647,0.176744858,1.047818701,0.146504259,0.003734895,0.184214648,0.096022939,0.251201793,0.070481079,0.09120372,0.031204443,0.029638197,0.039999518,0.033252611,0.026867146,6.032818882,16.76003904,100,-2.530825764,0.287112134,2.91795541,-3.061674304,1.046679042
