L15_H2_MAD_Hampel,Sediment_Y_mm,Strat_depth_Y cm,RABD660670,R660R670,RMean,RABA400560,RABD660670RMean,RABD850
1936,132.804878,14.2804878,1.062199308,1.09172166,0.141055258,97.24926296,7.53440627,0.995577537
1937,132.8734756,14.28734756,1.063908066,1.08799079,0.139629038,96.79153338,7.624647802,0.995625795
1938,132.9420732,14.29420732,1.065247301,1.083221851,0.137566441,98.19906001,7.750208209,0.997376715
1939,133.0106707,14.30106707,1.066014432,1.08175772,0.13591052,101.0554355,7.85106892,0.996939426
1940,133.0792683,14.30792683,1.065620663,1.082892174,0.136007159,101.0261217,7.843482756,0.996692903
1941,133.1478659,14.31478659,1.065068181,1.087311164,0.136003957,102.3066881,7.845485087,0.996343796
1942,133.2164634,14.32164634,1.060857754,1.085397034,0.136056768,100.6422416,7.814776174,0.995562468
1943,133.285061,14.3285061,1.06332493,1.085430945,0.136095063,101.6453124,7.831904804,0.994735209
1944,133.3536585,14.33536585,1.061281696,1.084229681,0.13584593,101.9412073,7.82555907,0.9970086
1945,133.4222561,14.34222561,1.059702339,1.088087093,0.136025828,103.4114929,7.798216997,0.994215281
1946,133.4908537,14.34908537,1.06046812,1.092283191,0.136194258,103.1524851,7.790778452,0.996267876
1947,133.5594512,14.35594512,1.061717506,1.082926546,0.136050985,104.4015117,7.806744183,0.997332257
1948,133.6280488,14.36280488,1.058924869,1.083561551,0.135793628,104.3724234,7.80123373,0.996070788
1949,133.6966463,14.36966463,1.058720552,1.076701972,0.135603884,104.6416078,7.812130743,1.000434172
1950,133.7652439,14.37652439,1.058343337,1.076651366,0.135746253,105.9503319,7.80203557,0.998767564
1951,133.8338415,14.38338415,1.059935477,1.075567417,0.1366782,105.8851902,7.761088264,0.998064667
1952,133.902439,14.3902439,1.06244122,1.070927599,0.137967495,104.5716673,7.706310541,0.993776938
1953,133.9710366,14.39710366,1.0590313,1.076298258,0.140094774,102.9533119,7.562791324,0.997444092
1954,134.0396341,14.40396341,1.06032669,1.076724552,0.142086515,101.4151589,7.46679013,0.998058539
1955,134.1082317,14.41082317,1.061454496,1.076042,0.143887999,99.64986764,7.381618015,0.996105318
1956,134.1768293,14.41768293,1.060910023,1.08107199,0.14589297,98.34193962,7.278705689,0.997763569
1957,134.2454268,14.42454268,1.058995105,1.084505402,0.147441514,98.3484646,7.192983366,0.996642382
1958,134.3140244,14.43140244,1.058263621,1.091910057,0.148133611,97.98330947,7.156623879,0.99733409
1959,134.382622,14.4382622,1.060446378,1.090600696,0.148910001,96.84618341,7.13539102,0.998916389
1960,134.4512195,14.44512195,1.064764919,1.091933693,0.148472629,96.47908106,7.183631643,0.99760252
1961,134.5198171,14.45198171,1.063720111,1.098644985,0.146513075,97.74023339,7.272251075,0.998572159
1962,134.5884146,14.45884146,1.064574453,1.083935693,0.144415027,99.13048627,7.382503656,0.99616134
1963,134.6570122,14.46570122,1.06185581,1.086485853,0.142196977,99.94677476,7.477301698,0.998626806
1964,134.7256098,14.47256098,1.06117272,1.082134337,0.141158449,100.6865874,7.526683092,0.998154591
1965,134.7942073,14.47942073,1.059606208,1.082699205,0.141466763,99.91458425,7.498394312,0.997748287
1966,134.8628049,14.48628049,1.058559439,1.082114402,0.142638738,98.04076189,7.43092773,0.996200333
1967,134.9314024,14.49314024,1.059640734,1.076815261,0.14380365,96.72875078,7.378731405,0.997170763
1968,135,14.5,1.059606208,1.083575193,0.144385032,95.71430711,7.305757646,0.994873162
1969,135.0685976,14.50685976,1.053657239,1.084654297,0.14381114,96.27328953,7.349607514,0.996017719
1970,135.1371951,14.51371951,1.054478645,1.086836059,0.141916451,97.67172844,7.461235239,0.996674158
1971,135.2057927,14.52057927,1.058767549,1.078995885,0.140275326,97.93242436,7.587068881,0.995747868
1972,135.2743902,14.52743902,1.056314299,1.083339316,0.138097329,100.3466789,7.692355679,0.994938644
1973,135.3429878,14.53429878,1.060719644,1.080902538,0.136107728,102.7359607,7.834780201,0.99627451
1974,135.4115854,14.54115854,1.059462582,1.08487089,0.136217027,102.6749156,7.8095134,0.997409965
1975,135.4801829,14.54801829,1.058704826,1.089179785,0.136891662,101.9723287,7.754503542,0.993599791
1976,135.5487805,14.55487805,1.057683053,1.090580613,0.137494406,102.4202146,7.703890593,0.995254345
1977,135.617378,14.5617378,1.057586881,1.088263823,0.1380237,101.509035,7.668201754,0.997216151
1978,135.6859756,14.56859756,1.059406129,1.084566609,0.137984323,101.1119507,7.681235121,0.99470424
1979,135.7545732,14.57545732,1.060114749,1.081088995,0.138045686,100.2788832,7.682275234,0.997142351
1980,135.8231707,14.58231707,1.060677586,1.080048327,0.139318224,98.92305657,7.619190754,0.99688492
1981,135.8917683,14.58917683,1.063036573,1.080621452,0.13973972,99.26811544,7.61937466,0.995762169
1982,135.9603659,14.59603659,1.057679063,1.086983429,0.14045066,98.08173069,7.549116819,0.995761696
1983,136.0289634,14.60289634,1.06139198,1.083062553,0.14036448,98.88844373,7.584467573,0.996896775
1984,136.097561,14.6097561,1.059020544,1.083707323,0.140201551,99.19214882,7.578387345,0.998079181
1985,136.1661585,14.61661585,1.056488368,1.080965871,0.13964275,100.3625893,7.593316593,0.998149362
1986,136.2347561,14.62347561,1.057568908,1.076014371,0.13921011,100.3312894,7.623071755,0.999265783
1987,136.3033537,14.63033537,1.057495038,1.078324224,0.140893757,96.71197393,7.525196237,0.997132402
1988,136.3719512,14.63719512,1.06094499,1.070924686,0.140652965,98.84105301,7.557137212,0.999806701
1989,136.4405488,14.64405488,1.058838902,1.080162371,0.141172369,97.91400959,7.508024116,0.996030222
1990,136.5091463,14.65091463,1.057645748,1.079589311,0.141116097,97.04991396,7.501591098,0.994919578
1991,136.5777439,14.65777439,1.056805524,1.084120147,0.141293878,96.77390031,7.487547613,0.995262726
1992,136.6463415,14.66463415,1.061273046,1.077117564,0.141307484,96.042676,7.519997435,0.99613431
1993,136.714939,14.6714939,1.056958904,1.080893965,0.141137365,94.44785457,7.498121854,0.998274243
1994,136.7835366,14.67835366,1.054682716,1.084194132,0.139408541,95.88286935,7.57272455,0.998822065
1995,136.8521341,14.68521341,1.059106373,1.082465093,0.138330528,97.84892211,7.662694393,0.998263439
1996,136.9207317,14.69207317,1.059476341,1.082878607,0.137105215,99.25938477,7.737299911,0.999528028
1997,136.9893293,14.69893293,1.062291893,1.078675841,0.135982129,99.13713455,7.825192436,0.997294097
1998,137.0579268,14.70579268,1.061437391,1.076466601,0.134581975,99.65478694,7.905462565,0.996612952
1999,137.1265244,14.71265244,1.059157212,1.078235163,0.133009707,102.8463122,7.98502779,0.997145856
2000,137.195122,14.7195122,1.058559497,1.07954446,0.132218076,103.7704486,8.027017217,0.998343954
2001,137.2637195,14.72637195,1.055418741,1.082596596,0.132569065,102.537076,7.976749266,0.994158694
2002,137.3323171,14.73323171,1.058624527,1.078829202,0.132097353,103.2499521,8.028185368,0.995240231
2003,137.4009146,14.74009146,1.05486085,1.08245498,0.13185124,103.8168268,8.016857093,0.995722238
2004,137.4695122,14.74695122,1.054313754,1.083152594,0.131095017,105.3457659,8.059990375,0.995011016
2005,137.5381098,14.75381098,1.054840038,1.084309286,0.129838883,107.1045341,8.145200414,0.99836332
2006,137.6067073,14.76067073,1.059107125,1.071373093,0.128736763,107.7409738,8.256574269,0.996891833
2007,137.6753049,14.76753049,1.056119446,1.080076571,0.128444011,108.7935382,8.274208792,0.998195887
2008,137.7439024,14.77439024,1.057911225,1.076297891,0.1284025,109.6558426,8.324496761,0.998352335
2009,137.8125,14.78125,1.056268046,1.076230488,0.129519991,107.5477908,8.251427997,0.996830809
2010,137.8810976,14.78810976,1.057433751,1.073829689,0.130969821,104.9630191,8.152538423,0.997184607
2011,137.9496951,14.79496951,1.058310166,1.074601991,0.132135853,103.7293507,8.06560341,0.995985606
2012,138.0182927,14.80182927,1.055022532,1.082508772,0.132185825,104.3049999,8.021487367,0.998291715
2013,138.0868902,14.80868902,1.057392241,1.082909601,0.130785011,104.9829446,8.119763097,0.996265639
2014,138.1554878,14.81554878,1.053406765,1.089815191,0.128104807,106.7126304,8.258679359,0.995857469
2015,138.2240854,14.82240854,1.054332662,1.075403363,0.125975405,109.2851695,8.401282541,0.995410914
2016,138.2926829,14.82926829,1.058727486,1.070842682,0.126007156,108.6098458,8.432081615,0.994579478
2017,138.3612805,14.83612805,1.057401232,1.08063857,0.127866766,109.12121,8.309031302,0.994636315
2018,138.429878,14.8429878,1.052590257,1.082825034,0.131384347,104.8092115,8.07014873,0.995818972
2019,138.4984756,14.84984756,1.05534576,1.077772394,0.133156207,105.2218297,7.999502197,0.995607836
2020,138.5670732,14.85670732,1.054025215,1.080881773,0.134111519,104.655219,7.938801465,0.99345641
2021,138.6356707,14.86356707,1.055102269,1.081635474,0.135594701,102.8303288,7.839402007,0.998261053
2022,138.7042683,14.87042683,1.06057292,1.083497422,0.136610596,100.933599,7.792833774,0.995132938
2023,138.7728659,14.87728659,1.059607242,1.08653137,0.137011705,99.91237,7.748809807,0.993266108
2024,138.8414634,14.88414634,1.060587829,1.086216411,0.13659884,99.41843353,7.777269333,0.992983019
2025,138.910061,14.8910061,1.061647625,1.084476859,0.134225257,103.4827284,7.933582314,0.997541721
2026,138.9786585,14.89786585,1.060735387,1.078968873,0.132794722,105.0840005,8.020698463,0.997231964
2027,139.0472561,14.90472561,1.061106889,1.084938136,0.13242768,105.0703567,8.043861374,0.998519118
2028,139.1158537,14.91158537,1.061225903,1.088387455,0.133256351,104.8869775,7.987758998,0.997365566
2029,139.1844512,14.91844512,1.060257118,1.086827072,0.135124337,102.2886485,7.865762564,0.994590287
2030,139.2530488,14.92530488,1.061539758,1.087957359,0.13545247,104.1601703,7.853086041,0.995064305
2031,139.3216463,14.93216463,1.059964082,1.091393907,0.13709144,103.2421311,7.744011079,0.995376881
2032,139.3902439,14.93902439,1.059558963,1.091855749,0.138958047,100.8586314,7.632799841,0.994516532
2033,139.4588415,14.94588415,1.06028692,1.09777141,0.141025379,99.67978336,7.524094405,0.997105684
2034,139.527439,14.9527439,1.060694254,1.098789061,0.14380887,99.87360751,7.380685491,0.993980301
2035,139.5960366,14.95960366,1.061233084,1.105274391,0.146460926,97.74271614,7.250851754,0.996493124
2036,139.6646341,14.96646341,1.065760889,1.106493811,0.148713035,96.13481595,7.171445024,0.996751374
2037,139.7332317,14.97332317,1.069462249,1.103565078,0.150450504,94.59607857,7.113023043,0.998819511
2038,139.8018293,14.98018293,1.068753331,1.107224447,0.150843053,94.93653808,7.091584621,0.994186712
2039,139.8704268,14.98704268,1.069210827,1.106025644,0.152146441,94.17888014,7.035799565,0.993931084
2040,139.9390244,14.99390244,1.065395888,1.109147474,0.154100819,91.27127678,6.923712661,0.993545327
2041,140.007622,15.0007622,1.068303443,1.106344238,0.1547028,91.94816725,6.914137863,0.995168369
2042,140.0762195,15.00762195,1.068414705,1.109041277,0.155786451,91.13860752,6.864970507,0.994772481
2043,140.1448171,15.01448171,1.066850528,1.112876035,0.15661001,91.38103817,6.819774651,0.992897931
2044,140.2134146,15.02134146,1.066959135,1.111163503,0.157274696,90.94376041,6.794685495,0.994335715
2045,140.2820122,15.02820122,1.06713618,1.106356146,0.155891471,93.47042527,6.858119942,0.996765679
2046,140.3506098,15.03506098,1.067827619,1.101160672,0.153812069,93.9474256,6.954241914,0.997791112
2047,140.4192073,15.04192073,1.064639351,1.104500613,0.152162909,95.88009767,7.005238802,0.997598939
2048,140.4878049,15.04878049,1.068532536,1.101470024,0.150011451,97.42297806,7.129679157,0.994401652
2049,140.5564024,15.05564024,1.06383992,1.104521048,0.147304567,99.74139823,7.228020337,0.997835892
2050,140.625,15.0625,1.065881973,1.098294664,0.144106266,100.096926,7.408204409,0.998184491
2051,140.6935976,15.06935976,1.062527722,1.098213565,0.141375381,101.0024303,7.539428757,0.996819337
2052,140.7621951,15.07621951,1.064645256,1.094872709,0.139019484,102.3218567,7.697113998,0.99685716
2053,140.8307927,15.08307927,1.067597432,1.092591176,0.137039265,104.2877456,7.837366227,0.995314042
2054,140.8993902,15.08993902,1.064334727,1.095356174,0.135848221,103.5061179,7.879139531,0.996345061
2055,140.9679878,15.09679878,1.064790047,1.094509457,0.135272369,103.5597853,7.91272864,0.993823227
2056,141.0365854,15.10365854,1.068414259,1.088317387,0.135261759,101.2611745,7.933441439,0.994679413
2057,141.1051829,15.11051829,1.062364776,1.091358281,0.136139795,98.1049414,7.829471319,0.994985747
2058,141.1737805,15.11737805,1.061060002,1.096874437,0.137232541,97.1310044,7.745376072,0.996038801
2059,141.242378,15.1242378,1.063306903,1.090065333,0.138787288,96.66101191,7.666699671,0.996900622
2060,141.3109756,15.13109756,1.061222253,1.095111885,0.140529408,93.98848103,7.553339597,0.993086543
2061,141.3795732,15.13795732,1.057686204,1.098182492,0.140728341,93.079845,7.519287171,0.995329024
2062,141.4481707,15.14481707,1.063930575,1.086167928,0.139900971,94.78658055,7.615157035,0.995241632
2063,141.5167683,15.15167683,1.057233537,1.091556655,0.138682808,95.45025469,7.647418061,0.99836804
2064,141.5853659,15.15853659,1.063462992,1.080611221,0.138766396,95.09124731,7.697054678,0.996149579
2065,141.6539634,15.16539634,1.059986118,1.083655946,0.138916713,96.17523089,7.656674362,0.997002855
2066,141.722561,15.1722561,1.059309208,1.080689163,0.139436239,94.69899547,7.616540509,0.997332712
2067,141.7911585,15.17911585,1.056660693,1.084817909,0.13988008,95.60747891,7.570454367,0.995305759
2068,141.8597561,15.18597561,1.059689745,1.078565221,0.139919652,94.94703157,7.589489422,0.997077876
2069,141.9283537,15.19283537,1.058362442,1.075012626,0.140640568,95.55849887,7.542176247,0.997908776
2070,141.9969512,15.19969512,1.060140469,1.077251377,0.139949407,95.52355182,7.59686853,0.998065203
2071,142.0655488,15.20655488,1.059000208,1.076393599,0.138486508,96.87319811,7.677109095,0.997002855
2072,142.1341463,15.21341463,1.061297884,1.074970393,0.137261365,99.32401743,7.770800714,0.995711792
2073,142.2027439,15.22027439,1.059372092,1.082287604,0.136988364,97.84691152,7.771277635,0.997409509
2074,142.2713415,15.22713415,1.061179132,1.082262662,0.136972346,98.80251731,7.779144049,0.993744653
2075,142.339939,15.2339939,1.057112573,1.087823952,0.137316977,96.55191385,7.722924256,0.996575323
2076,142.4085366,15.24085366,1.056794519,1.089541379,0.13618395,98.1623054,7.783619827,0.996881824
2077,142.4771341,15.24771341,1.06277033,1.081896849,0.135268293,99.77193512,7.884381794,0.997261793
2078,142.5457317,15.25457317,1.05789283,1.089052696,0.13511878,100.4574452,7.865439984,0.997549752
2079,142.6143293,15.26143293,1.060570427,1.087817575,0.135851412,100.0288026,7.849898523,0.997643567
2080,142.6829268,15.26829268,1.060358201,1.089987099,0.135335632,101.6092104,7.881041673,0.997835952
2081,142.7515244,15.27515244,1.062450088,1.078106567,0.135119284,100.6426426,7.904437665,0.997165843
2082,142.820122,15.2820122,1.057404978,1.080960774,0.134649154,102.8709677,7.889073295,0.998128
2083,142.8887195,15.28887195,1.058185793,1.082043991,0.134215322,104.9037766,7.911353634,0.995918096
2084,142.9573171,15.29573171,1.059223244,1.083654575,0.134450204,105.6574772,7.892509953,0.997653373
2085,143.0259146,15.30259146,1.057963139,1.083546919,0.135278032,103.545916,7.829485516,0.996551967
2086,143.0945122,15.30945122,1.060609202,1.080596107,0.13595742,102.0083909,7.812493963,0.993363842
2087,143.1631098,15.31631098,1.059738401,1.082794218,0.135262871,103.0806185,7.854875342,0.995486659
2088,143.2317073,15.32317073,1.05648707,1.084262211,0.134599878,102.9848281,7.876903426,0.994976951
2089,143.3003049,15.33003049,1.059724021,1.077770443,0.134440066,102.7071811,7.909211174,0.994033888
2090,143.3689024,15.33689024,1.059654865,1.080752525,0.135130102,101.8530606,7.860480439,0.99645032
2091,143.4375,15.34375,1.057099604,1.081908074,0.136799522,101.2213722,7.740835344,0.997614502
2092,143.5060976,15.35060976,1.055418566,1.081576015,0.137796423,100.5778305,7.669102407,0.998060172
2093,143.5746951,15.35746951,1.056893251,1.074980165,0.13796089,100.4391969,7.671563664,0.997608908
2094,143.6432927,15.36432927,1.053968687,1.075547349,0.138859721,98.42296551,7.603769556,0.995260734
2095,143.7118902,15.37118902,1.055223259,1.084961601,0.139837719,98.46873966,7.560052679,0.995988074
2096,143.7804878,15.37804878,1.061330455,1.078304739,0.140840849,97.02092472,7.547668626,0.997523096
2097,143.8490854,15.38490854,1.060064163,1.083186134,0.140500005,98.19250734,7.55410209,0.996522819
2098,143.9176829,15.39176829,1.056999335,1.088279959,0.14006207,97.03277083,7.553594112,0.995879214
2099,143.9862805,15.39862805,1.058021524,1.083379094,0.139218994,99.47886092,7.607122598,0.994673162
2100,144.054878,15.4054878,1.060546481,1.080177074,0.139768975,98.63270852,7.596420534,0.99544322
2101,144.1234756,15.41234756,1.058370469,1.089335288,0.139012007,100.379798,7.625372833,0.995371776
2102,144.1920732,15.41920732,1.061698667,1.088630326,0.138638571,98.1061186,7.676415613,0.996032662
2103,144.2606707,15.42606707,1.062304914,1.09072262,0.135995998,98.50891729,7.846916722,0.995386515
2104,144.3292683,15.43292683,1.06270473,1.089359672,0.129907512,104.544739,7.676415613,0.995197456
2105,144.3978659,15.43978659,1.067348592,1.077886911,0.13796089,106.3332735,7.676415613,0.998041573
2106,144.4664634,15.44664634,1.064572653,1.083591607,0.13796089,99.00163491,7.676415613,0.997386717
2107,144.535061,15.4535061,1.060369649,1.087853178,0.13796089,99.00163491,7.689266574,0.998247954
2108,144.6036585,15.46036585,1.065563906,1.074121127,0.137160488,99.00163491,7.748628416,0.995563462
2109,144.6722561,15.46722561,1.065909136,1.077792471,0.121861536,99.47886092,8.832061022,0.998336384
2110,144.7408537,15.47408537,1.061529017,1.084835226,0.127088412,103.8995497,8.400378535,0.996039349
2111,144.8094512,15.48094512,1.064746482,1.094752419,0.134466821,99.00163491,7.936000255,0.993527561
2112,144.8780488,15.48780488,1.064666571,1.097597174,0.139897235,95.87818884,7.615761795,0.995083893
2113,144.9466463,15.49466463,1.060928031,1.091717055,0.142677325,93.33708412,7.439251869,0.995662638
2114,145.0152439,15.50152439,1.062995507,1.087292827,0.142126865,93.87253694,7.483933141,0.996738274
2115,145.0838415,15.50838415,1.061298401,1.091399054,0.140538531,96.66656027,7.555813382,0.996465719
2116,145.152439,15.5152439,1.062775152,1.093397502,0.138284973,97.56555803,7.689266574,0.995423374
2117,145.2210366,15.52210366,1.062146491,1.093425358,0.137160488,98.20801421,7.748628416,0.994336711
2118,145.2896341,15.52896341,1.062944847,1.09134914,0.134981465,101.1744244,7.879705152,0.993219911
2119,145.3582317,15.53582317,1.066874964,1.089327897,0.134796423,99.57458016,7.91953203,0.992243687
2120,145.4268293,15.54268293,1.064278191,1.094150962,0.134540525,102.0094031,7.914383173,0.994935772
2121,145.4954268,15.54954268,1.067542034,1.092540731,0.134877283,101.2531989,7.920545217,0.995700464
2122,145.5640244,15.55640244,1.065064788,1.094089885,0.135242705,99.504681,7.882830781,0.995575156
2123,145.632622,15.5632622,1.06492986,1.093640181,0.135072731,100.1107089,7.894606675,0.994740266
2124,145.7012195,15.57012195,1.065788327,1.089995594,0.135498639,99.35606827,7.877083601,0.994426024
2125,145.7698171,15.57698171,1.066109177,1.090135561,0.135002877,98.99099781,7.91003085,0.998664472
2126,145.8384146,15.58384146,1.061871279,1.088466104,0.13549431,97.05589504,7.851866937,0.995935478
2127,145.9070122,15.59070122,1.060799714,1.088334289,0.135771319,96.95394737,7.827103699,0.996695631
2128,145.9756098,15.59756098,1.061934323,1.087858102,0.136892332,95.87219411,7.76723491,0.996124753
2129,146.0442073,15.60442073,1.059105594,1.086426175,0.137511597,93.62486599,7.709635027,0.996655629
2130,146.1128049,15.61128049,1.060884376,1.083028739,0.137295162,94.49747947,7.73316518,0.998552989
2131,146.1814024,15.61814024,1.057663387,1.08442856,0.136389707,95.44810523,7.760243231,0.997241879
2132,146.25,15.625,1.053808581,1.081349336,0.134993004,96.5667369,7.815162574,0.997325951
2133,146.3185976,15.63185976,1.057588946,1.078711987,0.134444696,96.98004643,7.882530674,0.997663754
2134,146.3871951,15.63871951,1.055515105,1.079056903,0.133142322,99.04791715,7.951746418,0.996686272
2135,146.4557927,15.64557927,1.055827981,1.080030618,0.132440531,98.58197305,7.996713592,0.997206674
2136,146.5243902,15.65243902,1.056410086,1.078838097,0.131843262,100.6528691,8.032413952,0.997451302
2137,146.5929878,15.65929878,1.058268066,1.071139243,0.131422241,100.7141601,8.06532989,0.99699986
2138,146.6615854,15.66615854,1.056148387,1.074348569,0.13140016,101.1592009,8.045853669,0.997495701
2139,146.7301829,15.67301829,1.056982515,1.075420089,0.130854577,102.2912551,8.085803509,0.997287347
2140,146.7987805,15.67987805,1.053605333,1.076267083,0.131061574,101.5892234,8.048456292,0.997692889
2141,146.867378,15.6867378,1.058859396,1.073698476,0.130847001,101.5073582,8.10336649,0.997488448
2142,146.9359756,15.69359756,1.058653791,1.076003203,0.130357802,102.3267531,8.131534815,0.995409218
2143,147.0045732,15.70045732,1.056156232,1.080006851,0.129093332,103.930315,8.192438372,0.995591363
2144,147.0731707,15.70731707,1.058966877,1.075610136,0.127578149,105.1869508,8.316239826,0.996491205
2145,147.1417683,15.71417683,1.058621068,1.076467666,0.126285753,106.2976486,8.399198617,0.99699986
2146,147.2103659,15.72103659,1.059210802,1.076014874,0.125284059,105.3391863,8.473189539,0.996504056
2147,147.2789634,15.72789634,1.057631077,1.081207864,0.124886346,106.7660451,8.493682784,0.996292905
2148,147.347561,15.7347561,1.057983204,1.079853923,0.125389193,104.9790192,8.48207383,0.99699986
2149,147.4161585,15.74161585,1.0587977,1.075406238,0.12480451,107.6131691,8.552658627,0.997391433
2150,147.4847561,15.74847561,1.05704465,1.078492336,0.125032405,108.5438204,8.537777147,0.997271943
2151,147.5533537,15.75533537,1.057112544,1.075671641,0.126545307,107.0399754,8.45499071,0.994897981
2152,147.6219512,15.76219512,1.06110793,1.074227316,0.127076125,107.562367,8.462440745,0.996656215
2153,147.6905488,15.76905488,1.057606761,1.079847792,0.126816807,108.5442336,8.444843615,0.996819213
2154,147.7591463,15.77591463,1.058381665,1.077176452,0.124802836,109.375468,8.56738645,0.995664929
2155,147.8277439,15.78277439,1.057711367,1.076332527,0.120328428,114.745335,8.857932068,0.996938137
2156,147.8963415,15.78963415,1.058392928,1.069307953,0.116223208,117.5038373,9.170508992,0.99358734
2157,147.964939,15.7964939,1.058141087,1.064802347,0.113125331,121.3764169,9.434418624,0.998811114
2158,148.0335366,15.80335366,1.06486143,1.076014874,0.112218974,122.3860877,9.626253551,0.998295294
2159,148.1021341,15.81021341,1.063283999,1.067184514,0.11323486,122.6326086,9.61320201,0.9977328
2160,148.1707317,15.81707317,1.064520723,1.072838418,0.115088128,121.0564024,9.536924539,0.997833295
2161,148.2393293,15.82393293,1.065300922,1.071054743,0.117364363,118.6676995,9.401403681,0.996576671
2162,148.3079268,15.83079268,1.062708983,1.075365643,0.118131669,117.0626311,9.338865711,0.998520274
2163,148.3765244,15.83765244,1.062158479,1.071509702,0.11895927,116.1800605,9.282532115,0.994536973
2164,148.445122,15.8445122,1.061163893,1.078528772,0.119131492,116.3833047,9.25997851,0.998780036
2165,148.5137195,15.85137195,1.061072313,1.080389563,0.119684079,116.9012772,9.187984705,0.997812317
2166,148.5823171,15.85823171,1.065720816,1.075383231,0.120533528,113.6639729,9.132441236,0.998302751
2167,148.6509146,15.86509146,1.059184207,1.080718908,0.121083678,112.7752582,9.001193293,0.99828393
2168,148.7195122,15.87195122,1.060858136,1.071770515,0.121468208,113.1897919,8.978706375,0.995008738
2169,148.7881098,15.87881098,1.056868036,1.083527493,0.122131813,110.2545899,8.871363532,0.997466149
2170,148.8567073,15.88567073,1.058223071,1.07980167,0.122154704,111.2477448,8.84865767,0.996311444
2171,148.9253049,15.89253049,1.060898406,1.078808354,0.122207917,109.8691233,8.827733663,0.997784104
2172,148.9939024,15.89939024,1.057755959,1.082139415,0.121787346,109.815717,8.780000317,0.998915734
2173,149.0625,15.90625,1.054087672,1.082047536,0.120005831,110.2637926,8.866325094,0.997584327
2174,149.1310976,15.91310976,1.059452482,1.07722754,0.119205812,114.2258261,8.972768214,1.000142927
2175,149.1996951,15.91996951,1.061672395,1.071573556,0.120891201,112.4645692,8.863377794,0.998452335
2176,149.2682927,15.92682927,1.060330047,1.073741746,0.122107927,112.4334558,8.755831788,0.996432881
2177,149.3368902,15.93368902,1.062625687,1.076131346,0.124355955,109.457909,8.604325087,0.995519652
2178,149.4054878,15.94054878,1.060254564,1.081519452,0.125058464,109.4510393,8.521322427,0.99489482
2179,149.4740854,15.94740854,1.057343518,1.078528845,0.124643706,108.0690685,8.521139329,0.996649923
2180,149.5426829,15.95426829,1.055334016,1.080290798,0.122560097,111.7282198,8.655617983,1.000864348
2181,149.6112805,15.96112805,1.055204672,1.075266114,0.120639328,111.8040463,8.794858294,0.998998803
2182,149.679878,15.9679878,1.052056341,1.078500657,0.117655758,116.0653965,8.978523001,0.999891974
2183,149.7484756,15.97484756,1.054823793,1.073069469,0.115580595,118.3208488,9.149761584,1.000645617
2184,149.8170732,15.98170732,1.053638849,1.075383327,0.114218103,117.802431,9.235165842,0.999500426
2185,149.8856707,15.98856707,1.056617835,1.075781485,0.11276887,118.8371105,9.380464738,0.995632486
2186,149.9542683,15.99542683,1.057705468,1.077509349,0.112543907,120.0493078,9.42483439,0.998884762
2187,150.0228659,16.00228659,1.06233624,1.079432596,0.112652203,120.1138507,9.478386079,1.000537324
2188,150.0914634,16.00914634,1.064132073,1.089794084,0.113849898,120.3967155,9.406515268,0.999659951
2189,150.160061,16.0160061,1.063708924,1.088793264,0.11388055,120.4358642,9.401232881,1.000521603
2190,150.2286585,16.02286585,1.065079155,1.083879409,0.112023079,122.4751872,9.566589709,0.999159519
2191,150.2972561,16.02972561,1.05968658,1.078500908,0.109395837,125.20315,9.742833522,0.999035084
2192,150.3658537,16.03658537,1.059689877,1.069891167,0.106787616,127.7947423,9.995083424,0.998732862
2193,150.4344512,16.04344512,1.058822344,1.075415112,0.105738445,130.7635948,10.10757868,0.999372695
2194,150.5030488,16.05030488,1.056736665,1.071818963,0.105718104,130.4115067,10.10952251,1.000010637
2195,150.5716463,16.05716463,1.060328029,1.06303052,0.105266847,131.5168472,10.1766151,0.999372695
2196,150.6402439,16.06402439,1.058809155,1.071637764,0.104673323,130.5859374,10.21255362,0.999381836
2197,150.7088415,16.07088415,1.062810661,1.060990291,0.104281529,129.1603909,10.31085174,0.999381836
2198,150.777439,16.0777439,1.063139848,1.053462319,0.102638258,132.230281,10.54113259,0.996724052
2199,150.8460366,16.08460366,1.05724577,1.058329741,0.102385585,132.5828003,10.54842148,1.000498833
2200,150.9146341,16.09146341,1.056297858,1.057635013,0.102359031,133.8770672,10.5509868,0.999921347
2201,150.9832317,16.09832317,1.059339985,1.052399957,0.102224462,133.5429863,10.57117547,1.000054711
2202,151.0518293,16.10518293,1.055633305,1.058551146,0.101802885,133.4213673,10.52118544,0.999399497
2203,151.1204268,16.11204268,1.052737731,1.055733509,0.101667993,130.3719315,10.49809297,0.999773912
2204,151.1890244,16.11890244,1.058568385,1.048855214,0.101110343,132.6702714,10.59695208,1.000750754
2205,151.257622,16.1257622,1.05675451,1.053057723,0.100808463,131.6264194,10.59389105,0.997058253
2206,151.3262195,16.13262195,1.056858441,1.055725051,0.099963544,136.4381241,10.69022232,0.999370165
2207,151.3948171,16.13948171,1.053272538,1.059786763,0.100341081,135.5041478,10.62487359,0.997202139
2208,151.4634146,16.14634146,1.058142192,1.049067979,0.100077028,136.6572805,10.72338149,0.996310601
2209,151.5320122,16.15320122,1.056667585,1.053653175,0.099417468,137.6189405,10.80059033,0.995786902
