L15_H16_MAD_Hampel,Sediment_Y_mm,strat_depth_Y_mm,R570R630,RABD660670,R660R670,RMean,RABD660670RMean
2987,204.9009146,204.9009146,1.019412941,1.018670606,1.016149299,0.083804939,13.58162135
2988,204.9695122,204.9695122,1.039981183,1.017911277,1.014695867,0.081357143,13.88113353
2989,205.0381098,205.0381098,1.032719654,1.010587905,1.028078148,0.077691816,14.36564107
2990,205.1067073,205.1067073,1.053797996,1.015856263,1.018582414,0.075889215,14.7028301
2991,205.1753049,205.1753049,1.05845506,1.006184589,1.021225597,0.074468927,14.81842044
2992,205.2439024,205.2439024,1.050824759,1.020054305,1.013257851,0.07428309,15.09432603
2993,205.3125,205.3125,1.063492565,1.008822336,1.022367596,0.07298953,14.86425689
2994,205.3810976,205.3810976,1.045819238,1.013429424,1.017915859,0.070801403,15.11093687
2995,205.4496951,205.4496951,1.057284679,1.016507027,1.018040095,0.068516893,15.34872612
2996,205.5182927,205.5182927,1.062688412,1.011874679,1.017614772,0.067512277,15.42849562
2997,205.5868902,205.5868902,1.066748845,1.010471501,1.020211099,0.067274347,15.58603533
2998,205.6554878,205.6554878,1.073938372,1.011878262,1.015072584,0.069119027,15.35838036
2999,205.7240854,205.7240854,1.049161726,1.006629463,1.024268958,0.06961221,15.21642016
3000,205.7926829,205.7926829,1.049933971,1.016854274,1.013503551,0.0694056,15.57583051
3001,205.8612805,205.8612805,1.058460863,1.017237269,1.01572147,0.069607622,15.56724359
3002,205.929878,205.929878,1.050705046,1.020668327,1.012106976,0.069290088,15.9395506
3003,205.9984756,205.9984756,1.07705314,1.020986022,1.00978832,0.069048568,16.27919929
3004,206.0670732,206.0670732,1.06157477,1.010481774,1.01918772,0.068576931,16.31118871
3005,206.1356707,206.1356707,1.072668189,1.013645072,1.019794869,0.068405373,16.09178498
3006,206.2042683,206.2042683,1.053113182,1.002745417,1.028639683,0.067808098,15.77057517
3007,206.2728659,206.2728659,1.074573687,1.019385316,1.012136551,0.067858722,16.00426512
3008,206.3414634,206.3414634,1.065510796,1.004573239,1.026138587,0.068674122,15.59247449
3009,206.410061,206.410061,1.06187077,1.017368031,1.010266995,0.071092807,15.26971205
3010,206.4786585,206.4786585,1.047268902,1.021284583,1.010475235,0.073055371,14.86355894
3011,206.5472561,206.5472561,1.047106356,1.018095928,1.016884187,0.074962053,14.30824088
3012,206.6158537,206.6158537,1.029574955,1.019212233,1.012612584,0.076399526,13.90754852
3013,206.6844512,206.6844512,1.014961669,1.027042047,1.01049996,0.07815352,13.62019282
3014,206.7530488,206.7530488,1.004422892,1.016665293,1.023677526,0.079582655,13.16067143
3015,206.8216463,206.8216463,0.995330398,1.022727913,1.017613436,0.082073295,12.78517302
3016,206.8902439,206.8902439,0.986354258,1.02472831,1.014470069,0.083944027,12.46642004
3017,206.9588415,206.9588415,1.009842484,1.024187801,1.01485645,0.084404481,12.35517683
3018,207.027439,207.027439,1.005507975,1.017757808,1.016468271,0.085248537,12.12488587
3019,207.0960366,207.0960366,1.008398418,1.018819172,1.009616776,0.086638217,11.92122119
3020,207.1646341,207.1646341,1.00372741,1.024933662,1.004982589,0.088148801,11.77812192
3021,207.2332317,207.2332317,0.992769139,1.023417965,1.014267348,0.090324399,11.4674889
3022,207.3018293,207.3018293,1.000976368,1.016970991,1.018612541,0.092417109,11.13550303
3023,207.3704268,207.3704268,0.993046338,1.02584594,1.008052414,0.092774422,11.18938011
3024,207.4390244,207.4390244,0.975944848,1.021891125,1.012731022,0.092772352,11.13829833
3025,207.507622,207.507622,0.985764753,1.018383291,1.014908159,0.093472051,11.02157931
3026,207.5762195,207.5762195,0.987685413,1.023854805,1.011468926,0.093432689,11.12858031
3027,207.6448171,207.6448171,0.977887997,1.017009859,1.021003129,0.0941282,11.00018781
3028,207.7134146,207.7134146,0.970767253,1.019662178,1.019271887,0.09447797,11.02803296
3029,207.7820122,207.7820122,0.977295761,1.017097134,1.021958252,0.094428792,11.02604229
3030,207.8506098,207.8506098,0.968438867,1.018867517,1.020354405,0.094277568,11.04981612
3031,207.9192073,207.9192073,0.981650641,1.019601693,1.016568813,0.093929686,11.04749967
3032,207.9878049,207.9878049,0.97645021,1.020464615,1.01612678,0.09368095,11.05864748
3033,208.0564024,208.0564024,0.970645779,1.020999467,1.018627862,0.091761424,11.26674065
3034,208.125,208.125,0.981804014,1.019791985,1.015897883,0.088598919,11.64893684
3035,208.1935976,208.1935976,0.987310681,1.015915888,1.01920748,0.093432689,12.11862315
3036,208.2621951,208.2621951,1.001188963,1.019370584,1.012407889,0.093432689,11.12858031
3037,208.3307927,208.3307927,0.97645021,1.013661147,1.017617455,0.093432689,12.09163549
3038,208.3993902,208.3993902,1.002454205,1.022046976,1.013877749,0.086726043,11.96748804
3039,208.4679878,208.4679878,0.98211958,1.019331335,1.017951523,0.090599729,11.46707378
3040,208.5365854,208.5365854,0.983384469,1.022206362,1.013297592,0.092310079,11.23341776
3041,208.6051829,208.6051829,0.970416607,1.022112198,1.013675504,0.093931503,10.97318918
3042,208.6737805,208.6737805,0.975754308,1.024407355,1.012443549,0.094882132,10.84896315
3043,208.742378,208.742378,0.966107869,1.023660492,1.016270681,0.095827145,10.73024313
3044,208.8109756,208.8109756,0.970478883,1.021918292,1.014662863,0.096414205,10.65928647
3045,208.8795732,208.8795732,0.967313633,1.020363639,1.020141386,0.097501423,10.54507889
3046,208.9481707,208.9481707,0.963877513,1.024127357,1.015008386,0.0970018,10.6845409
3047,209.0167683,209.0167683,0.965860961,1.022877199,1.011609958,0.095382081,10.89772551
3048,209.0853659,209.0853659,0.969364101,1.024704552,1.008784225,0.091596882,11.436111
3049,209.1539634,209.1539634,0.972410452,1.023085911,1.011731073,0.089176063,11.75176187
3050,209.222561,209.222561,0.975489173,1.011519353,1.020630275,0.088210633,11.77555563
3051,209.2911585,209.2911585,0.987859788,1.019807524,1.017107523,0.086166063,12.21615407
3052,209.3597561,209.3597561,0.992426555,1.017316328,1.016604149,0.085316356,12.35535686
3053,209.4283537,209.4283537,0.995277283,1.013086057,1.021479938,0.084382398,12.47544019
3054,209.4969512,209.4969512,0.99628201,1.018949845,1.015345849,0.084645254,12.50084163
3055,209.5655488,209.5655488,1.010438643,1.012776618,1.017213771,0.085100024,12.29938124
3056,209.6341463,209.6341463,0.992020212,1.015731864,1.019546813,0.085387093,12.22047054
3057,209.7027439,209.7027439,0.99937372,1.019648956,1.011602572,0.085633312,12.13346112
3058,209.7713415,209.7713415,0.985699235,1.016787745,1.016607182,0.087728542,11.70883983
3059,209.839939,209.839939,0.976897782,1.020243526,1.010149026,0.089438709,11.52155036
3060,209.9085366,209.9085366,0.994686562,1.019326527,1.015796814,0.092911096,11.10314155
3061,209.9771341,209.9771341,0.984062129,1.020359409,1.016485712,0.09480355,10.92176181
3062,210.0457317,210.0457317,0.972741782,1.020452061,1.018156768,0.095971085,10.79729526
3063,210.1143293,210.1143293,0.984799266,1.015163679,1.02038359,0.09751525,10.60184465
3064,210.1829268,210.1829268,0.975798943,1.02036036,1.014546024,0.099607847,10.44858097
3065,210.2515244,210.2515244,0.966865696,1.018911663,1.015552209,0.101264307,10.23579299
3066,210.320122,210.320122,0.978581199,1.020042421,1.015104732,0.103247408,10.01638765
3067,210.3887195,210.3887195,0.95739293,1.020859692,1.016377739,0.105434896,9.784121721
3068,210.4573171,210.4573171,0.957853698,1.016749891,1.017969899,0.107562794,9.524100957
3069,210.5259146,210.5259146,0.961207332,1.019134846,1.020307911,0.109932949,9.322724481
3070,210.5945122,210.5945122,0.956662822,1.022400023,1.013593517,0.110426431,9.298616194
3071,210.6631098,210.6631098,0.944922343,1.022774717,1.018527984,0.110606376,9.28162684
3072,210.7317073,210.7317073,0.949681097,1.021985738,1.018274677,0.111081964,9.230054748
3073,210.8003049,210.8003049,0.945094934,1.019159719,1.017306353,0.111628167,9.153253386
3074,210.8689024,210.8689024,0.953206512,1.021135189,1.017929849,0.112312551,9.11446166
3075,210.9375,210.9375,0.95176258,1.021093033,1.014117224,0.114169497,8.970496378
3076,211.0060976,211.0060976,0.9479026,1.022465642,1.016772901,0.115083993,8.914998131
3077,211.0746951,211.0746951,0.956237175,1.021608847,1.016858266,0.116213195,8.824035437
3078,211.1432927,211.1432927,0.951306146,1.019689569,1.021860345,0.116510222,8.782929221
3079,211.2118902,211.2118902,0.945917768,1.020017236,1.021499918,0.116542832,8.788873434
3080,211.2804878,211.2804878,0.945339215,1.020602288,1.018935474,0.115728808,8.86137817
3081,211.3490854,211.3490854,0.952528669,1.020163565,1.018221235,0.115124194,8.917569691
3082,211.4176829,211.4176829,0.959969426,1.019458156,1.01453627,0.115580636,8.885543823
3083,211.4862805,211.4862805,0.95965733,1.021843953,1.014452698,0.115012345,8.963630607
3084,211.554878,211.554878,0.955626069,1.018721575,1.018032805,0.114215941,9.012089099
3085,211.6234756,211.6234756,0.954934256,1.022571722,1.015888635,0.114895417,8.985358915
3086,211.6920732,211.6920732,0.958348543,1.01938546,1.016225918,0.114571464,8.969250433
3087,211.7606707,211.7606707,0.959237775,1.018507626,1.019315836,0.114398905,8.970367332
3088,211.8292683,211.8292683,0.961322816,1.022863653,1.014042723,0.114813062,8.985103653
3089,211.8978659,211.8978659,0.965216629,1.024225142,1.012431028,0.114871257,8.988767193
3090,211.9664634,211.9664634,0.960511884,1.021353701,1.01336205,0.116013738,8.865645509
3091,212.035061,212.035061,0.951657785,1.021745405,1.018300915,0.117171784,8.783795818
3092,212.1036585,212.1036585,0.948561068,1.01984293,1.021035135,0.117887532,8.724034763
3093,212.1722561,212.1722561,0.954422803,1.023216477,1.015254253,0.115083545,8.7322814
3094,212.2408537,212.2408537,0.953589769,1.019498979,1.012897189,0.117965294,8.735285928
3095,212.3094512,212.3094512,0.95339404,1.018190234,1.017421967,0.117336179,8.770596627
3096,212.3780488,212.3780488,0.962603352,1.019348471,1.013073614,0.116942473,8.802316512
3097,212.4466463,212.4466463,0.961715661,1.018566365,1.014295119,0.116530397,8.826920586
3098,212.5152439,212.5152439,0.962023528,1.025387426,1.008544262,0.115082513,8.99614268
3099,212.5838415,212.5838415,0.969889546,1.024655966,1.011534346,0.114376024,9.043585646
3100,212.652439,212.652439,0.962369096,1.024747169,1.012387694,0.11439973,9.03172959
3101,212.7210366,212.7210366,0.966524623,1.021409749,1.013689728,0.114773826,8.954428727
3102,212.7896341,212.7896341,0.963604451,1.01911315,1.017825725,0.115942096,8.828194172
3103,212.8582317,212.8582317,0.963365525,1.018811904,1.016755465,0.115101446,8.899032716
3104,212.9268293,212.9268293,0.955736583,1.018884667,1.014653297,0.115083545,8.931597394
3105,212.9954268,212.9954268,0.960070147,1.020390972,1.015206886,0.11443401,9.044359807
3106,213.0640244,213.0640244,0.959050852,1.021724612,1.015508887,0.113300542,9.190338535
3107,213.132622,213.132622,0.962002509,1.020912241,1.016179391,0.111973387,9.289947471
3108,213.2012195,213.2012195,0.955944926,1.025231978,1.009436228,0.11140983,9.349358528
3109,213.2698171,213.2698171,0.9688061,1.019546861,1.015541338,0.111658984,9.252994061
3110,213.3384146,213.3384146,0.957257608,1.017506945,1.017588296,0.11249283,9.142099926
3111,213.4070122,213.4070122,0.955875027,1.020604839,1.014028027,0.11274973,9.141720356
3112,213.4756098,213.4756098,0.955397396,1.020875474,1.014921029,0.113153187,9.117518809
3113,213.5442073,213.5442073,0.963119081,1.016224636,1.020489966,0.113313354,9.07929472
3114,213.6128049,213.6128049,0.953878832,1.023496591,1.013485162,0.112323948,9.247439015
3115,213.6814024,213.6814024,0.958509704,1.02320456,1.013069223,0.112554132,9.258998632
3116,213.75,213.75,0.960320833,1.0208232,1.01308089,0.111515523,9.350151331
3117,213.8185976,213.8185976,0.95907993,1.01547581,1.02258375,0.110334263,9.409382013
3118,213.8871951,213.8871951,0.966947735,1.021512499,1.015016035,0.109960625,9.50349337
3119,213.9557927,213.9557927,0.968817377,1.020881716,1.013527932,0.109639241,9.504301617
3120,214.0243902,214.0243902,0.967424843,1.018233897,1.018801628,0.109128468,9.504953992
3121,214.0929878,214.0929878,0.964969301,1.022795479,1.011743676,0.109207731,9.52431062
3122,214.1615854,214.1615854,0.973579694,1.017582146,1.019555767,0.109754832,9.421371983
3123,214.2301829,214.2301829,0.966863037,1.019792283,1.014230023,0.11083865,9.340556429
3124,214.2987805,214.2987805,0.968537705,1.017846704,1.016719313,0.110390112,9.363809886
3125,214.367378,214.367378,0.960444136,1.020963552,1.015814256,0.110254409,9.421730441
3126,214.4359756,214.4359756,0.955481734,1.019603062,1.016105521,0.109139217,9.520964715
3127,214.5045732,214.5045732,0.953031751,1.023758408,1.011985895,0.108003736,9.672039978
3128,214.5731707,214.5731707,0.954768166,1.018497923,1.018264421,0.106943447,9.700244511
3129,214.6417683,214.6417683,0.97748671,1.01653275,1.020558769,0.106797419,9.657510465
3130,214.7103659,214.7103659,0.961714122,1.021507339,1.013264979,0.107115673,9.642787149
3131,214.7789634,214.7789634,0.965596575,1.021368161,1.012144284,0.107619122,9.587148282
3132,214.847561,214.847561,0.957833115,1.020860311,1.015958938,0.106529997,9.681616845
3133,214.9161585,214.9161585,0.9547655,1.018532575,1.012446845,0.106183475,9.696881325
3134,214.9847561,214.9847561,0.971389883,1.022501822,1.011625344,0.106467866,9.707329365
3135,215.0533537,215.0533537,0.955489387,1.024531752,1.012877541,0.10623456,9.745547802
3136,215.1219512,215.1219512,0.958230711,1.017996148,1.01895788,0.105705504,9.72368368
3137,215.1905488,215.1905488,0.956376425,1.021016145,1.015350194,0.104857451,9.831363432
3138,215.2591463,215.2591463,0.967724491,1.02229586,1.011050037,0.104014319,9.912955269
3139,215.3277439,215.3277439,0.962113427,1.019593612,1.014206124,0.102925245,9.991202893
3140,215.3963415,215.3963415,0.978224185,1.023538513,1.009689558,0.101660126,10.16940943
3141,215.464939,215.464939,0.974000301,1.019646701,1.011908102,0.100553539,10.28299472
3142,215.5335366,215.5335366,0.984678622,1.022514949,1.011628928,0.101099077,10.28132449
3143,215.6021341,215.6021341,0.969853345,1.018741763,1.016719977,0.100942318,10.26648309
3144,215.6707317,215.6707317,0.968801601,1.019625852,1.020069913,0.10214448,10.12075284
3145,215.7393293,215.7393293,0.95991181,1.024851524,1.0126743,0.101930993,10.14020606
3146,215.8079268,215.8079268,0.961796564,1.021203955,1.015814656,0.101808786,10.09687038
3147,215.8765244,215.8765244,0.963681162,1.025058119,1.011074614,0.101173282,10.22022293
3148,215.945122,215.945122,0.968067062,1.018783167,1.017151052,0.100330457,10.29334322
3149,216.0137195,216.0137195,0.982356816,1.016029953,1.015298242,0.09978769,10.35703111
3150,216.0823171,216.0823171,0.978597315,1.022643104,1.01304403,0.099930371,10.40303673
3151,216.1509146,216.1509146,0.973478986,1.018211162,1.018506782,0.101247706,10.1877709
3152,216.2195122,216.2195122,0.959102879,1.019427595,1.01763067,0.103216477,9.980259634
3153,216.2881098,216.2881098,0.958006067,1.020010168,1.0162533,0.104802063,9.814539325
3154,216.3567073,216.3567073,0.951835281,1.022095109,1.017585885,0.105285356,9.780549803
3155,216.4253049,216.4253049,0.967740418,1.022372028,1.014323316,0.105401402,9.769248101
3156,216.4939024,216.4939024,0.960932482,1.018443695,1.020770264,0.105376843,9.734696757
3157,216.5625,216.5625,0.958838186,1.023905232,1.016748483,0.105544025,9.781751786
3158,216.6310976,216.6310976,0.970954041,1.018471804,1.018733431,0.106464768,9.653471508
3159,216.6996951,216.6996951,0.95573431,1.023586969,1.016853345,0.106371771,9.717465131
3160,216.7682927,216.7682927,0.967072966,1.021249469,1.016992778,0.10584731,9.747704906
3161,216.8368902,216.8368902,0.96497046,1.018829884,1.015350016,0.103636902,9.944376438
3162,216.9054878,216.9054878,0.972091419,1.017509758,1.016246662,0.103701008,9.937165983
3163,216.9740854,216.9740854,0.973718833,1.01858361,1.013758135,0.104270658,9.893945825
3164,217.0426829,217.0426829,0.966019096,1.01991976,1.01565623,0.104801805,9.849329718
3165,217.1112805,217.1112805,0.949401613,1.018222103,1.017818315,0.105554502,9.760409586
3166,217.179878,217.179878,0.962768796,1.021596402,1.017699817,0.106619083,9.698423586
3167,217.2484756,217.2484756,0.957257835,1.025022431,1.014441089,0.105961921,9.80361797
3168,217.3170732,217.3170732,0.967766097,1.018386465,1.016808907,0.105879446,9.754511895
3169,217.3856707,217.3856707,0.972486609,1.019957626,1.01882657,0.105934473,9.769491488
3170,217.4542683,217.4542683,0.957315525,1.018630539,1.019313128,0.105373134,9.817617309
3171,217.5228659,217.5228659,0.960564015,1.019000705,1.017415432,0.105823044,9.78299164
3172,217.5914634,217.5914634,0.962407399,1.02423097,1.012415749,0.105601067,9.872092078
3173,217.660061,217.660061,0.963846838,1.019075859,1.018038624,0.105303778,9.860111337
3174,217.7286585,217.7286585,0.96772994,1.021015043,1.016815064,0.104987497,9.917024674
3175,217.7972561,217.7972561,0.965540674,1.019416702,1.017420353,0.10311881,10.09563604
3176,217.8658537,217.8658537,0.963616262,1.024626569,1.011141366,0.100518157,10.45679366
3177,217.9344512,217.9344512,0.976074497,1.023261349,1.013072532,0.09656489,11.05545875
3178,218.0030488,218.0030488,0.981210415,1.019890976,1.010542621,0.093768182,11.54957211
3179,218.0716463,218.0716463,0.997412563,1.016691048,1.009568224,0.093167152,11.70914627
3180,218.1402439,218.1402439,1.011199646,1.016448444,1.016176691,0.09365237,11.61940572
3181,218.2088415,218.2088415,0.996457671,1.015967578,1.015437602,0.095025606,11.37025865
3182,218.277439,218.277439,0.988270825,1.019075859,1.022873631,0.096057492,11.04730222
3183,218.3460366,218.3460366,0.98442212,1.018776556,1.017409629,0.097084985,10.91401119
3184,218.4146341,218.4146341,0.974181346,1.020761409,1.014928388,0.096471678,10.93890996
3185,218.4832317,218.4832317,0.986826246,1.024406267,1.005867366,0.096318181,10.99853083
3186,218.5518293,218.5518293,0.998771084,1.017754435,1.011877432,0.096095232,10.97931877
3187,218.6204268,218.6204268,0.985547018,1.016390394,1.016691175,0.097193373,10.85794802
3188,218.6890244,218.6890244,0.989143275,1.017421465,1.014683255,0.098075642,10.76544536
3189,218.757622,218.757622,1.006336644,1.019773616,1.011072959,0.098824967,10.67087508
3190,218.8262195,218.8262195,0.977980842,1.015841735,1.017745798,0.099170583,10.57483873
3191,218.8948171,218.8948171,0.974590703,1.019580153,1.012800224,0.100885485,10.40743785
3192,218.9634146,218.9634146,0.967946779,1.022885987,1.012038142,0.103101622,10.22512876
3193,219.0320122,219.0320122,0.974333494,1.026270574,1.006037229,0.10587167,10.0179193
3194,219.1006098,219.1006098,0.967214407,1.018583106,1.016904563,0.108173248,9.728358369
3195,219.1692073,219.1692073,0.962202908,1.018815191,1.01795805,0.109743811,9.589237136
3196,219.2378049,219.2378049,0.964150058,1.025375984,1.010397782,0.111662898,9.457197989
3197,219.3064024,219.3064024,0.952050323,1.019609114,1.01464777,0.113052594,9.243036532
3198,219.375,219.375,0.959174212,1.01813642,1.020420874,0.112872567,9.206269049
3199,219.4435976,219.4435976,0.960123173,1.019035704,1.017235491,0.113929542,9.0900811
3200,219.5121951,219.5121951,0.952989596,1.02140093,1.015010437,0.114933113,9.006293881
3201,219.5807927,219.5807927,0.959786111,1.024002028,1.006652473,0.115854986,8.944167176
3202,219.6493902,219.6493902,0.954107288,1.02127323,1.013056567,0.115758927,8.925498824
3203,219.7179878,219.7179878,0.957861941,1.022905966,1.010117386,0.115100196,9.006590166
3204,219.7865854,219.7865854,0.96015185,1.019226604,1.014122739,0.114811584,9.006088688
3205,219.8551829,219.8551829,0.959596574,1.020812186,1.01298183,0.114871353,9.023280305
3206,219.9237805,219.9237805,0.958384191,1.020218716,1.014258517,0.113989029,9.083561405
3207,219.992378,219.992378,0.951288837,1.020707934,1.01315261,0.113680427,9.122954538
3208,220.0609756,220.0609756,0.958451696,1.022003722,1.011966117,0.111777406,9.313527269
3209,220.1295732,220.1295732,0.959758004,1.021456538,1.012048683,0.110277254,9.465915811
3210,220.1981707,220.1981707,0.966751224,1.018323487,1.016798376,0.109101839,9.563382218
3211,220.2667683,220.2667683,0.964285362,1.0196094,1.01275887,0.108807002,9.59500795
3212,220.3353659,220.3353659,0.968498149,1.018848652,1.018929769,0.109145344,9.525423388
3213,220.4039634,220.4039634,0.965033443,1.022211089,1.012897661,0.10936544,9.530360752
3214,220.472561,220.472561,0.970025504,1.01808246,1.014983149,0.110549406,9.367674112
3215,220.5411585,220.5411585,0.959371217,1.017074404,1.017744604,0.111051843,9.305202207
3216,220.6097561,220.6097561,0.963978435,1.022176027,1.013460674,0.111954314,9.266530898
3217,220.6783537,220.6783537,0.962767394,1.020282282,1.014577607,0.11144166,9.282275738
3218,220.7469512,220.7469512,0.963034285,1.022205895,1.015936689,0.111200155,9.313679441
3219,220.8155488,220.8155488,0.965986823,1.018457091,1.013137002,0.110261398,9.336835192
3220,220.8841463,220.8841463,0.972081483,1.022271937,1.011128404,0.109115867,9.451542024
3221,220.9527439,220.9527439,0.963119489,1.019720856,1.014958871,0.107559036,9.56451406
3222,221.0213415,221.0213415,0.968770097,1.021989799,1.008987378,0.106597428,9.680044082
3223,221.089939,221.089939,0.968501689,1.021544289,1.014336559,0.107036997,9.63708733
3224,221.1585366,221.1585366,0.955377421,1.02140988,1.014628625,0.109201533,9.435763782
3225,221.2271341,221.2271341,0.955860034,1.020700077,1.014792476,0.11043866,9.255683668
3226,221.2957317,221.2957317,0.960959295,1.025278746,1.009943909,0.111238123,9.300667747
3227,221.3643293,221.3643293,0.975011134,1.020700077,1.01653062,0.110736972,9.314076831
3228,221.4329268,221.4329268,0.969878281,1.024145184,1.010724944,0.10875736,9.517485726
3229,221.5015244,221.5015244,0.984377613,1.019262789,1.018403739,0.108592631,9.474089499
3230,221.570122,221.570122,0.9701691,1.024279082,1.010503567,0.109142789,9.449317647
3231,221.6387195,221.6387195,0.970898669,1.019343263,1.021959702,0.110940941,9.240585319
3232,221.7073171,221.7073171,0.965359382,1.020055302,1.017509216,0.112218994,9.146735545
3233,221.7759146,221.7759146,0.961174677,1.021771484,1.016984118,0.113203285,9.092743897
3234,221.8445122,221.8445122,0.977455351,1.021349558,1.015392241,0.113280284,9.095691604
3235,221.9131098,221.9131098,0.971747693,1.023135393,1.013051693,0.112526957,9.173269864
3236,221.9817073,221.9817073,0.965964639,1.020684424,1.015408235,0.111829921,9.202697508
3237,222.0503049,222.0503049,0.978725664,1.021113928,1.012164897,0.111260156,9.248301398
3238,222.1189024,222.1189024,0.980368483,1.019083621,1.014989936,0.111379648,9.214803819
3239,222.1875,222.1875,0.974381523,1.016305223,1.014792476,0.11033823,9.27196152
3240,222.2560976,222.2560976,0.972969801,1.018943151,1.016199014,0.110882952,9.25225867
3241,222.3246951,222.3246951,0.972779616,1.021697578,1.010971043,0.111463871,9.246913133
3242,222.3932927,222.3932927,0.974877834,1.019973447,1.015250228,0.11179456,9.225165698
3243,222.4618902,222.4618902,0.968506788,1.018773692,1.017424649,0.11176404,9.245340563
3244,222.5304878,222.5304878,0.970597686,1.020834207,1.014367088,0.112122334,9.267336653
3245,222.5990854,222.5990854,0.967321493,1.020199361,1.012200353,0.11133327,9.373203055
3246,222.6676829,222.6676829,0.982116267,1.020289816,1.011714309,0.111529168,9.386664575
3247,222.7362805,222.7362805,0.983805406,1.017722427,1.012186025,0.11112008,9.423126697
3248,222.804878,222.804878,0.981183144,1.018835486,1.013791686,0.111186092,9.378554444
3249,222.8734756,222.8734756,0.971598238,1.022524376,1.013917486,0.112238101,9.254730355
3250,222.9420732,222.9420732,0.973071831,1.020966665,1.019074703,0.114076492,9.031163254
3251,223.0106707,223.0106707,0.974020865,1.019887274,1.017325548,0.114734779,8.947394156
3252,223.0792683,223.0792683,0.966876026,1.021121261,1.013158789,0.115834814,8.860766765
3253,223.1478659,223.1478659,0.963241997,1.021245643,1.017190015,0.117330971,8.741148603
3254,223.2164634,223.2164634,0.971200778,1.017822739,1.018532786,0.118343583,8.629230991
3255,223.285061,223.285061,0.96666086,1.019520446,1.018685859,0.118674565,8.614773035
3256,223.3536585,223.3536585,0.955972111,1.020305085,1.01310576,0.118307063,8.693008969
3257,223.4222561,223.4222561,0.96635488,1.019954426,1.018524612,0.117215397,8.737509304
3258,223.4908537,223.4908537,0.970258671,1.022672098,1.016707927,0.115708955,8.881515657
3259,223.5594512,223.5594512,0.970867089,1.02056217,1.017829772,0.115466831,8.889190828
3260,223.6280488,223.6280488,0.977759117,1.023975401,1.012348009,0.114749405,8.981795803
3261,223.6966463,223.6966463,0.97409558,1.023370866,1.014383801,0.114981084,8.958276895
3262,223.7652439,223.7652439,0.973205034,1.019332828,1.018385171,0.11398552,9.011139993
3263,223.8338415,223.8338415,0.971961419,1.022263384,1.015783102,0.113627657,9.075646493
3264,223.902439,223.902439,0.967950987,1.017799272,1.016839149,0.112458867,9.137265813
3265,223.9710366,223.9710366,0.969420404,1.019056486,1.019055387,0.112592278,9.13286649
3266,224.0396341,224.0396341,0.968866228,1.021982643,1.016418007,0.112418015,9.16473494
3267,224.1082317,224.1082317,0.971200778,1.020305085,1.018145216,0.113401372,9.052640507
3268,224.1768293,224.1768293,0.974834309,1.019244199,1.022520178,0.114205943,8.976346408
3269,224.2454268,224.2454268,0.956895107,1.024814688,1.015362371,0.11462772,8.996481588
3270,224.3140244,224.3140244,0.957161418,1.020893197,1.020685039,0.113916621,9.023103514
3271,224.382622,224.382622,0.955905096,1.020872998,1.021724493,0.113105095,9.092028433
3272,224.4512195,224.4512195,0.969345172,1.020897141,1.020649544,0.111777089,9.193951161
3273,224.5198171,224.5198171,0.978697673,1.024327297,1.01688616,0.110659875,9.314171291
3274,224.5884146,224.5884146,0.972137714,1.020870189,1.021053234,0.109830354,9.363341531
3275,224.6570122,224.6570122,0.962066661,1.017436351,1.026667526,0.109161809,9.398324513
3276,224.7256098,224.7256098,0.970494404,1.02382837,1.023402449,0.109144709,9.462904753
3277,224.7942073,224.7942073,0.97892217,1.025256348,1.01839464,0.109799294,9.414431718
3278,224.8628049,224.8628049,0.982125541,1.022733946,1.024145645,0.109874496,9.388469658
3279,224.9314024,224.9314024,0.973197158,1.021618958,1.023661106,0.110810433,9.303165913
3280,225,225,0.984894121,1.024210017,1.022352006,0.111630367,9.26090815
3281,225.0685976,225.0685976,0.978868844,1.023855046,1.02287151,0.11186677,9.244292467
3282,225.1371951,225.1371951,0.976820995,1.022158655,1.025848528,0.11265978,9.169620191
3283,225.2057927,225.2057927,0.985910981,1.019293639,1.026148329,0.113405229,9.089087348
3284,225.2743902,225.2743902,0.984235901,1.024699232,1.021756573,0.113178044,9.160966635
3285,225.3429878,225.3429878,0.977618344,1.023245605,1.030657753,0.11373766,9.033278734
3286,225.4115854,225.4115854,0.981315531,1.021912461,1.024548902,0.114577647,9.032163051
3287,225.4801829,225.4801829,0.983610711,1.023495995,1.022073456,0.114883857,9.022010119
3288,225.5487805,225.5487805,0.977111908,1.026229987,1.02385349,0.115759411,8.973819756
3289,225.617378,225.617378,0.975964706,1.025227578,1.024818117,0.116478618,8.909463236
3290,225.6859756,225.6859756,0.971967309,1.027081796,1.022832559,0.115699008,8.987725096
3291,225.7545732,225.7545732,0.982745271,1.023052972,1.028913889,0.115272957,8.991047306
3292,225.8231707,225.8231707,0.984658363,1.024719057,1.025156667,0.112644462,9.23300214
3293,225.8917683,225.8917683,0.991850412,1.023245605,1.029290545,0.111463934,9.324638197
3294,225.9603659,225.9603659,0.991221172,1.026040508,1.022682154,0.111577191,9.316678401
3295,226.0289634,226.0289634,0.985506961,1.01717252,1.024818117,0.11164262,9.206804875
3296,226.097561,226.097561,0.982080591,1.021093014,1.029495924,0.111863911,9.20735826
3297,226.1661585,226.1661585,0.992310065,1.025482793,1.02348792,0.11238441,9.206877585
