55000,51454,993.9099557
54990,51445,993.9099557
54980,51435,992.9128864
54970,51425,991.915823
54960,51416,990.9187656
54950,51406,989.9217141
54940,51397,988.9246685
54930,51387,987.9276289
54920,51378,986.9305953
54910,51368,985.9335677
54900,51359,984.9365462
54890,51350,983.9395307
54880,51340,981.9455178
54870,51331,980.9485206
54860,51322,978.9545444
54850,51313,977.9575655
54840,51304,976.9605929
54830,51294,974.9666661
54820,51285,973.9697121
54810,51276,971.9758227
54800,51268,969.9819586
54790,51259,968.985036
54780,51250,966.9912099
54770,51241,964.9974093
54760,51232,964.0005187
54750,51224,962.0067567
54740,51215,960.0130207
54730,51206,958.0193109
54720,51198,957.0224658
54710,51189,955.0287954
54700,51181,953.0351515
54690,51173,951.0415343
54680,51164,949.047944
54670,51156,947.0543807
54660,51148,945.0608446
54650,51140,943.0673359
54640,51132,941.0738547
54630,51124,939.0804012
54620,51116,937.0869757
54610,51108,935.0935782
54600,51100,933.100209
54590,51092,931.1068682
54580,51084,929.113556
54570,51077,926.1236419
54560,51069,924.1304021
54550,51062,922.1371915
54540,51054,920.1440105
54530,51047,918.1508591
54520,51040,915.161188
54510,51032,913.1681116
54500,51025,911.1750655
54490,51018,908.1855537
54480,51011,906.1925844
54470,51004,904.1996461
54460,50997,901.2102973
54450,50990,899.2174376
54440,50984,897.2246096
54430,50977,894.2354276
54420,50970,892.24268
54410,50964,889.2536196
54400,50958,887.2609537
54390,50951,884.272017
54380,50945,882.2794342
54370,50939,879.2906232
54360,50933,876.3018886
54350,50927,874.3094418
54340,50921,871.3208364
54330,50915,868.3323097
54320,50909,866.3400025
54310,50903,863.3516086
54300,50897,860.3632954
54290,50892,858.3711319
54280,50886,855.3829552
54270,50881,852.3948616
54260,50876,849.4068519
54250,50871,846.418927
54240,50865,843.4310879
54230,50860,840.4433354
54220,50855,838.451549
54210,50851,835.463943
54200,50846,832.4764261
54190,50841,829.4889993
54180,50837,826.5016636
54170,50832,822.5186928
54160,50828,819.5315735
54150,50823,816.5445487
54140,50819,813.5576193
54130,50815,810.5707865
54120,50811,807.5840514
54110,50807,804.5974149
54100,50803,800.6153883
54090,50800,797.6289864
54080,50796,794.642687
54070,50793,790.6611158
54060,50789,787.6750599
54050,50786,784.6891104
54040,50783,780.708012
54030,50780,777.7223155
54020,50777,773.7415589
54010,50774,770.7561223
54000,50771,766.7757169
53990,50768,763.7905472
53980,50766,759.8105027
53970,50764,755.8306689
53960,50761,752.8459338
53950,50759,748.8664768
53940,50757,744.8872398
53930,50755,741.9029586
53920,50753,737.9241153
53910,50751,733.9455021
53900,50750,729.9671225
53890,50748,725.9889806
53880,50747,723.0055325
53870,50746,719.0278159
53860,50744,715.0503479
53850,50743,711.0731327
53840,50742,707.0961745
53830,50742,703.1194778
53820,50741,699.1430469
53810,50741,695.1668864
53800,50740,690.1970733
53790,50740,686.2215386
53780,50740,682.2462898
53770,50740,678.2713321
53760,50740,674.2966706
53750,50740,669.3287682
53740,50741,665.3547926
53730,50741,661.3811307
53720,50742,657.4077882
53710,50743,652.4415683
53700,50743,648.4689661
53690,50744,644.4967029
53680,50746,639.53186
53670,50747,635.5603827
53660,50748,631.5892653
53650,50750,626.6258852
53640,50751,622.655603
53630,50753,617.6932896
53620,50755,613.7238793
53610,50757,609.7548688
53600,50759,604.7941799
53590,50761,600.826098
53580,50763,595.8665958
53570,50766,591.8994847
53560,50768,587.9328193
53550,50771,582.9751281
