YearBP,TSI,dTSI,dTSI_sigma,upper_err,lower_err,Predicted_TSI,Residuals_TSI,LOESS_100_TSI,LOESS_100_TSI,Predicted_LOESS_100_TSI,ResidualsLOESS_100_TSI,LOESS_100yr,LOESS_100_dTSI,Predicted_dTSI_Wm-2,Residuals_dTSI_Wm-2,LOESS_100yr,dTSI_Wm-2,LOESS_100yr,upper error,lower error,mean,error,plot_age
4382.5,1365.4,-0.17,0.38,0.21,-0.55,1365.476845,-0.076844939,,,-0.113315233,-0.626684767,,,0.419453693,0.020546307,,,,,,,,
4387.5,1365.5,-0.07,0.4,0.33,-0.47,1365.479312,0.020687743,,,-0.113935067,-0.626064933,,,0.419922903,0.030077097,,,,,,,,
4392.5,1365.58,0.01,0.43,0.44,-0.42,1365.482004,0.097996312,,,-0.114037376,-0.575962624,,,0.420304648,-0.020304648,,,,,,,,
4397.5,1365.6,0.03,0.43,0.46,-0.4,1365.48491,0.11508983,,,-0.113720897,-0.536279103,,,0.420819146,-0.040819146,,,,,,,,
4402.5,1365.54,-0.03,0.42,0.39,-0.45,1365.488042,0.051958494,,,-0.112938577,-0.527061423,,,0.421358789,-0.041358789,,,,,,,,
4407.5,1365.4,-0.17,0.38,0.21,-0.55,1365.49149,-0.091490104,,,-0.111695176,-0.508304824,,,0.421810018,-0.051810018,,,,,,,,
4412.5,1365.21,-0.36,0.34,-0.02,-0.7,1365.49501,-0.285010495,,,-0.110157715,-0.469842285,,,0.42235933,-0.06235933,,,,,,,,
4417.5,1365.04,-0.53,0.35,-0.18,-0.88,1365.498671,-0.458670533,,,-0.108249485,-0.451750515,,,0.422903099,-0.072903099,,,,,,,,
4422.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.502651,-0.552650519,,,-0.106043162,-0.463956838,,,0.423566242,-0.073566242,,,,,,,,
4427.5,1364.97,-0.6,0.36,-0.24,-0.96,1365.506695,-0.5366953,,,-0.103520992,-0.496479008,,,0.424174133,-0.064174133,,,,,,,,
4432.5,1365.05,-0.52,0.34,-0.18,-0.86,1365.511039,-0.46103942,,,-0.100318504,-0.509681496,,,0.424742067,-0.064742067,,,,,,,,
4437.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.51522,-0.345220252,,,-0.097220565,-0.432779435,,,0.425411022,-0.085411022,,,,,,,,
4442.5,1365.29,-0.28,0.36,0.08,-0.64,1365.519657,-0.229656653,,,-0.09366381,-0.29633619,,,0.426042832,-0.086042832,,,,,,,,
4447.5,1365.41,-0.16,0.38,0.22,-0.54,1365.52442,-0.114420168,,,-0.089529459,-0.150470541,,,0.42681511,-0.06681511,,,,,,,,
4452.5,1365.52,-0.05,0.41,0.36,-0.46,1365.529142,-9.14E-03,,,-0.084186471,-0.045813529,,,0.427581525,-0.037581525,,,,,,,,
4457.5,1365.6,0.03,0.43,0.46,-0.4,1365.533808,0.066192216,,,-0.079139099,-8.61E-04,,,0.428425086,-0.028425086,,,,,,,,
4462.5,1365.68,0.11,0.46,0.57,-0.35,1365.53949,0.140509601,,,-0.073800194,-0.036199806,,,0.429384809,-0.039384809,,,,,,,,
4467.5,1365.77,0.2,0.49,0.69,-0.29,1365.544708,0.225292034,,,-0.069470762,-0.130529238,,,0.430212409,-0.060212409,,,,,,,,
4472.5,1365.86,0.29,0.52,0.81,-0.23,1365.550628,0.309372304,,,-0.063782174,-0.206217826,,,0.431067712,-0.071067712,,,,,,,,
4477.5,1365.93,0.36,0.54,0.9,-0.18,1365.55702,0.372980126,,,-0.059833036,-0.210166964,,,0.431901578,-0.071901578,,,,,,,,
4482.5,1365.94,0.37,0.55,0.92,-0.18,1365.562985,0.377015088,,,-0.053596622,-0.096403378,,,0.432700655,-0.052700655,,,,,,,,
4487.5,1365.89,0.32,0.53,0.85,-0.21,1365.568868,0.321131949,,,-0.048786392,0.048786392,,,0.433512033,-0.013512033,,,,,,,,
4492.5,1365.76,0.19,0.48,0.67,-0.29,1365.574811,0.185189289,,,-0.043526502,0.163526502,,,0.434314215,0.025685785,,,,,,,,
4497.5,1365.61,0.04,0.44,0.48,-0.4,1365.580365,0.029635496,,,-0.037309432,0.217309432,,,0.435105662,0.044894338,,,,,,,,
4502.5,1365.47,-0.1,0.4,0.3,-0.5,1365.585234,-0.115234431,,,-0.029752776,0.229752776,,,0.435898759,0.054101241,,,,,,,,
4507.5,1365.39,-0.18,0.38,0.2,-0.56,1365.58958,-0.199579888,,,-0.024671463,0.254671463,,,0.436684997,0.063315003,,,,,,,,
4512.5,1365.35,-0.22,0.37,0.15,-0.59,1365.593713,-0.243713025,,,-0.017003835,0.317003835,,,0.437461654,0.082538346,,,,,,,,
4517.5,1365.33,-0.24,0.36,0.12,-0.6,1365.597563,-0.267563015,,,-0.010248448,0.380248448,,,0.438222684,0.111777316,,,,,,,,
4522.5,1365.31,-0.26,0.36,0.1,-0.62,1365.601192,-0.291192009,,,-4.87E-03,0.39487194,,,0.438971472,0.121028528,,,,,,,,
4527.5,1365.28,-0.29,0.35,0.06,-0.64,1365.60429,-0.324290425,,,1.08E-03,0.348920208,,,0.439704229,0.100295771,,,,,,,,
4532.5,1365.26,-0.31,0.35,0.04,-0.66,1365.6076,-0.347599922,,,6.85E-03,0.263154388,,,0.440415971,0.069584029,,,,,,,,
4537.5,1365.29,-0.28,0.35,0.07,-0.63,1365.610169,-0.320168738,,,0.011149292,0.188850708,,,0.441103644,0.048896356,,,,,,,,
4542.5,1365.36,-0.21,0.37,0.16,-0.58,1365.612523,-0.252523104,,,0.015530348,0.134469652,,,0.441760315,0.028239685,,,,,,,,
4547.5,1365.49,-0.08,0.4,0.32,-0.48,1365.61455,-0.124550419,,,0.019434295,0.110565705,,,0.442391269,0.017608731,,,,,,,,
4552.5,1365.64,0.07,0.45,0.52,-0.38,1365.616302,0.023698434,,,0.023308281,0.076691719,,,0.442991139,7.01E-03,,,,,,,,
4557.5,1365.79,0.22,0.49,0.71,-0.27,1365.617718,0.172282097,,,0.026630973,0.033369027,,,0.443560633,-3.56E-03,,,,,,,,
4562.5,1365.9,0.33,0.53,0.86,-0.2,1365.619111,0.280889347,,,0.030764322,0.029235678,,,0.444087539,-4.09E-03,,,,,,,,
4567.5,1365.96,0.39,0.55,0.94,-0.16,1365.620034,0.339965502,,,0.035227814,0.064772186,,,0.444573585,5.43E-03,,,,,,,,
4572.5,1365.95,0.38,0.55,0.93,-0.17,1365.620904,0.32909566,,,0.037008829,0.132991171,,,0.445012902,0.034987098,,,,,,,,
4577.5,1365.89,0.32,0.53,0.85,-0.21,1365.621473,0.268527397,,,0.041674926,0.188325074,,,0.445403125,0.054596875,,,,,,,,
4582.5,1365.8,0.23,0.5,0.73,-0.27,1365.621805,0.178194504,,,0.042922654,0.217077346,,,0.445745385,0.064254615,,,,,,,,
4587.5,1365.69,0.12,0.46,0.58,-0.34,1365.621927,0.06807321,,,0.043437545,0.206562455,,,0.446031428,0.053968572,,,,,,,,
4592.5,1365.56,-0.01,0.42,0.41,-0.43,1365.621606,-0.061605736,,,0.045323221,0.164676779,,,0.446263883,0.043736117,,,,,,,,
4597.5,1365.46,-0.11,0.39,0.28,-0.5,1365.621444,-0.161444084,,,0.046748793,0.093251207,,,0.446443392,0.023556608,,,,,,,,
4602.5,1365.43,-0.14,0.38,0.24,-0.52,1365.621224,-0.191223548,,,0.048290397,-0.018290397,,,0.446571169,-0.016571169,,,,,,,,
4607.5,1365.51,-0.06,0.41,0.35,-0.47,1365.62104,-0.111040055,,,0.049183555,-0.139183555,,,0.446649157,-0.046649157,,,,,,,,
4612.5,1365.67,0.1,0.46,0.56,-0.36,1365.620728,0.049271531,,,0.049481863,-0.209481863,,,0.446680551,-0.066680551,,,,,,,,
4617.5,1365.82,0.25,0.5,0.75,-0.25,1365.62075,0.199249901,,,0.048768987,-0.148768987,,,0.44666853,-0.04666853,,,,,,,,
4622.5,1365.87,0.3,0.52,0.82,-0.22,1365.621221,0.248779363,,,0.049561739,0.020438261,,,0.446617442,-6.62E-03,,,,,,,,
4627.5,1365.8,0.23,0.5,0.73,-0.27,1365.620858,0.179142254,,,0.050857746,0.179142254,,,0.446530172,0.053469828,,,,,,,,
4632.5,1365.64,0.07,0.44,0.51,-0.37,1365.619562,0.020438261,,,0.051220637,0.248779363,,,0.446413021,0.073586979,,,,,,,,
4637.5,1365.47,-0.1,0.4,0.3,-0.5,1365.618769,-0.148768987,,,0.050750099,0.199249901,,,0.446267721,0.053732279,,,,,,,,
4642.5,1365.41,-0.16,0.38,0.22,-0.54,1365.619482,-0.209481863,,,0.050728469,0.049271531,,,0.446095889,0.013904111,,,,,,,,
4647.5,1365.48,-0.09,0.4,0.31,-0.49,1365.619184,-0.139183555,,,0.051040055,-0.111040055,,,0.445900576,-0.035900576,,,,,,,,
4652.5,1365.6,0.03,0.43,0.46,-0.4,1365.61829,-0.018290397,,,0.051223548,-0.191223548,,,0.445676239,-0.065676239,,,,,,,,
4657.5,1365.71,0.14,0.47,0.61,-0.33,1365.616749,0.093251207,,,0.051444084,-0.161444084,,,0.445427374,-0.055427374,,,,,,,,
4662.5,1365.78,0.21,0.49,0.7,-0.28,1365.615323,0.164676779,,,0.051605736,-0.061605736,,,0.445153385,-0.025153385,,,,,,,,
4667.5,1365.82,0.25,0.5,0.75,-0.25,1365.613438,0.206562455,,,0.05192679,0.06807321,,,0.444852277,0.015147723,,,,,,,,
4672.5,1365.83,0.26,0.51,0.77,-0.25,1365.612923,0.217077346,,,0.051805496,0.178194504,,,0.444522596,0.055477404,,,,,,,,
4677.5,1365.8,0.23,0.5,0.73,-0.27,1365.611675,0.188325074,,,0.051472603,0.268527397,,,0.444158957,0.085841043,,,,,,,,
4682.5,1365.74,0.17,0.48,0.65,-0.31,1365.607009,0.132991171,,,0.05090434,0.32909566,,,0.443762448,0.106237552,,,,,,,,
4687.5,1365.67,0.1,0.45,0.55,-0.35,1365.605228,0.064772186,,,0.050034498,0.339965502,,,0.443333854,0.106666146,,,,,,,,
4692.5,1365.63,0.06,0.44,0.5,-0.38,1365.600764,0.029235678,,,0.049110653,0.280889347,,,0.442867503,0.087132497,,,,,,,,
4697.5,1365.63,0.06,0.44,0.5,-0.38,1365.596631,0.033369027,,,0.047717903,0.172282097,,,0.442363854,0.047636146,,,,,,,,
4702.5,1365.67,0.1,0.45,0.55,-0.35,1365.593308,0.076691719,,,0.046301566,0.023698434,,,0.441825705,8.17E-03,,,,,,,,
4707.5,1365.7,0.13,0.46,0.59,-0.33,1365.589434,0.110565705,,,0.044550419,-0.124550419,,,0.441257396,-0.041257396,,,,,,,,
4712.5,1365.72,0.15,0.47,0.62,-0.32,1365.58553,0.134469652,,,0.042523104,-0.252523104,,,0.440657429,-0.070657429,,,,,,,,
4717.5,1365.77,0.2,0.49,0.69,-0.29,1365.581149,0.188850708,,,0.040168738,-0.320168738,,,0.440018802,-0.090018802,,,,,,,,
4722.5,1365.84,0.27,0.51,0.78,-0.24,1365.576846,0.263154388,,,0.037599922,-0.347599922,,,0.439348762,-0.089348762,,,,,,,,
4727.5,1365.92,0.35,0.54,0.89,-0.19,1365.57108,0.348920208,,,0.034290425,-0.324290425,,,0.438639368,-0.088639368,,,,,,,,
4732.5,1365.96,0.39,0.56,0.95,-0.17,1365.565128,0.39487194,,,0.031192009,-0.291192009,,,0.437884581,-0.077884581,,,,,,,,
4737.5,1365.94,0.37,0.55,0.92,-0.18,1365.559752,0.380248448,,,0.027563015,-0.267563015,,,0.437060505,-0.077060505,,,,,,,,
4742.5,1365.87,0.3,0.52,0.82,-0.22,1365.552996,0.317003835,,,0.023713025,-0.243713025,,,0.436173532,-0.066173532,,,,,,,,
4747.5,1365.8,0.23,0.5,0.73,-0.27,1365.545329,0.254671463,,,0.019579888,-0.199579888,,,0.435215032,-0.055215032,,,,,,,,
4752.5,1365.77,0.2,0.49,0.69,-0.29,1365.540247,0.229752776,,,0.015234431,-0.115234431,,,0.434182058,-0.034182058,,,,,,,,
4757.5,1365.75,0.18,0.48,0.66,-0.3,1365.532691,0.217309432,,,0.010364504,0.029635496,,,0.433096447,6.90E-03,,,,,,,,
4762.5,1365.69,0.12,0.46,0.58,-0.34,1365.526473,0.163526502,,,4.81E-03,0.185189289,,,0.432026166,0.047973834,,,,,,,,
4767.5,1365.57,0,0.42,0.42,-0.42,1365.521214,0.048786392,,,-1.13E-03,0.321131949,,,0.430843743,0.099156257,,,,,,,,
4772.5,1365.42,-0.15,0.38,0.23,-0.53,1365.516403,-0.096403378,,,-7.02E-03,0.377015088,,,0.429684164,0.120315836,,,,,,,,
4777.5,1365.3,-0.27,0.36,0.09,-0.63,1365.510167,-0.210166964,,,-0.012980126,0.372980126,,,0.428309933,0.111690067,,,,,,,,
4782.5,1365.3,-0.27,0.36,0.09,-0.63,1365.506218,-0.206217826,,,-0.019372304,0.309372304,,,0.42678831,0.09321169,,,,,,,,
4787.5,1365.37,-0.2,0.37,0.17,-0.57,1365.500529,-0.130529238,,,-0.025292034,0.225292034,,,0.425153125,0.064846875,,,,,,,,
4792.5,1365.46,-0.11,0.39,0.28,-0.5,1365.4962,-0.036199806,,,-0.030509601,0.140509601,,,0.423680989,0.036319011,,,,,,,,
4797.5,1365.49,-0.08,0.4,0.32,-0.48,1365.490861,-8.61E-04,,,-0.036192216,0.066192216,,,0.422423214,7.58E-03,,,,,,,,
4802.5,1365.44,-0.13,0.39,0.26,-0.52,1365.485814,-0.045813529,,,-0.040857594,-9.14E-03,,,0.421328569,-0.011328569,,,,,,,,
4807.5,1365.33,-0.24,0.36,0.12,-0.6,1365.480471,-0.150470541,,,-0.045579832,-0.114420168,,,0.420450461,-0.040450461,,,,,,,,
4812.5,1365.18,-0.39,0.34,-0.05,-0.73,1365.476336,-0.29633619,,,-0.050343347,-0.229656653,,,0.419530817,-0.059530817,,,,,,,,
4817.5,1365.04,-0.53,0.34,-0.19,-0.87,1365.472779,-0.432779435,,,-0.054779748,-0.345220252,,,0.418394363,-0.078394363,,,,,,,,
4822.5,1364.96,-0.61,0.36,-0.25,-0.97,1365.469681,-0.509681496,,,-0.05896058,-0.46103942,,,0.417281963,-0.077281963,,,,,,,,
4827.5,1364.97,-0.6,0.36,-0.24,-0.96,1365.466479,-0.496479008,,,-0.0633047,-0.5366953,,,0.416135578,-0.056135578,,,,,,,,
4832.5,1365,-0.57,0.35,-0.22,-0.92,1365.463957,-0.463956838,,,-0.067349481,-0.552650519,,,0.415143772,-0.045143772,,,,,,,,
4837.5,1365.01,-0.56,0.35,-0.21,-0.91,1365.461751,-0.451750515,,,-0.071329467,-0.458670533,,,0.414177734,-0.064177734,,,,,,,,
4842.5,1364.99,-0.58,0.36,-0.22,-0.94,1365.459842,-0.469842285,,,-0.074989505,-0.285010495,,,0.413231907,-0.073231907,,,,,,,,
4847.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.458305,-0.508304824,,,-0.078509896,-0.091490104,,,0.412298758,-0.032298758,,,,,,,,
4852.5,1364.93,-0.64,0.38,-0.26,-1.02,1365.457061,-0.527061423,,,-0.081958494,0.051958494,,,0.411403937,8.60E-03,,,,,,,,
4857.5,1364.92,-0.65,0.38,-0.27,-1.03,1365.456279,-0.536279103,,,-0.08508983,0.11508983,,,0.410610386,0.019389614,,,,,,,,
4862.5,1364.88,-0.69,0.4,-0.29,-1.09,1365.455963,-0.575962624,,,-0.087996312,0.097996312,,,0.409830339,0.020169661,,,,,,,,
4867.5,1364.83,-0.74,0.45,-0.29,-1.19,1365.456065,-0.626064933,,,-0.090687743,0.020687743,,,0.409063432,-9.06E-03,,,,,,,,
4872.5,1364.83,-0.74,0.44,-0.3,-1.18,1365.456685,-0.626684767,,,-0.093155061,-0.076844939,,,0.408339898,-0.028339898,,,,,,,,
4877.5,1364.96,-0.61,0.36,-0.25,-0.97,1365.457709,-0.497709225,,,-0.095415546,-0.184584454,,,0.407624725,-0.047624725,,,,,,,,
4882.5,1365.15,-0.42,0.34,-0.08,-0.76,1365.458938,-0.30893801,,,-0.097456472,-0.252543528,,,0.407002257,-0.067002257,,,,,,,,
4887.5,1365.33,-0.24,0.36,0.12,-0.6,1365.46074,-0.130739936,,,-0.099281743,-0.230718257,,,0.406440285,-0.056440285,,,,,,,,
4892.5,1365.48,-0.09,0.4,0.31,-0.49,1365.463024,0.016976172,,,-0.100866468,-0.069133532,,,0.405917648,-0.025917648,,,,,,,,
4897.5,1365.61,0.04,0.43,0.47,-0.39,1365.465684,0.144315643,,,-0.102237201,0.162237201,,,0.405379632,0.034620368,,,,,,,,
4902.5,1365.72,0.15,0.47,0.62,-0.32,1365.468824,0.25117591,,,-0.103380534,0.363380534,,,0.404941554,0.105058446,,,,,,,,
4907.5,1365.81,0.24,0.5,0.74,-0.26,1365.472109,0.33789058,,,-0.104312134,0.454312134,,,0.404524962,0.135475038,,,,,,,,
4912.5,1365.87,0.3,0.52,0.82,-0.22,1365.475376,0.394624366,,,-0.105068946,0.415068946,,,0.404140526,0.125859474,,,,,,,,
4917.5,1365.86,0.29,0.52,0.81,-0.23,1365.476402,0.383597833,,,-0.10562284,0.27562284,,,0.403829104,0.076170896,,,,,,,,
4922.5,1365.8,0.23,0.5,0.73,-0.27,1365.477591,0.322409109,,,-0.105978887,0.095978887,,,0.403562881,0.016437119,,,,,,,,
4927.5,1365.7,0.13,0.46,0.59,-0.33,1365.477329,0.222671063,,,-0.106145892,-0.023854108,,,0.403330771,-0.013330771,,,,,,,,
4932.5,1365.62,0.05,0.44,0.49,-0.39,1365.478059,0.141941262,,,-0.106132231,-0.063867769,,,0.403114849,-0.023114849,,,,,,,,
4937.5,1365.59,0.02,0.43,0.45,-0.41,1365.478368,0.111631886,,,-0.105958517,-0.074041483,,,0.402932156,-0.022932156,,,,,,,,
4942.5,1365.58,0.01,0.43,0.44,-0.42,1365.479584,0.100415701,,,-0.105617337,-0.084382663,,,0.402780871,-0.032780871,,,,,,,,
4947.5,1365.57,0,0.42,0.42,-0.42,1365.48057,0.089429639,,,-0.105136466,-0.074863534,,,0.402660087,-0.022660087,,,,,,,,
4952.5,1365.52,-0.05,0.41,0.36,-0.46,1365.481665,0.038334759,,,-0.104554398,-0.045445602,,,0.402570142,-0.022570142,,,,,,,,
4957.5,1365.43,-0.14,0.39,0.25,-0.53,1365.481659,-0.051658809,,,-0.103836563,0.023836563,,,0.402512475,-2.51E-03,,,,,,,,
4962.5,1365.32,-0.25,0.36,0.11,-0.61,1365.480849,-0.160848628,,,-0.102681245,0.082681245,,,0.402602074,0.017397926,,,,,,,,
4967.5,1365.22,-0.35,0.34,-0.01,-0.69,1365.48046,-0.260459886,,,-0.100657436,0.120657436,,,0.402889416,0.027110584,,,,,,,,
4972.5,1365.19,-0.38,0.34,-0.04,-0.72,1365.479916,-0.289916026,,,-0.098388165,0.138388165,,,0.403183093,0.036816907,,,,,,,,
4977.5,1365.26,-0.31,0.35,0.04,-0.66,1365.479371,-0.219370601,,,-0.09650063,0.13650063,,,0.403373231,0.036626769,,,,,,,,
4982.5,1365.39,-0.18,0.37,0.19,-0.55,1365.478198,-0.088197773,,,-0.094708166,0.094708166,,,0.403592017,0.016407983,,,,,,,,
4987.5,1365.5,-0.07,0.4,0.33,-0.47,1365.47655,0.023450318,,,-0.091970679,0.011970679,,,0.404074743,-4.07E-03,,,,,,,,
4992.5,1365.59,0.02,0.43,0.45,-0.41,1365.474963,0.115036691,,,-0.08950538,-0.08049462,,,0.404562477,-0.024562477,,,,,,,,
4997.5,1365.64,0.07,0.45,0.52,-0.38,1365.473287,0.166712894,,,-0.086807636,-0.143192364,,,0.4049714,-0.0449714,,,,,,,,
5002.5,1365.68,0.11,0.46,0.57,-0.35,1365.47258,0.207419565,,,-0.084375154,-0.115624846,,,0.405905439,-0.035905439,,,,,,,,
5007.5,1365.71,0.14,0.47,0.61,-0.33,1365.472378,0.237621915,,,-0.081800203,-0.018199797,,,0.406509255,-0.016509255,,,,,,,,
5012.5,1365.7,0.13,0.46,0.59,-0.33,1365.471373,0.228627228,,,-0.079230011,0.079230011,,,0.407115491,0.012884509,,,,,,,,
5017.5,1365.66,0.09,0.45,0.54,-0.36,1365.471851,0.1881488,,,-0.07638623,0.14638623,,,0.407980698,0.032019302,,,,,,,,
5022.5,1365.61,0.04,0.44,0.48,-0.4,1365.472087,0.137913271,,,-0.071315593,0.181315593,,,0.408569063,0.051430937,,,,,,,,
5027.5,1365.57,0,0.42,0.42,-0.42,1365.472448,0.097552059,,,-0.068203435,0.208203435,,,0.409344539,0.060655461,,,,,,,,
5032.5,1365.53,-0.04,0.41,0.37,-0.45,1365.472671,0.057328757,,,-0.064581363,0.234581363,,,0.410020016,0.069979984,,,,,,,,
5037.5,1365.45,-0.12,0.39,0.27,-0.51,1365.472221,-0.022221404,,,-0.06022377,0.24022377,,,0.410819703,0.069180297,,,,,,,,
5042.5,1365.31,-0.26,0.36,0.1,-0.62,1365.473861,-0.163860926,,,-0.056096276,0.216096276,,,0.412364429,0.057635571,,,,,,,,
5047.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.475096,-0.305095652,,,-0.052029698,0.172029698,,,0.413072874,0.046927126,,,,,,,,
5052.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.476543,-0.336542694,,,-0.048971593,0.118971593,,,0.41427233,0.02572767,,,,,,,,
5057.5,1365.24,-0.33,0.35,0.02,-0.68,1365.475209,-0.235208883,,,-0.044944668,0.064944668,,,0.415030034,0.014969966,,,,,,,,
5062.5,1365.41,-0.16,0.38,0.22,-0.54,1365.47401,-0.064009512,,,-0.041353343,1.35E-03,,,0.41575836,-5.76E-03,,,,,,,,
5067.5,1365.54,-0.03,0.42,0.39,-0.45,1365.473003,0.066996798,,,-0.036508427,-0.073491573,,,0.417025002,-0.027025002,,,,,,,,
5072.5,1365.64,0.07,0.45,0.52,-0.38,1365.472333,0.167667043,,,-0.031138223,-0.148861777,,,0.417734642,-0.047734642,,,,,,,,
5077.5,1365.74,0.17,0.48,0.65,-0.31,1365.471984,0.26801645,,,-0.024886276,-0.225113724,,,0.418906509,-0.058906509,,,,,,,,
5082.5,1365.86,0.29,0.52,0.81,-0.23,1365.47148,0.388519507,,,-0.021069513,-0.268930487,,,0.420054645,-0.070054645,,,,,,,,
5087.5,1365.96,0.39,0.56,0.95,-0.17,1365.470416,0.489583853,,,-0.017187565,-0.292812435,,,0.420738997,-0.070738997,,,,,,,,
5092.5,1365.99,0.42,0.56,0.98,-0.14,1365.469451,0.520549334,,,-0.016192149,-0.293807851,,,0.422980349,-0.072980349,,,,,,,,
5097.5,1365.92,0.35,0.54,0.89,-0.19,1365.469435,0.450564849,,,-0.014793797,-0.265206203,,,0.424002048,-0.074002048,,,,,,,,
5102.5,1365.81,0.24,0.5,0.74,-0.26,1365.46901,0.340989621,,,-0.011378212,-0.198621788,,,0.424874981,-0.054874981,,,,,,,,
5107.5,1365.73,0.16,0.47,0.63,-0.31,1365.466763,0.263237257,,,-8.01E-03,-0.111985596,,,0.426193749,-0.036193749,,,,,,,,
5112.5,1365.74,0.17,0.48,0.65,-0.31,1365.46561,0.274389759,,,-3.81E-03,-0.046188898,,,0.428816249,-0.018816249,,,,,,,,
5117.5,1365.78,0.21,0.49,0.7,-0.28,1365.464337,0.315663373,,,-4.42E-05,-9.96E-03,,,0.428963622,-8.96E-03,,,,,,,,
5122.5,1365.79,0.22,0.5,0.72,-0.28,1365.462636,0.32736371,,,5.47E-03,-5.47E-03,,,0.428229781,-8.23E-03,,,,,,,,
5127.5,1365.74,0.17,0.48,0.65,-0.31,1365.461839,0.278160915,,,0.017889013,-7.89E-03,,,0.428544814,1.46E-03,,,,,,,,
5132.5,1365.64,0.07,0.44,0.51,-0.37,1365.460656,0.179344241,,,0.034428663,-0.034428663,,,0.425281899,-5.28E-03,,,,,,,,
5137.5,1365.53,-0.04,0.41,0.37,-0.45,1365.45911,0.070890366,,,0.046964064,-0.086964064,,,0.425263811,-0.015263811,,,,,,,,
5142.5,1365.43,-0.14,0.38,0.24,-0.52,1365.456401,-0.026401493,,,0.057398274,-0.187398274,,,0.428038824,-0.038038824,,,,,,,,
5147.5,1365.33,-0.24,0.36,0.12,-0.6,1365.457132,-0.127131559,,,0.064644208,-0.314644208,,,0.434521193,-0.074521193,,,,,,,,
5152.5,1365.24,-0.33,0.35,0.02,-0.68,1365.458115,-0.218115001,,,0.07059873,-0.40059873,,,0.442810361,-0.092810361,,,,,,,,
5157.5,1365.21,-0.36,0.34,-0.02,-0.7,1365.454986,-0.244986108,,,0.076304867,-0.376304867,,,0.447724416,-0.097724416,,,,,,,,
5162.5,1365.28,-0.29,0.35,0.06,-0.64,1365.450293,-0.170292527,,,0.082636942,-0.242636942,,,0.451602043,-0.071602043,,,,,,,,
5167.5,1365.41,-0.16,0.38,0.22,-0.54,1365.448578,-0.03857804,,,0.089056398,-0.089056398,,,0.454239604,-0.034239604,,,,,,,,
5172.5,1365.54,-0.03,0.42,0.39,-0.45,1365.44223,0.09777037,,,0.093700608,0.036299392,,,0.456230616,0.013769384,,,,,,,,
5177.5,1365.63,0.06,0.44,0.5,-0.38,1365.432978,0.197022369,,,0.09730342,0.13269658,,,0.457953791,0.042046209,,,,,,,,
5182.5,1365.66,0.09,0.45,0.54,-0.36,1365.423334,0.236665719,,,0.10116645,0.18883355,,,0.459656727,0.060343273,,,,,,,,
5187.5,1365.63,0.06,0.44,0.5,-0.38,1365.409283,0.220717311,,,0.103212266,0.236787734,,,0.46123405,0.07876595,,,,,,,,
5192.5,1365.54,-0.03,0.42,0.39,-0.45,1365.401938,0.138061772,,,0.107116941,0.292883059,,,0.462382295,0.097617705,,,,,,,,
5197.5,1365.39,-0.18,0.38,0.2,-0.56,1365.390083,-8.26E-05,,,0.110553848,0.339446152,,,0.46342241,0.11657759,,,,,,,,
5202.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.380777,-0.180776798,,,0.113997002,0.376002998,,,0.46463174,0.12536826,,,,,,,,
5207.5,1365.04,-0.53,0.35,-0.18,-0.88,1365.371796,-0.331795813,,,0.117572036,0.392427964,,,0.4655375,0.1344625,,,,,,,,
5212.5,1364.97,-0.6,0.36,-0.24,-0.96,1365.362765,-0.392765412,,,0.120784145,0.389215855,,,0.466693171,0.133306829,,,,,,,,
5217.5,1365.03,-0.54,0.35,-0.19,-0.89,1365.351778,-0.321777901,,,0.124005448,0.375994552,,,0.467741414,0.132258586,,,,,,,,
5222.5,1365.11,-0.46,0.34,-0.12,-0.8,1365.341533,-0.23153314,,,0.126958093,0.373041907,,,0.468715449,0.121284551,,,,,,,,
5227.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.329517,-0.189516689,,,0.129377017,0.350622983,,,0.469747538,0.120252462,,,,,,,,
5232.5,1365.12,-0.45,0.34,-0.11,-0.79,1365.319907,-0.199907186,,,0.132845369,0.277154631,,,0.47086425,0.08913575,,,,,,,,
5237.5,1365.08,-0.49,0.34,-0.15,-0.83,1365.310517,-0.230517286,,,0.13601491,0.12398509,,,0.471895815,0.038104185,,,,,,,,
5242.5,1365.05,-0.52,0.34,-0.18,-0.86,1365.300486,-0.250485578,,,0.139427976,-0.089427976,,,0.4729692,-0.0329692,,,,,,,,
5247.5,1365.04,-0.53,0.34,-0.19,-0.87,1365.294312,-0.25431218,,,0.142820057,-0.292820057,,,0.47405204,-0.09405204,,,,,,,,
5252.5,1365.03,-0.54,0.35,-0.19,-0.89,1365.286431,-0.256430742,,,0.146194297,-0.386194297,,,0.475107296,-0.115107296,,,,,,,,
5257.5,1365.01,-0.56,0.35,-0.21,-0.91,1365.282015,-0.272015441,,,0.148812959,-0.328812959,,,0.476145756,-0.106145756,,,,,,,,
