Depth_cm,Age_BP_Sh20_min,Age_BP_Sh20_max,Age_BP_Sh20_median,Age_BP_Sh20_mean,Mo_TSN,Mo_Ca_Ti,Mo_Fe_Mn,Mo_Br_Ti,Mo_Ti_inc+coh,Mo_Ti_(inc_coh),Cr_TSN,Ca_Ti-Cr,Zr_Ti-Cr,Br_Ti-Cr,S_Ti-Cr,Cr_Ti_inc+coh,Cr_Ti_inc_coh
59.7,7720.28,8022.09,7846.37,7848.44,0.645705932,0.365475442,2.054269561,-0.930876291,-1.331879816,2.304301811,0.613348879,0.406159502,-1.427532954,NA,-1.331519318,-0.47639571,3.43408177
59.8,7723.32,8026.69,7849.05,7850.72,0.576840253,0.191323002,2.149119743,-0.970275334,-1.392902568,2.266558895,0.61219412,0.289032148,NA,-2.467756051,-1.28306462,-0.445845898,3.619777109
59.9,7726.15,8031.3,7850.82,7853.01,0.526802381,0.302770657,1.879869836,-1.044016829,-1.503265479,2.122634478,0.495770403,0.236448743,-1.507503884,NA,-1.772321707,-0.544487045,3.412233983
60,7727.71,8034.32,7853.14,7855.3,0.507761576,0.499277993,2.030590309,-0.160232904,-1.651721098,2.013588657,0.47751366,0.329244068,-1.534558305,-1.571075138,-1.747166398,-0.686940066,3.246550184
60.1,7732.73,8037.99,7855.47,7857.61,0.484676195,0.425968732,2.05156864,-0.209372646,-1.657176064,1.994907528,0.467388141,0.483115494,-1.478538204,-2.010017121,-1.66759444,-0.81267389,3.043203656
60.2,7737.87,8041.19,7858.18,7859.92,0.47693679,0.317897921,1.99587692,-0.743058505,-1.589490624,2.042426745,0.419628629,0.368556231,-1.407428958,-1.485315733,-1.493141071,-0.796731536,3.125932991
60.3,7740.8,8043.77,7860.88,7862.23,0.496502542,0.318579635,2.089123113,-0.440229071,-1.528253878,2.107725665,0.453706887,0.337894718,-1.580240508,-1.787848819,-1.655961222,-0.731259057,3.337804345
60.4,7744.98,8046.12,7862.88,7864.54,0.4827809,0.378153512,2.307991843,-0.978636948,-1.546977901,2.098268055,0.464017473,0.417613444,-1.612783857,-2.052116551,-1.824872769,-0.755460755,3.190074803
60.5,7747.53,8047.98,7864.9,7866.85,0.494141678,0.254163903,2.332101667,-1.488052767,-1.507143524,2.155642599,0.41889877,0.364658621,-1.444005244,-1.698179659,-1.926658988,-0.748025546,3.456982336
60.6,7751.43,8050.38,7867.18,7869.17,0.492244526,0.297262598,2.11934562,-0.792558437,-1.521885652,2.137693396,0.46922098,0.385126511,-1.408663874,-1.505573887,-1.820392167,-0.709559504,3.227718417
60.7,7755.87,8055.09,7869.35,7871.48,0.477452011,0.259348166,2.060727228,-0.940025381,-1.474899548,2.186494595,0.466424903,0.373495214,-1.948724081,-2.291146762,-1.722945038,-0.702950328,3.226311674
60.8,7759.3,8059.18,7871.64,7873.79,0.42902983,0.260193742,1.805979854,-0.474559038,-1.593430266,2.074368951,0.438806156,0.318686675,-1.595896863,-1.386869545,-1.713010262,-0.688185065,3.259621523
60.9,7762.96,8061.41,7873.54,7876.1,0.391811716,0.238803845,2.088707217,-0.426307892,-1.65860336,1.988780999,0.412712129,0.314163011,-1.617572158,NA,-1.755874856,-0.736972802,3.133947464
61,7765.79,8063.64,7875.61,7878.41,0.383127412,0.328515512,2.007164693,-0.505845406,-1.699571809,1.959988974,0.399198017,0.362141299,-1.960442796,NA,-1.61110812,-0.808977975,3.109240845
61.1,7769.23,8065.08,7878.18,7880.72,0.357280906,0.29603805,2.507017914,-0.367976785,-1.725934956,1.926358498,0.359708985,0.345100044,-1.117547477,-1.151405744,-1.543516209,-0.838941112,3.06220665
61.2,7774.56,8067.28,7880.92,7883.03,0.412039755,0.297043002,1.972806333,NA,-1.660533591,2.027124189,0.389175903,0.344607041,NA,-1.387998311,-2.092720645,-0.765896748,3.218880467
61.3,7776.87,8070.72,7882.82,7885.35,0.413842359,0.230705597,1.794906107,-1.184909724,-1.615357815,2.005062587,0.392167004,0.320917549,-1.745757721,NA,-1.706839655,-0.773865213,3.176146562
61.4,7779.48,8074.4,7884.92,7887.66,0.398356489,0.285492601,2.031328571,-1.097604329,-1.709957757,1.907021545,0.376989705,0.307030926,NA,-2.324539663,-1.471754794,-0.81839702,3.13319736
61.5,7781.85,8077.68,7887.29,7889.97,0.426113579,0.120114603,2.394998582,-1.730378469,-1.542304204,2.048977989,0.414729801,0.280533167,-1.766002361,-1.179182336,-1.927370363,-0.766312627,3.253641294
61.6,7783.72,8080.37,7890.02,7892.28,0.480353746,0.195332575,1.957342836,-0.800752317,-1.453591216,2.158168321,0.443592532,0.241872157,-1.523785279,NA,-1.951920074,-0.6171728,3.346955092
61.7,7785.32,8081.9,7891.7,7894.59,0.490284598,0.168112232,2.740105126,NA,-1.445372555,2.175672106,0.473108247,0.238834303,-1.735421456,NA,NA,-0.559730087,3.408300172
61.8,7787.44,8083.02,7894.34,7896.9,0.47569181,0.207407961,2.129359329,-1.087453772,-1.529089063,2.132543935,0.491610774,0.283084416,-1.538896749,-2.342602104,-2.781934798,-0.586073007,3.470637414
61.9,7790.24,8086.36,7897.18,7899.22,0.438123459,0.307956689,1.935333249,-1.53851788,-1.730995065,1.930467525,0.421861827,0.218114257,-1.413158323,NA,-1.952025174,-0.705866895,3.320699106
62,7791.78,8088.37,7899.82,7901.53,0.435019476,0.218582418,2.232635849,-1.309880553,-1.670897891,1.985336077,0.370364642,0.227174316,-1.691269075,NA,-2.033691756,-0.845174581,3.17708739
62.1,7797.83,8092.75,7904.29,7907.05,0.468307178,0.140141906,2.016630072,-0.685315123,-1.605487706,2.032607146,0.411485439,0.298764917,-1.600468195,-1.957979547,-1.982803131,-0.825527017,3.185438806
62.2,7805.73,8095.32,7910.18,7912.57,0.455990396,0.138393035,2.030134763,NA,-1.592286037,2.058904627,0.384561643,0.260768321,-1.303406803,-2.103277303,-1.712070677,-0.836126737,3.108261522
62.3,7810.58,8095.97,7915.37,7918.09,0.451715672,0.250442593,2.09787852,NA,-1.604915719,2.064466726,0.395605602,0.289823628,NA,NA,-1.753611427,-0.85221218,3.086809213
62.4,7815.6,8096.62,7920.46,7923.62,0.448133405,0.257678575,2.001690287,-0.709965389,-1.65275385,2.011501988,0.423024756,0.256580065,NA,NA,-1.734399743,-0.749583556,3.271858222
62.5,7819.69,8097.28,7925.82,7929.14,0.452581305,0.328200319,2.005359153,-0.583377778,-1.694364098,1.98588545,0.430459069,0.305166697,-1.561955984,-1.74216381,NA,-0.7379253,3.275550596
62.6,7821.61,8097.93,7931.73,7934.66,0.4717817,0.250652307,2.388929669,NA,-1.632119714,2.028718438,0.420734394,0.291530511,-1.686544607,NA,-1.815211216,-0.781044527,3.225946026
62.7,7822.89,8098.58,7937.54,7940.18,0.441989318,0.265834245,2.098466444,-0.148998121,-1.724717251,1.908858997,0.391895634,0.322783057,-1.317207185,-2.537315273,-2.537315273,-0.815175967,3.211126352
62.8,7824.13,8100.75,7943.82,7945.7,0.408402788,0.285099394,2.058055067,-0.594760753,-1.819766937,1.767044991,0.410787685,0.323247287,-1.456028455,-1.617879275,-1.729029727,-0.858260206,3.083116452
62.9,7827.58,8105.44,7949.97,7951.23,0.454913594,0.291567868,2.169157785,-0.496256265,-1.682098372,1.956922201,0.395214283,0.224189965,-1.434990461,NA,-2.045322979,-0.819644246,3.087985666
63,7831.17,8109.92,7954.78,7956.75,0.469256249,0.25608503,2.175272608,-1.510057313,-1.664874281,1.970812502,0.4233216,0.276057544,NA,NA,-1.744523073,-0.758225271,3.291577251
63.1,7833.06,8114.15,7959.93,7962.27,0.502034406,0.193717222,2.199602831,-1.926856709,-1.491223511,2.149736082,0.416648916,0.266694744,-1.374057647,-1.742034433,-1.813390341,-0.768266797,3.255671348
63.2,7835.24,8117.87,7965.91,7967.79,0.561952267,0.235464112,2.209865133,NA,-1.370773485,2.252470508,0.457870602,0.2914284,-1.717634328,-1.547883247,-2.204300901,-0.660447435,3.30350057
63.3,7837.55,8126.58,7972.04,7973.32,0.569035922,0.193689391,2.027765246,-0.850850369,-1.436084893,2.192859758,0.521912573,0.251052288,-1.601754042,-1.908944347,-2.754042387,-0.528579726,3.554696488
63.4,7839.32,8135.38,7975.77,7978.84,0.54178052,0.236933016,2.132832114,NA,-1.465809355,2.127057342,0.483832625,0.335047134,-1.979434551,-1.791444069,-2.183554534,-0.641091881,3.412344231
63.5,7841.07,8144.7,7980.97,7984.36,0.570121659,0.31003435,2.077850003,NA,-1.607664646,2.027702239,0.477221824,0.359276497,-2.073514695,NA,-2.124667218,-0.674457854,3.30093108
63.6,7843.09,8149.72,7986.25,7989.88,0.519819222,0.262277407,2.300889374,-1.334030256,-1.553290861,2.065050214,0.480266925,0.350732698,NA,NA,-1.846646329,-0.708015857,3.231942104
63.7,7846.02,8157.3,7991.46,7995.4,0.5463579,0.301029996,2.33964444,-0.769007871,-1.523893992,2.085702071,0.463232103,0.364010283,NA,NA,-2.05283817,-0.741083112,3.184634456
63.8,7848.21,8169.81,7996.75,8000.93,0.5371872,0.315614794,1.964656541,-1.785329835,-1.619532378,2.014801541,0.466469289,0.289810484,-1.613801179,NA,NA,-0.677388301,3.309724384
63.9,7850.52,8182.75,8002.06,8006.45,0.548288953,0.312288509,2.087677751,-0.527287864,-1.503584358,2.161236724,0.504138142,0.400869234,-1.538496395,-1.68865192,-2.397167242,-0.663110787,3.385195908
64,7852.77,8195.02,8007.86,8011.97,0.57872418,0.247498774,2.078029833,-1.62838893,-1.411845975,2.220883503,0.492536332,0.268588751,-1.792558437,-1.803023871,-2.00083438,-0.606084146,3.379033647
64.1,7860.92,8196.28,8012.93,8017.75,0.582669379,0.220189696,2.199791218,NA,-1.398361303,2.21994498,0.503913339,0.321710384,-1.375708874,NA,-1.777970257,-0.628527344,3.370747004
64.2,7866.13,8197.59,8021.21,8023.53,0.571727826,0.245590227,2.100920073,NA,-1.45179548,2.179542429,0.495629785,0.224664558,-1.420108936,-2.176431749,NA,-0.596709097,3.456467213
64.3,7874.35,8201.86,8027.93,8029.31,0.618100568,0.18644971,2.117187206,NA,-1.372054498,2.229452011,0.49705742,0.313520838,-1.689834168,-1.70793239,-2.079000252,-0.649961927,3.332073403
64.4,7882.23,8204.6,8034.75,8035.09,0.590963662,0.264500356,2.360360542,-0.855438873,-1.375379241,2.265223419,0.514286499,0.331869697,-1.783828383,NA,-1.916453949,-0.6056175,3.338431139
64.5,7891.07,8209.2,8041.09,8040.87,0.615709934,0.228321627,2.488182722,NA,-1.338971735,2.261244085,0.522993657,0.31782038,-1.438420629,-2.309325933,-2.225005047,-0.553273918,3.398419673
64.6,7897.81,8213.49,8047.42,8046.65,0.632292686,0.191014047,2.133501338,-1.187135992,-1.268642946,2.330160607,0.537738123,0.357042261,-1.462072318,NA,-2.311916793,-0.540328536,3.383481547
64.7,7903.2,8218.68,8052.23,8052.43,0.646040052,0.201044541,2.023572249,-1.7254449,-1.219953337,2.385493922,0.593105892,0.306105856,NA,NA,NA,-0.423138824,3.574040941
64.8,7906.51,8224.37,8057.98,8058.21,0.604786749,0.267887943,1.91844416,-0.737060054,-1.413408551,2.221705367,0.565879061,0.263682778,-1.538390911,-1.663329648,-2.140450903,-0.43672744,3.51445354
64.9,7910.51,8228.4,8063.9,8063.99,0.604804309,0.285761827,2.431339206,-0.731762518,-1.407004418,2.2139913,0.496217426,0.390304354,-1.54113856,-1.516314976,-2.143198551,-0.689610808,3.46559368
65,7914.67,8232.93,8069.36,8069.77,0.630965094,0.255193907,1.969821401,NA,-1.366772674,2.249028793,0.552756745,0.292123483,-1.484609276,-1.804944427,-1.868613507,-0.55112491,3.434048298
65.1,7918.18,8238.86,8075.01,8075.55,0.578598596,0.311412031,1.903386465,-0.569303868,-1.520571064,2.09989444,0.549907493,0.344813612,-1.404149249,NA,-1.835947525,-0.582084881,3.502289988
65.2,7923.11,8243.96,8081.04,8081.33,0.59032074,0.219725056,2.425964491,NA,-1.420144694,2.215400487,0.552903513,0.288502184,-1.970250662,NA,-2.034708651,-0.536487574,3.435632873
65.3,7925.78,8252.05,8086.53,8087.11,0.560964546,0.276303908,2.194147672,NA,-1.451663415,2.202674197,0.538705759,0.320223846,-1.673294027,NA,NA,-0.548506465,3.427023131
65.4,7932.37,8257.05,8092.28,8092.89,0.592484814,0.283606104,2.020800257,-1.084088581,-1.449417724,2.207512322,0.541566399,0.351336435,-1.480345179,-1.86569606,-1.93264285,-0.559977872,3.357644039
65.5,7934.83,8264.73,8096.94,8098.67,0.603739431,0.203221752,1.907915985,-0.667812022,-1.391576606,2.26254254,0.519012621,0.270001509,-1.571941635,-1.756806818,-2.085275062,-0.572985261,3.485268444
65.6,7938.62,8271.98,8101.92,8104.44,0.637777275,0.220115531,2.567980959,-0.801632346,-1.324712634,2.312715988,0.528650746,0.291580019,-2.607301806,-1.712037156,-1.933885906,-0.578927812,3.481665587
65.7,7941.37,8281.86,8108.42,8110.22,0.636228887,0.357425574,1.93808043,-0.807236224,-1.485336273,2.161674745,0.521249618,0.319186666,-1.442509919,NA,-2.097815422,-0.58827657,3.468101829
65.8,7944.68,8295.04,8113.89,8116,0.610485766,0.202862979,2.098682174,-0.881064702,-1.335086694,2.307793216,0.557093487,0.356118749,-1.569687057,-2.040734164,-2.34176416,-0.544444464,3.504163741
65.9,7946.2,8305.95,8118.31,8121.78,0.628300089,0.20445037,2.131274868,NA,-1.322439581,2.322471329,0.587657285,0.24262846,-1.869753082,-2.107992248,-2.161237759,-0.430794096,3.61763714
66,7948.06,8318.74,8124.48,8127.56,0.569262872,0.268904858,2.28487615,-0.652052848,-1.392957013,2.218529081,0.559572125,0.361584159,-1.487524015,-2.332622055,-1.911616742,-0.56129095,3.348804874
66.1,7959.58,8320.69,8128.85,8133.21,0.596499127,0.319687735,2.212063083,-1.035848425,-1.47774079,2.147885517,0.53421257,0.381462812,-1.612612976,-1.413778589,-1.973640901,-0.577899453,3.414943188
66.2,7969.76,8323.16,8135.11,8138.85,0.636066145,0.190024812,2.076427759,NA,-1.304188515,2.315357977,0.525056949,0.301917052,-1.952631025,-2.58465424,-1.982594249,-0.576414145,3.419561328
66.3,7979.94,8324.86,8142.2,8144.5,0.626767379,0.294727703,2.10425143,-1.265702033,-1.391622779,2.266987161,0.543792039,0.3441624,-1.497275286,NA,-2.446122764,-0.574790705,3.404596045
66.4,7988.02,8326.64,8149.56,8150.14,0.623901905,0.254430033,2.039923755,-1.204119983,-1.320049626,2.322241075,0.552590332,0.311530575,-1.544363382,NA,-2.292551409,-0.531921548,3.437487455
66.5,7994.65,8328.5,8154.72,8155.79,0.619804877,0.295131168,2.293895897,-0.712356853,-1.405576982,2.257464752,0.519386973,0.357206511,-1.583632118,-1.953743033,-2.035929789,-0.612308212,3.461821238
66.6,8000.1,8330.48,8160.31,8161.43,0.61643237,0.312062625,2.187806877,-0.403940719,-1.423175592,2.226680879,0.540136623,0.314389177,-2.398413526,NA,-2.16105261,-0.560324057,3.400269984
66.7,8002.86,8332.32,8166.69,8167.07,0.646298287,0.225618223,2.261686868,NA,-1.258505481,2.384275684,0.568270862,0.338230237,-1.947463428,-1.702549375,-2.05100402,-0.527282463,3.458919817
66.8,8009.51,8334.76,8173.47,8172.72,0.61145323,0.281606313,2.153397018,-1.06669855,-1.40847851,2.241629538,0.585723073,0.274714174,-1.829163881,NA,-2.169702418,-0.457370689,3.460671051
66.9,8013.11,8337.23,8178,8178.36,0.615407523,0.352182518,2.019747317,NA,-1.424990088,2.223009151,0.544093862,0.289609992,-1.849056996,-1.46699375,-1.948759909,-0.542692159,3.560898835
67,8017.78,8340.04,8183.23,8184.01,0.538976006,0.254534357,2.701456563,-0.920502789,-1.516671022,2.111865917,0.539617365,0.300281714,-1.849103859,-1.861003082,-2.162033078,-0.573033272,3.449826247
67.1,8023.91,8343.74,8190,8189.65,0.576085696,0.284067944,2.013782501,-0.895434428,-1.340961957,2.305166616,0.502242306,0.347765856,-1.791284266,NA,-2.16694788,-0.625400028,3.360121258
67.2,8027.93,8345.83,8196.03,8195.3,0.608383421,0.34548205,2.027018843,-0.709767937,-1.333113098,2.293725493,0.550217758,0.35752126,-1.592285108,-1.862646283,-2.183879665,-0.534068077,3.552466644
67.3,8029.34,8348.75,8202.06,8200.94,0.555810737,0.274101588,2.060487986,-1.237781773,-1.391949645,2.257196308,0.551835068,0.398279965,-1.863152849,-1.526407301,-2.261092857,-0.561728788,3.415804436
67.4,8029.94,8353.83,8208.76,8206.58,0.582256331,0.16298209,2.16560776,-0.91760237,-1.275224813,2.369728397,0.545625375,0.313170394,-1.353646996,-1.413130511,-2.052617001,-0.538135693,3.459918127
67.5,8030.63,8358.66,8215.21,8212.23,0.563638744,0.360046948,2.058415442,NA,-1.454080828,2.169568215,0.535227532,0.299084752,-1.661362631,-1.560201741,-2.300564431,-0.523514892,3.502492009
67.6,8032.88,8363.69,8220.85,8217.87,0.646598869,0.16702596,2.031455438,NA,-1.301152315,2.306934739,0.517702825,0.282490792,-1.75131577,-1.450285775,-2.333172376,-0.588844955,3.429444498
67.7,8036.42,8368.88,8225.93,8223.52,0.602755669,0.267106393,2.41544327,-0.880330416,-1.410769411,2.20573497,0.518525112,0.226976961,-1.587727714,NA,-2.209682534,-0.560432761,3.386880913
67.8,8039.76,8374.53,8232.56,8229.16,0.609165083,0.318420659,2.020004289,-1.011993115,-1.45997299,2.178505369,0.517051554,0.280026692,-1.535135821,NA,-2.116006513,-0.560861215,3.433612555
67.9,8042.99,8379.63,8238.89,8234.81,0.622259254,0.247335435,2.020951999,-0.683755464,-1.421866386,2.219470045,0.515187253,0.272156949,-1.820037172,-1.615917189,-2.820037172,-0.598098327,3.339768346
68,8045.31,8385.86,8245.34,8240.45,0.5991112,0.251811973,2.045436044,NA,-1.418312567,2.205392866,0.520530645,0.282416347,-1.8255759,-1.590565705,-1.8255759,-0.615776771,3.261112001
68.1,8058.74,8389.44,8255.55,8249.81,0.620971236,0.282068292,2.093843988,-0.83223413,-1.364438183,2.278095616,0.516463343,0.314527285,-1.932135397,-2.564158612,-2.108226656,-0.604633408,3.368426057
68.2,8078.08,8393.56,8263.91,8259.17,0.5898247,0.318095211,2.111421519,NA,-1.452892054,2.1720831,0.527772489,0.387608637,-1.581357129,-1.51871032,-2.002362442,-0.628666021,3.235535127
68.3,8100.3,8398.01,8274.03,8268.53,0.612891273,0.214861099,1.977767772,-1.426440535,-1.381799803,2.255624727,0.522643419,0.27403602,-1.578966485,NA,-1.905550586,-0.582529861,3.538590656
68.4,8116.02,8404.76,8284.16,8277.89,0.550141764,0.295932124,2.183288829,-1.403432514,-1.461186426,2.197633686,0.522070563,0.263646342,-1.403806611,NA,-2.023595369,-0.60103045,3.385937545
68.5,8126.63,8411.71,8294.23,8287.25,0.57592859,0.288227177,2.075788585,-0.72092458,-1.434720674,2.189277747,0.47077756,0.244355035,NA,-2.493632292,-2.396722279,-0.640544816,3.34836429
68.6,8140.22,8418.09,8303.44,8296.61,0.576123379,0.318005433,2.168134515,-0.570844115,-1.421067599,2.232661476,0.495749523,0.304350111,-1.656816638,NA,-2.043276829,-0.639299854,3.396376534
68.7,8149.95,8424.19,8313.1,8305.96,0.591398252,0.266232614,2.127528868,-0.723345631,-1.473067035,2.1813542,0.479794608,0.274890787,-1.553374004,NA,-2.044735697,-0.67430541,3.366420655
68.8,8159.18,8428.89,8322.25,8315.32,0.622430597,0.135416194,2.356912396,-0.952227218,-1.335232364,2.279312063,0.476545736,0.307969201,-2.029789471,-1.51790611,-1.786751422,-0.713524268,3.172791838
68.9,8172.09,8435.38,8331.93,8324.68,0.611464688,0.086151495,2.15362899,-0.850911975,-1.251858172,2.355116785,0.554266013,0.141349027,-1.498757957,-1.629373827,-2.154799761,-0.496934205,3.403251923
69,8185.41,8439.31,8341.76,8334.04,0.553661747,0.308764442,2.325457019,-1.31481828,-1.400942524,2.27645035,0.535178797,0.35226822,-1.680470528,NA,NA,-0.606616157,3.305289899
69.1,8195.25,8445.39,8351.05,8343.4,0.521552326,0.276692324,2.216988517,NA,-1.4690062,2.184827682,0.464347564,0.307652592,-1.490134129,-2.247096081,-2.791164125,-0.64200544,3.320250013
69.2,8203.8,8455.28,8361.01,8352.76,0.496217494,0.285805295,2.086117697,-0.688830373,-1.52448301,2.125641017,0.431207302,0.259011075,-1.404666873,-1.578118036,-2.142389466,-0.746688027,3.223235548
69.3,8216.79,8462.16,8369.67,8362.12,0.473646783,0.221651298,2.037104566,-0.369294827,-1.610514987,2.038179043,0.473317596,0.291574664,-1.567238551,NA,-2.449478399,-0.667544183,3.295431579
69.4,8227.53,8471.47,8378.7,8371.48,0.438605355,0.186391216,1.9999324,-0.795880017,-1.558492569,2.121952836,0.393383601,0.297696157,-2,NA,-1.768050923,-0.812441468,3.184766187
69.5,8235.03,8486.14,8386.66,8380.84,0.462844156,0.145601937,2.075786996,-0.744523073,-1.562696016,2.085171089,0.418348025,0.284013881,-2.128614639,-2.304705898,-1.857547867,-0.736489335,3.293092421
69.6,8245.02,8501.64,8395.08,8390.2,0.452439685,0.29249322,2.459741561,-0.38853254,-1.641092767,2.025209293,0.392556487,0.257571485,-1.40927849,-1.395490206,-1.520428942,-0.837426531,3.120465604
69.7,8250.28,8520.47,8402.19,8399.56,0.479719543,0.342422681,2.040046556,-0.86923172,-1.70410412,1.968891449,0.391509646,0.355503089,-1.419199406,-2.013960159,-1.712930163,-0.867500583,3.171409308
69.8,8256.7,8539.11,8409.47,8408.92,0.455128186,0.277603982,2.133585411,-0.34480892,-1.623697613,2.014060453,0.42427219,0.332744409,-1.788509702,NA,-1.773786445,-0.791628437,3.191671023
69.9,8262.27,8556.68,8417.59,8418.27,0.500931942,0.306194081,2.144531363,-0.681657029,-1.599924838,2.038180912,0.422891095,0.327328843,-1.887515005,-2.053846427,-2.15075644,-0.788929177,3.221288104
70,8266.72,8579.94,8424.5,8427.63,0.489059986,0.337118772,2.0625478,-0.798354636,-1.625300756,1.9857364,0.45046177,0.261224974,-1.812682901,-1.218176047,-1.996327298,-0.716278104,3.230118348
70.1,8279.86,8582.7,8432.6,8436.06,0.563227391,0.274026761,2.05372793,NA,-1.392765533,2.216671885,0.503547667,0.335317139,-1.471754794,NA,-2.449478399,-0.597309318,3.345159367
70.2,8295.76,8588.5,8442.62,8444.49,0.584853834,0.161157684,2.227069367,-0.824586796,-1.365744902,2.260478753,0.477682057,0.356201931,-1.648019432,-1.81908989,-1.86651454,-0.686387558,3.223508467
70.3,8309.27,8596.7,8451.37,8452.92,0.575746062,0.217706945,2.115213585,-0.54813554,-1.428436816,2.212808005,0.505600632,0.220177643,-1.43264866,NA,-1.888580616,-0.58998588,3.453347008
70.4,8315.52,8599.43,8461.87,8461.35,0.633781839,0.297676354,2.170174257,-0.883494431,-1.392399297,2.233211817,0.517673578,0.288177574,-1.470751712,NA,-1.451229572,-0.61232235,3.482337298
70.5,8323.54,8607.08,8472.44,8469.78,0.617516427,0.281570348,2.086052085,-0.801179484,-1.362760852,2.250650987,0.56400085,0.308973354,-1.945609247,-1.749314602,-1.083137111,-0.537876162,3.538558938
70.6,8331.37,8612.29,8482.4,8478.2,0.584202457,0.223114915,2.334535098,NA,-1.564386689,2.060757475,0.554180076,0.29460203,-1.608279112,NA,-0.803144372,-0.574442726,3.297514425
70.7,8337.14,8619.37,8491.77,8486.63,0.595418716,0.298615006,2.526945787,NA,-1.460400345,2.214237499,0.53396964,0.336841376,-1.65732908,NA,-0.922643523,-0.696733603,3.289089735
70.8,8345.79,8626.41,8500.88,8495.06,0.578928975,0.323729886,2.115959175,-1.558426194,-1.414783184,2.230563164,0.505311832,0.329976947,-1.530442002,NA,-1.643798866,-0.630966473,3.39684074
70.9,8351.89,8633.61,8511.12,8503.49,0.595813067,0.287809626,2.225298091,-0.850493072,-1.438007667,2.207176708,0.518234662,0.286918254,-1.681734474,-1.930735469,-1.878029119,-0.587736015,3.375774973
71,8356.15,8643.91,8520.37,8511.92,0.596426725,0.423188164,2.249697403,NA,-1.403833163,2.186407187,0.5190457,0.404290994,-1.390738904,-1.654785334,-1.319675549,-0.648190191,3.269971911
71.1,8361.44,8654.01,8528.27,8520.35,0.59902219,0.321001077,2.154255126,-1.312118968,-1.385471085,2.238060899,0.55956888,0.429369093,-2.027260949,-2.3475961,-1.60365895,-0.557365212,3.356541662
71.2,8367.31,8663.27,8536.04,8528.78,0.636897638,0.218426768,2.114015523,NA,-1.308458994,2.370666805,0.548763166,0.352497795,NA,NA,-2.347418728,-0.600282279,3.328146877
71.3,8373.06,8673.15,8546.18,8537.2,0.605628977,0.187634649,2.180473977,-1.995635195,-1.405707896,2.212142907,0.560757857,0.247057631,-1.580069223,NA,-1.74279652,-0.514707517,3.369123198
71.4,8378.47,8686.49,8554.75,8545.63,0.603847585,0.27919436,2.295707207,-0.707430554,-1.400390824,2.257379609,0.531457209,0.298080352,-1.484454585,-1.943092434,-2.169488812,-0.576735559,3.33459647
71.5,8381.41,8703.42,8563.13,8554.06,0.60150429,0.29769042,2.280042212,NA,-1.343521049,2.305185741,0.542300364,0.338016886,-1.372781702,-1.593351232,-1.834795538,-0.59012796,3.362708381
71.6,8383.75,8717.81,8571.33,8562.49,0.537053926,0.223076149,1.983882105,-0.511201044,-1.420453971,2.245562333,0.615624975,0.280061858,-1.516747795,-2.419837782,-2.204237981,-0.386681352,3.575943357
71.7,8388.01,8734.72,8578.98,8570.92,0.454345584,0.176598909,2.002423975,-0.574031268,-1.500193127,2.157628045,0.536574037,0.278410421,-1.618133866,-1.95630567,-1.713267621,-0.538196777,3.328870116
71.8,8390.06,8748.61,8586.79,8579.35,0.495392339,0.178347339,1.955096471,-0.641827118,-1.448102176,2.199601884,0.441218034,0.325744883,-1.553224568,-1.241291209,-1.538746745,-0.694082794,3.166685007
71.9,8391.61,8763.25,8595.03,8587.78,0.50750045,0.21907994,1.933515022,NA,-1.504413692,2.136826098,0.521854833,0.270797144,-2.343572695,NA,-1.769541428,-0.567007246,3.409146387
72,8394.21,8780.6,8603.54,8596.2,0.539775514,0.196355475,2.037451092,-0.610847572,-1.413581295,2.252211598,0.513472902,0.247607977,-1.431519901,-1.791144612,-2.08262929,-0.544870148,3.400958379
72.1,8406.73,8784.37,8607.5,8600.71,0.51301157,0.292725833,2.159478071,NA,-1.501069641,2.128380668,0.518199738,0.342346749,-1.802189491,NA,-2.072550667,-0.606918526,3.380846524
72.2,8413.24,8787.63,8612.6,8605.21,0.490277717,0.286977301,2.009966048,-0.828025307,-1.589406842,2.065138484,0.4813185,0.313671476,-1.267538376,NA,-1.959774998,-0.618731973,3.341491007
72.3,8417.12,8792.17,8618.51,8609.72,0.532829777,0.2469898,2.144902543,-1.169785602,-1.439520316,2.155713465,0.492443013,0.289197674,-2.047738313,NA,-1.989746366,-0.605887618,3.298077296
72.4,8419.57,8796.04,8623.64,8614.22,0.542513055,0.341533784,1.844642041,-0.935853036,-1.406834737,2.192479534,0.551921884,0.396671605,-2.114944416,-2.093755117,-2.415974411,-0.535363107,3.361884975
72.5,8422.88,8799.55,8627.58,8618.72,0.555319205,0.391440962,1.915968279,-1.420255883,-1.415809167,2.220643997,0.546540096,0.405748188,-1.474248293,NA,-1.853506089,-0.549433702,3.426781925
72.6,8426.33,8803.4,8631.62,8623.23,0.528176564,0.261617902,2.130663254,-0.635743105,-1.489580723,2.188228569,0.54804501,0.45285056,-1.616116056,NA,-2.049771617,-0.61154517,3.285460349
72.7,8428.98,8804.55,8636.15,8627.73,0.492769804,0.247822022,2.098123625,-0.88202405,-1.537806582,2.113819541,0.500069803,0.296078702,-1.593356404,-1.861218036,-1.790636962,-0.600077411,3.26847938
