Continent,Country,Region,Location,SiteName,Feature,FeatureID,Type,Interpretation,Latitude,Longitude,Altitude_masl,MapID,Section_depth_m,Core_Depth_cm_as_published,Core_Depth_cm_min,Core_Depth_cm_max,Core_Depth_cm_mid,Material_dated__and_stratigraphic_position,Reference,LabID,ages,ageSds,Dating_method,delta13C_ppm,calCurves,DR,DRerr,Oxcal_v4.4_2020_cal_BP,from,to,%,from,to,%,μ,σ,m,calCurves13,DR13,DRerr13,Oxcal_v4.4_SHCal13_calBP_Marine13_DR791±121,from,to,%,from,to,%,μ,σ,m,Notes
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM13,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,94.3-94.8,94.3,94.8,94.55,Aquatic moss ,Toro et al 2013 ,Poz-39074,2475,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39074,2684,2364,68.3,2703,2354,95.4,2516,107,2489,shcal13,NA,NA,R_Date_Poz-39074,2679,2362,68.3,2701,2354,95.4,2509,107,2479,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM14,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,97.9-98.3,97.9,98.3,98.1,Aquatic moss ,Toro et al 2013 ,Poz-39075,2915,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39075,3073,2936,68.3,3152,2877,95.4,3010,70,3008,shcal13,NA,NA,R_Date_Poz-39075,3065,2944,68.3,3142,2875,95.4,2999,66,2996,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM15,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,102.3-102.5,102.3,102.5,102.4,Aquatic moss ,Toro et al 2013 ,Poz-39076,2790,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39076,2880,2778,68.3,2949,2765,95.4,2849,52,2844,shcal13,NA,NA,R_Date_Poz-39076,2873,2783,68.3,2945,2763,95.4,2843,47,2838,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM16,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,104.9-105.4,104.9,105.4,105.15,Aquatic moss ,Toro et al 2013 ,Poz-39077,2815,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39077,2936,2790,68.3,2992,2771,95.4,2876,57,2875,shcal13,NA,NA,R_Date_Poz-39077,2925,2794,68.3,2962,2775,95.4,2869,52,2867,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM17,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,100-110.5,100,110.5,105.25,Aquatic moss ,Toro et al 2013 ,Poz-39255,3210,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39255,3445,3361,68.3,3455,3255,95.4,3386,48,3391,shcal13,NA,NA,R_Date_Poz-39255,3446,3361,68.3,3476,3255,95.4,3390,51,3393,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM18,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,112.3-112.8,112.3,112.8,112.55,Aquatic moss ,Toro et al 2013 ,Poz-39080,3440,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39080,3692,3581,68.3,3825,3494,95.4,3652,69,3646,shcal13,NA,NA,R_Date_Poz-39080,3692,3589,68.3,3824,3513,95.4,3648,60,3643,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM19,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,122.1-122.5,122.1,122.5,122.3,Aquatic moss ,Toro et al 2013 ,Poz-39081,3625,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39081,3968,3838,68.3,4073,3725,95.4,3894,69,3894,shcal13,NA,NA,R_Date_Poz-39081,3962,3836,68.3,4061,3724,95.4,3884,65,3885,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM20,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,130-130.4,130,130.4,130.2,Aquatic moss ,Toro et al 2013 ,Poz-39082,4150,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39082,4802,4530,68.3,4823,4450,95.4,4656,95,4645,shcal13,NA,NA,R_Date_Poz-39082,4801,4530,68.3,4821,4450,95.4,4649,95,4634,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM21,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,140.3-140.7,140.3,140.7,140.5,Aquatic moss ,Toro et al 2013 ,Poz-39083,4770,40,14C,NA,shcal20,NA,NA,R_Date_Poz-39083,5576,5331,68.3,5583,5325,95.4,5462,81,5474,shcal13,NA,NA,R_Date_Poz-39083,5580,5330,68.3,5584,5324,95.4,5459,83,5469,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM22,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,188.3-188.5,188.3,188.5,188.4,Aquatic moss ,Toro et al 2013 ,Poz-39086,4670,40,14C,NA,shcal20,NA,NA,R_Date_Poz-39086,5458,5310,68.3,5554,5090,95.4,5382,76,5397,shcal13,NA,NA,R_Date_Poz-39086,5453,5304,68.3,5574,5083,95.4,5376,85,5396,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM23,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,190.7-191.2,190.7,191.2,190.95,Aquatic moss ,Toro et al 2013 ,Poz-39087,4680,40,14C,NA,shcal20,NA,NA,R_Date_Poz-39087,5459,5314,68.3,5567,5290,95.4,5391,68,5399,shcal13,NA,NA,R_Date_Poz-39087,5456,5310,68.3,5576,5145,95.4,5389,76,5400,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM24,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,200.2-200.6,200.2,200.6,200.4,Aquatic moss ,Toro et al 2013 ,Poz-39088,5610,40,14C,NA,shcal20,NA,NA,R_Date_Poz-39088,6395,6309,68.3,6447,6287,95.4,6360,44,6357,shcal13,NA,NA,R_Date_Poz-39088,6397,6309,68.3,6436,6288,95.4,6357,40,6355,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM25,AquaticMoss,Minimum age for deglaciation,-62.6375,-61.1083,80,23,NA,205.2-205.4,205.2,205.4,205.3,Aquatic moss ,Toro et al 2013 ,Poz-39090,6700,50,14C,NA,shcal20,NA,NA,R_Date_Poz-39090,7581,7482,68.3,7617,7428,95.4,7531,51,7531,shcal13,NA,NA,R_Date_Poz-39090,7578,7490,68.3,7610,7436,95.4,7531,44,7532,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Midge_Lake,Freshwater_lake,ML_AM1,AquaticMoss,Upper limit of cool and arid period,-62.6361,-61.0875,70,1,NA,11-Dec,11,12,11.5,Freshwater moss ,Björck et al 1991a ,Ua-1216,755,105,14C,NA,shcal20,NA,NA,R_Date_Ua-1216,730,559,68.3,902,517,95.4,667,85,662,shcal13,NA,NA,R_Date_Ua-1216,731,560,68.3,902,519,95.4,668,84,663,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Midge_Lake,Freshwater_lake,ML_AM2,AquaticMoss,Onset of cool and arid conditions,-62.6361,-61.0875,70,1,NA,20-21,20,21,20.5,Freshwater moss ,Björck et al 1991a ,Ua-1217,1340,100,14C,NA,shcal20,NA,NA,R_Date_Ua-1217,1300,1079,68.3,1369,964,95.4,1191,101,1199,shcal13,NA,NA,R_Date_Ua-1217,1300,1092,68.3,1369,975,95.4,1192,100,1200,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Midge_Lake,Freshwater_lake,ML_AM3,AquaticMoss,Age model construction,-62.6361,-61.0875,70,1,NA,56-63,56,63,59.5,Freshwater moss ,Björck et al 1991a ,Ua-1218,2635,100,14C,NA,shcal20,NA,NA,R_Date_Ua-1218,2847,2494,68.3,2919,2359,95.4,2657,144,2669,shcal13,NA,NA,R_Date_Ua-1218,2841,2491,68.3,2877,2359,95.4,2651,140,2659,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Midge_Lake,Freshwater_lake,ML_AM4,AquaticMoss,Upper limit of warm productive period,-62.6361,-61.0875,70,1,NA,77,77,NA,77,Freshwater moss ,Björck et al 1991a ,Ua-1219,2715,100,14C,NA,shcal20,NA,NA,R_Date_Ua-1219,2943,2720,68.3,3069,2470,95.4,2790,140,2801,shcal13,NA,NA,R_Date_Ua-1219,2945,2716,68.3,3062,2471,95.4,2782,140,2795,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Midge_Lake,Freshwater_lake,ML_AM5,AquaticMoss,Minimum age for deglaciation,-62.6361,-61.0875,70,1,NA,151,151,NA,151,Freshwater moss ,Björck et al 1991a ,Ua-1220,3735,250,14C,NA,shcal20,NA,NA,R_Date_Ua-1220,4412,3719,68.3,4815,3453,95.4,4083,340,4071,shcal13,NA,NA,R_Date_Ua-1220,4410,3721,68.3,4815,3453,95.4,4079,337,4066,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake_30,Freshwater_lake,L30_AM1,AquaticMoss,Minimum age for deglaciation,-62.637,-61.0922,65,3,NA,117-124,117,124,120.5,Freshwater moss ,Björck et al 1996 ,Ua-3925,4480,60,14C,NA,shcal20,NA,NA,R_Date_Ua-3925,5280,4889,68.3,5289,4873,95.4,5088,124,5083,shcal13,NA,NA,R_Date_Ua-3925,5275,4891,68.3,5288,4869,95.4,5078,124,5061,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake_22,Freshwater_lake,L22_AM1,AquaticMoss,Minimum age for deglaciation,-62.656,-61.097,50,3,NA,81-86,81,86,83.5,Freshwater moss ,Björck et al 1996 ,Lu-3464,3430,180,14C,NA,shcal20,NA,NA,R_Date_Lu-3464,3875,3410,68.3,4150,3215,95.4,3671,231,3660,shcal13,NA,NA,R_Date_Lu-3464,3869,3409,68.3,4150,3210,95.4,3666,231,3657,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake_35,Freshwater_lake,L35_AM1,AquaticMoss,Period of increased temperature and humidity,-62.6267,-61.1032,35,2,NA,163-168,163,168,165.5,Aquatic moss ,Björck et al 1993 ,Lu-3089,3480,140,14C,NA,shcal20,NA,NA,R_Date_Lu-3089,3880,3490,68.3,4086,3386,95.4,3720,182,3712,shcal13,NA,NA,R_Date_Lu-3089,3885,3510,68.3,4084,3383,95.4,3718,179,3711,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake_35,Freshwater_lake,L35_AM2,AquaticMoss,Minimum age for deglaciation,-62.6267,-61.1032,35,2,NA,205-210,205,210,207.5,Aquatic moss ,Björck et al 1993 ,Lu-3088,4600,100,14C,NA,shcal20,NA,NA,R_Date_Lu-3088,5445,5047,68.3,5567,4880,95.4,5219,162,5215,shcal13,NA,NA,R_Date_Lu-3088,5445,5045,68.3,5575,4880,95.4,5213,161,5206,NA
