filename,position_mm,section_depth_mm,strat_depth_cm,sample_surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,TSN_SUM,Mg_%TSN,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,Cr_inc,Cr_coh,inc&coh,SUM,SUM,SUM&REE,LnK_Ti,LnCa_Ti,LnSr_Ti
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000035.spe,410,70,7,6.65,1,0.018548,-0.012284,0.010374,0.119708,7885,1.37,4.079508493,0,0,0.761871013,0,0.024362155,0,0.837172218,3.056343019,23.99893692,0.190467753,12.91194189,0.414156627,0,28.17593905,0,0,0.186038271,0.059798016,0.044294826,0,0,0,0.181608788,1.083008505,0.042080085,0.365432318,0.323352232,0,0,0.230333097,0.188253012,0.163890858,0.885896527,0.279057406,0,0.011073707,0,0.31892275,0.108522325,0.445163005,0.121810773,0.057583274,0,0.019932672,0,6.19906095,18.31369596,24.51275691,100,95.37562013,98.18612686,-1.440933501,0.619856924,-2.47840979
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000036.spe,412,72,7.2,6.67,1,0.018549,-0.012284,0.010374,0.119708,7869,1.89,3.957697642,0,0.028473804,0.681181006,0,0.028473804,0.054757316,0.865165586,2.880234799,23.2171018,0.238741896,11.85386368,0.363588575,0.770983003,28.52856142,0,0,0.159891361,0,0.072279657,0,0,0,0.127036972,1.130190994,0.148939898,0.219029262,0.357017698,0,0.247503066,0.236551603,0.096372875,0.251883652,1.016295777,0.105134046,0,0,0,0.462151743,0,0.457771158,0,0.120466094,0.013141756,0,0,6.551165236,18.71605046,25.2672157,100,94.29428772,97.04091467,-1.414782045,0.672235291,-2.350267224
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000037.spe,414,74,7.4,6.68,1,0.018546,-0.012284,0.010406,0.119708,7983,1.66,3.920515395,0,0,0.764010414,0,0.02347518,0,0.851508814,3.015493619,21.63131162,0.239020018,11.85283196,0.460967177,0.650902727,28.74429126,0.271031627,0.051218575,0.160058048,0.202740194,0,0,0.046950361,0,0.098168936,1.047846686,0,0.486576465,0.309445559,0,0.32438431,0.217678945,0.05548679,0.179265013,1.105467583,0.311579666,0.029877502,0.24542234,0,0,0.053352683,0.54633147,0.271031627,0.24542234,0,0,0,6.39378548,19.113065,25.50685048,100,93.51871612,96.77963208,-1.368803285,0.601575054,-2.42582954
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000038.spe,416,76,7.6,6.7,1,0.018546,-0.012284,0.010406,0.119708,8237,1.48,4.073968943,0,0,0.813557933,0,0,0,0.733636624,3.178408951,23.05217427,0.256158039,12.34271896,0.543055043,0,29.40489364,0.057379401,0,0.131152916,0.108611009,0,0,0,0,0.030738965,0.993893192,0.168039674,0.434444035,0.315586704,0,0.715193246,0.354522726,0,0,0.606582237,0.338128612,0,0.0286897,0.061477929,0.116808066,0.016394115,0.346325669,0.086069101,0.141399238,0.012295586,0.043034551,0.022541907,7.51465224,17.03143571,24.54608795,100,95.21291856,97.30931596,-1.35668559,0.624693762,-2.519191862
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000039.spe,418,78,7.8,6.72,1,0.018546,-0.012284,0.01043,0.119708,8294,1.51,4.441519167,0.016020506,0.024030759,0.907161166,0,0,0,0.770986863,3.025873118,23.56616469,0.24431272,12.05142583,0.176225569,1.231576418,28.69072413,0.204261455,0.150192246,0.170217879,0.026033323,0,0,0.01201538,0.090115348,0.066084588,1.205543095,0.166212752,0.26233579,0.214274271,0,0.682874079,0.264338353,0,0.354453701,1.127443127,0.212271708,0.062079462,0.164210189,0.330422941,0.048061519,0.174223005,0.290371676,0.192246075,0.144184556,0.044056392,0.062079462,0.060076898,5.118551746,17.39626722,22.51481897,100,92.60853893,95.97284524,-1.381983295,0.670629005,-2.302252812
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000040.spe,420,80,8,6.73,1,0.018546,-0.012284,0.01043,0.119708,8347,1.42,4.371737411,0,0.014071483,0.908615768,0,0.020102119,0,0.775941784,3.3851968,24.1707876,0.088449323,12.02106702,0.375909621,0.038194026,29.44357335,0.158806738,0.028142966,0.219113095,0.044224661,0.028142966,0,0.014071483,0,0.114582077,1.067422506,0.138704619,0.305552205,0.162827162,0,0.570900173,0.361838138,0,0.182929281,0.892534073,0.361838138,0,0.176898645,0,0.142725043,0.044224661,0.45028746,0.116592289,0.227153942,0.024122543,0,0.050255297,6.155268765,16.71893218,22.87420094,100,94.55835645,97.51537812,-1.267248652,0.698484084,-2.421413826
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000041.spe,422,82,8.2,6.76,1,0.018549,-0.012284,0.01043,0.119708,8330,1.32,4.434708059,0.030524409,0,0.899452596,0,0,0.022384567,0.781424879,3.207097943,24.01457032,0.252335117,13.01357319,0.044769134,0.525019841,29.67990069,0.150587086,0.071223622,0.079363464,0,0,0,0.018314646,0,0.181111495,1.210801571,0.215705826,0.35815307,0.217740787,0,0,0.138377322,0.411062046,0.409027085,0.724445982,0.156691968,0,0,0.19535622,0,0,0.175006614,0,0.044769134,0.040699212,0.105817952,0.075293543,5.663295415,16.88610325,22.54939867,100,95.2300523,97.48478867,-1.400626444,0.612667839,-2.374710308
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000042.spe,424,84,8.4,6.77,1,0.018548,-0.012284,0.010413,0.119708,8633,1.4,4.557335211,0,0.028965917,0.965530559,0,0.009655306,0.0347591,0.753113836,3.284734962,24.02626243,0.200830356,12.16761611,0.297383412,1.187602588,30.06082843,0.193106112,0.044414406,0.164140195,0.150622767,0,0,0,0.063725017,0.067587139,1.01960027,0.243313701,0.337935696,0.20662354,0,0.392005407,0.208554601,0,0.154484889,0.74345853,0.133243217,0.067587139,0.028965917,0.152553828,0,0.021241672,0.25876219,0,0.08689775,0.021241672,0.102346239,0.177657623,6.06160085,15.88104664,21.94264748,100,94.17591967,96.0316694,-1.309492038,0.680369495,-2.479367346
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000043.spe,426,86,8.6,6.78,1,0.018547,-0.012284,0.010506,0.119708,8711,1.38,4.539580249,0,0.030693677,1.041666667,0,0.021101903,0.042203806,0.711709638,3.132673419,24.42641191,0.222529159,13.20595457,0.067142419,0,30.10857888,0.105509515,0.013428484,0.138121547,0.120856354,0.015346839,0,0,0.040285451,0.026856967,1.139502762,0.120856354,0.360650706,0.31461019,0,0.090162676,0.084407612,0.289671578,0.391344383,0.53330264,0.216774095,0,0.170733579,0.151550031,0.138121547,0.013428484,0.26665132,0.049877225,0.122774708,0.028775322,0.017265193,0,5.601596071,16.42687231,22.02846839,100,95.89663904,98.32527624,-1.438781064,0.61499717,-2.450075838
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000044.spe,428,88,8.8,6.79,1,0.018547,-0.012284,0.010543,0.119708,8627,1.38,4.506275426,0,0.023049884,1.056453007,0,0.009604118,0.051862239,0.754883694,3.321104089,23.90465031,0.401452143,12.08005993,0.351510728,0.211290601,30.20111024,0.24202378,0,0.192082365,0.161349187,0.040337297,0,0.023049884,0,0.105645301,1.148652542,0.053783062,0.176715776,0.270836135,0,0.582009566,0.230498838,0,0.170953305,0.793300167,0.272756958,0.024970707,0.136378479,0,0,0.015366589,0.411056261,0.084516241,0.176715776,0.072991299,0.055703886,0,5.468584929,16.72269069,22.19127562,100,94.54294001,96.85945333,-1.291258869,0.68251686,-2.352966601
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000045.spe,430,90,9,6.8,1,0.018549,-0.012284,0.010567,0.119708,8881,2.32,4.482375086,0,0.040083985,1.044092384,0,0,0.017178851,0.702424127,3.193357511,24.97804925,0.253865241,12.77343004,0.34548578,0,29.78812751,0,0,0.169879748,0.116434434,0.051536553,0,0,0,0.043901508,1.05363619,0.022905135,0.454285169,0.313036839,0,0.605077305,0.160335942,0,0.066806642,0.313036839,0.341668257,0,0,0,0.240503913,0.091620538,0.509639244,0,0,0,0,0,6.230196602,16.07940447,22.30960107,100,96.07749571,97.80110708,-1.386294361,0.670630173,-2.495120016
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000046.spe,432,92,9.2,6.8,1,0.018546,-0.012284,0.010567,0.119708,8704,1.46,4.463420895,0.026838433,0.047925773,0.983436853,0,0.06326202,0.036423587,0.753393145,3.293459091,24.27152826,0.285637604,12.3322598,0.412161644,0,30.2545817,0,0,0.093934514,0,0,0,0,0.067096082,0.115021854,1.077371367,0.065179051,0.285637604,0.253048079,0,0.577026302,0.337397439,0,0,0.632620198,0.391074304,0,0,0,0.120772947,0,0.350816655,0.046008742,0.138026225,0.009585155,0.12844107,0.145694349,5.866114562,16.5382256,22.40434016,100,95.24959742,97.26631393,-1.320280169,0.67708541,-2.437694422
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000047.spe,434,94,9.4,6.81,1,0.018548,-0.012284,0.010614,0.119708,8745,1.42,4.497003425,0,0.015230842,1.043312708,0,0.02855783,0.06092337,0.708234174,3.63065207,23.20418848,0.220847216,12.29128986,0.310328415,0.89671585,30.25035697,0.068538791,0.036173251,0.180866254,0.253212756,0,0,0,0.074250357,0.041884817,0.957639219,0.12565445,0.458829129,0.295097573,0,0.237981913,0.12184674,0.076154212,0.274155164,0.873869586,0.12184674,0,0,0.009519277,0.116135174,0.038077106,0.316039981,0,0.089481199,0.097096621,0.081865778,0.156116135,4.780580676,17.45644931,22.23702999,100,94.54926226,96.58638743,-1.219478604,0.63544193,-2.55217504
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000048.spe,436,96,9.6,6.82,1,0.018546,-0.012284,0.010545,0.119708,8737,1.44,4.796602471,0,0.066286623,1.102251851,0,0.034090263,0.09658908,0.799227287,3.939319331,23.2666048,0.236737941,12.12477036,0.079543948,1.734815628,30.55434556,0.049241492,0,0.058711009,0.123103729,0,0.018939035,0,0,0.024620746,0.95642128,0.19317816,0.251889169,0.196965967,0,0.202647677,0.204541581,0.208329388,0.416658775,1.115509176,0.020832939,0,0,0,0.111740308,0.109846404,0.501884434,0.174239124,0.089013466,0.089013466,0,0,3.704475294,17.1436147,20.84809,100,93.29936933,96.25196492,-1.124242548,0.651768564,-2.539807291
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000049.spe,438,98,9.8,6.83,1,0.018547,-0.012284,0.010522,0.119708,8776,1.47,4.408787727,0,0.015128879,0.937990507,0,0.073753286,0.291230923,0.7072751,4.113164016,21.68913936,0.209913198,11.94235897,0.310142022,0.888821649,31.34703758,0,0,0.115357703,0.251517616,0,0.064297736,0,0.017019989,0.143724352,0.962574935,0.162635451,0.274210934,0.107793264,0,0.304468693,0.260973165,0,0.069971066,0.71105732,0.289339814,0,0.090773275,0,0.122922143,0.056733297,0.451975264,0.064297736,0.119139923,0.037822198,0.064297736,0.049168857,5.788687381,16.89328467,22.68197205,100,94.17159931,96.40878231,-1.065899091,0.596719988,-2.518235018
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000050.spe,440,100,10,6.83,1,0.018547,-0.012284,0.010434,0.119708,8735,1.46,4.545117322,0,0.075920056,1.036308767,0,0.034164025,0.146146108,0.812344601,4.145235067,21.84599617,0.193596143,11.95551085,0.332150246,0.766792567,31.57704937,0,0,0.093002069,0.151840112,0,0,0,0.077818058,0.142350105,0.964184713,0.1347581,0.438438324,0.235352174,0,0.394784292,0.18980014,0,0.195494145,0.772486572,0.208780154,0,0.070226052,0,0.199290147,0.110084081,0.43274432,0.064532048,0.045552034,0.056940042,0.066430049,0.032266024,5.422590013,16.57904227,22.00163228,100,94.29270978,96.58169947,-1.059232833,0.602825332,-2.517664722
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000051.spe,442,102,10.2,6.83,1,0.018551,-0.012284,0.010434,0.119708,8706,1.35,4.577713112,0,0.056089444,1.144224657,0,0,0.151441499,0.738511012,4.12444378,23.07519725,0.164529036,11.47216094,0.514153236,1.798601503,29.73488389,0.071046629,0,0.153311147,0,0.044871555,0,0,0.024305426,0.138353962,1.08065662,0.127136073,0.22996672,0.246793553,0,0.28044722,0.196313054,0.026175074,0.028044722,0.753468197,0.31036159,0.192573758,0.20005235,0,0.138353962,0,0.523501477,0.108439592,0.203791646,0.033653666,0.069176981,0,5.03496242,16.81000636,21.84496878,100,93.10660734,95.78768276,-1.022992143,0.698835016,-2.362354474
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000052.spe,444,104,10.4,6.82,1,0.018552,-0.012284,0.010434,0.119708,8454,1.34,4.66902687,0,0.015553914,0.97017537,0,0.036940545,0.118598592,0.802970798,3.563790489,26.51359023,0.32468795,10.2169771,0.143873702,1.207372555,29.36384493,0.066104133,0,0.128319788,0.104988918,0,0,0,0,0.033052067,1.353190497,0.176925769,0.318855232,0.186646965,0,0.103044679,0.178870008,0.246918381,0.266360773,0.904071237,0.190535443,0.029163588,0,0.046661741,0.157483377,0.046661741,0.495781001,0.087490765,0.141929463,0,0,0.040829024,4.322043784,17.09569545,21.41773924,100,94.03312984,96.82505736,-1.053226035,0.953606683,-2.021585623
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000053.spe,446,106,10.6,6.82,1,0.018545,-0.012284,0.010434,0.119708,8522,1.78,4.698601526,0.021259736,0.061846505,0.906437835,0,0.01159622,0.189404921,0.662917222,3.040142247,28.66585493,0.417463907,9.211263795,0.487041225,1.36448851,28.91710636,0,0,0.123693009,0.127558416,0,0,0,0,0.077308131,1.229199281,0.081173537,0.274443865,0.20679925,0,0.583676388,0.268645755,0,0,0.865851066,0.123693009,0,0.085038944,0,0.177808701,0,0.311165227,0,0.092769757,0,0.056048395,0.075375428,4.94385497,16.33907346,21.28292843,100,93.857869,95.78284146,-1.108522755,1.13527963,-2.014064094
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000054.spe,448,108,10.8,6.81,1,0.018542,-0.012284,0.010473,0.119708,8612,1.62,4.654778887,0,0.021069568,1.036239657,0,0,0.07661661,0.697211155,2.951654919,28.85764634,0.270073552,9.90844315,0.503754214,0.434799264,29.19667484,0.044054551,0.063208704,0.045969966,0.120671162,0,0,0,0,0.024900398,1.287159056,0.197287772,0.235596077,0.1130095,0,0.168556543,0.049800797,0.040223721,0.166641128,0.69529574,0.139825314,0,0.321789764,0,0.086193687,0.174302789,0.354351823,0.080447441,0,0,0.084278272,0.068954949,5.520226785,15.96307079,21.48329758,100,95.11569108,97.22456329,-1.211021235,1.068987758,-2.040949729
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000055.spe,450,110,11,6.81,1,0.018543,-0.012284,0.010477,0.119708,8705,1.64,4.576568027,0,0.035817294,0.982147907,0,0.041472656,0.107451882,0.650366656,2.987916376,28.69719306,0.352517579,8.630082757,0.2544913,0.676758346,30.18832356,0,0,0.090485796,0,0.030161932,0,0,0,0.054668502,1.183855826,0.094256037,0.092370916,0.286538353,0,0.967066941,0.213018644,0,0.060323864,0.625860086,0.226214489,0,0,0,0.167775746,0.030161932,0.288423474,0.011310724,0.064094105,0,0.041472656,0.016966087,6.458423662,15.39201086,21.85043452,100,94.98934907,96.67653213,-1.060677814,1.201545221,-1.986477334
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000056.spe,452,112,11.2,6.8,1,0.018546,-0.012284,0.010351,0.119708,8761,1.55,4.889359352,0,0.058360631,1.010956738,0,0,0.048947626,0.721036184,2.869083926,29.96536014,0.186377499,9.264279529,0.400994013,0.813283633,29.66602658,0,0,0.176964494,0.158138484,0,0,0,0,0.122369065,1.120147596,0.067773636,0.297450958,0.11295606,0,0.105425656,0.135547272,0,0.133664671,0.724801386,0.199555706,0,0.120486464,0.090364848,0.374637599,0,0.297450958,0,0.156255883,0,0.077186641,0.071538838,5.092435709,15.36014157,20.45257728,100,94.93580331,97.16856809,-1.172173305,1.173875959,-2.112705635
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000057.spe,454,114,11.4,6.83,1,0.018543,-0.012284,0.010351,0.119708,8695,2.02,5.110646785,0,0.011150344,0.93848727,0,0,0.074335625,0.64486155,2.943690764,30.19513102,0.20442297,8.88682401,0.386545252,1.810072477,28.7697454,0,0,0.063185282,0.258316298,0,0,0,0,0.198847798,1.204237131,0.094777922,0.17654711,0.345660658,0,0.7340643,0.249024345,0,0,0.892027504,0.250882736,0,0.148671251,0,0.042742985,0,0.47017283,0.144954469,0.131945735,0.076194016,0.085485969,0,4.857833117,14.70916187,19.56699498,100,93.09050362,95.42092548,-1.104905576,1.223110955,-1.998723452
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000058.spe,456,116,11.6,6.83,1,0.018541,-0.012284,0.010351,0.119708,8522,1.5,4.724074415,0,0.021445003,0.924084688,0,0,0.046789098,0.697937381,2.96720864,29.82025188,0.339220962,9.102429134,0.204702304,0.55562054,29.6720864,0.017545912,0.06433501,0.187156393,0.218349125,0.017545912,0,0,0.054587281,0.091628651,1.237961555,0.06433501,0.304129138,0.202752759,0,0.538074629,0.1150232,0,0.171560027,0.243693219,0.290482318,0,0.138417749,0,0.118922291,0.027293641,0.189105938,0,0.079931376,0.048738644,0.040940461,0.017545912,7.004717901,14.16344992,21.16816782,100,95.58622841,96.96065817,-1.120919657,1.18664644,-1.995075196
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000059.spe,458,118,11.8,6.83,1,0.018537,-0.012284,0.010322,0.119708,8724,2.42,4.758243777,0,0,0.980638187,0,0,0.14864004,0.665984595,2.845395054,31.8475764,0.14091848,9.352740189,0.160222381,0,28.54660927,0,0.083006776,0.081076386,0,0,0,0,0,0,1.108043936,0.133196919,0.357122174,0.154431211,0,0.052120534,0.021234291,0.092658726,0.233577206,0.523135726,0.083006776,0,0.494179874,0.138988089,0.347470224,0.196899793,0.117753798,0,0,0,0,0.077215605,6.256394417,14.75976295,21.01615737,100,96.28979017,98.53869467,-1.189967452,1.225291916,-2.133073128
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000060.spe,460,120,12,6.82,1,0.018544,-0.012284,0.010256,0.119708,8758,1.98,4.895379169,0,0.024739757,1.037166727,0,0,0.125601842,0.706034598,3.050602318,31.28818011,0.262622034,8.451481531,0.388223876,0.268331208,28.52493958,0,0,0.13892325,0.039964223,0,0,0,0,0.019030582,1.375911089,0.146535483,0.359678003,0.182693589,0,0.780253868,0.169372181,0,0.112280435,0.787866101,0.173178298,0,0.251203684,0,0.173178298,0,0.367290235,0,0.163663006,0.055188688,0,0.148438541,6.05362818,14.37379869,20.42742687,100,94.83700306,97.0350353,-1.019002703,1.308898639,-1.815225633
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000061.spe,462,122,12.2,6.82,1,0.018548,-0.012284,0.01021,0.119708,8612,1.49,4.707801677,0,0.019359585,0.882797073,0,0,0.090990049,0.675649514,3.023967166,29.31234754,0.336856778,9.646881171,0.38525574,0.127773261,29.68017966,0.054206838,0,0.096797925,0.224571185,0.009679792,0,0,0,0.114221551,1.182870639,0.214891393,0.3078174,0.379447865,0,0,0.127773261,0.104541759,0,0.416231076,0.365896155,0,0,0,0.065822589,0,0.516900918,0.127773261,0.18004414,0.013551709,0.030975336,0.042591087,6.758431099,14.48290549,21.24133659,100,95.75444302,97.65942618,-1.160065068,1.111374177,-2.098690439
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000062.spe,464,124,12.4,6.81,1,0.01855,-0.012284,0.010163,0.119708,8552,1.6,4.585486186,0,0.037168176,0.921379526,0,0,0.058686594,0.856824273,2.877599327,29.34916567,0.381462861,9.086640975,0.373637982,0.579041061,29.30808506,0,0.09976721,0.131066727,0,0,0,0,0,0.117373188,1.27545531,0.056730374,0.201490639,0.336469806,0,0.424499697,0.252352354,0,0.011737319,0.58686594,0.322776267,0,0,0.052817935,0.136935386,0.09976721,0.221052837,0,0,0.013693539,0,0.021518418,6.216866527,15.59107181,21.80793834,100,95.29529138,96.97959663,-1.149848931,1.172458809,-1.963502089
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000063.spe,466,126,12.6,6.81,1,0.018552,-0.012284,0.010113,0.119708,8361,1.3,4.470841944,0,0.02813731,0.910442962,0,0,0.068333467,0.78985449,2.89613313,29.92603907,0.241176943,9.245116167,0.460246,0.040196157,28.13931988,0.038186349,0,0.170833668,0.048235389,0.012058847,0.034166734,0.088431546,0.106519817,0,1.31642415,0.034166734,0.41402042,0.164804245,0,0,0.138676743,0.192941555,0,0.55470697,0.37583407,0,0,0,0.192941555,0.078382507,0.590883512,0.106519817,0.144706166,0,0.014068655,0.070343275,6.131923788,16.23522791,22.3671517,100,95.55028539,97.92587829,-1.160718986,1.174633543,-1.949176347
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000064.spe,468,128,12.8,6.8,1,0.018555,-0.012284,0.010113,0.119708,8857,2.46,4.855901189,0,0.081017428,1.023080546,0,0,0.128120584,0.631182289,3.086198775,31.24634951,0.288271314,9.571361281,0.275082431,0.406971267,28.03768252,0,0,0.216674517,0.148845973,0,0,0,0,0.186528497,1.156853509,0.065944418,0.425812529,0.224211022,0,0,0.041450777,0.237399906,0.150730099,0.337258596,0.359868111,0.024493641,0,0,0.295807819,0,0.678285445,0,0.081017428,0,0,0,5.494112106,15.09938766,20.59349976,100,95.58172398,97.7880358,-1.131835276,1.183127114,-2.113071612
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000065.spe,470,130,13,6.81,1,0.018544,-0.012284,0.010143,0.119708,8591,1.34,4.657419122,0,0.019402782,0.942975223,0,0,0.141640311,0.727604338,3.094743786,29.19536662,0.345369526,9.584974485,0.39581676,0.046566678,29.17984439,0,0.019402782,0.122237529,0.190147267,0,0,0.031044452,0.027163895,0.06596946,1.282523914,0.077611129,0.3744737,0.128058364,0,0.227012554,0.190147267,0.040745843,0.188206989,0.490890394,0.256116727,0,0.236713945,0.044626399,0.225072275,0.009701391,0.347309804,0.023283339,0.114476416,0.067909738,0,0.073730573,6.276800093,15.19431887,21.47111896,100,95.37631696,97.54360775,-1.130491595,1.113813305,-2.01136677
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000066.spe,472,132,13.2,6.8,1,0.018546,-0.012284,0.010126,0.119708,8528,1.42,4.785221123,0,0.029246607,1.009982842,0,0,0.124785525,0.725315863,2.951957573,29.29925129,0.187178287,9.62603338,0.313913586,1.38628919,29.10817345,0,0,0.035095929,0,0,0,0,0.140383715,0.046794572,1.292700047,0,0.154032132,0.241771954,0,0.033146155,0.13258462,0.140383715,0.060442989,0.935891437,0.101388239,0,0.352909063,0.044844798,0.18327874,0,0.282717205,0,0.081890501,0.079940727,0,0,4.763297457,16.13437841,20.89767587,100,94.61667447,96.93300577,-1.182002704,1.113090724,-2.007738148
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000067.spe,474,134,13.4,6.8,1,0.018545,-0.012284,0.010108,0.119708,8519,1.47,4.928128872,0.017407787,0.019341986,1.050269821,0,0,0.044486567,0.686640491,2.885824259,29.61258003,0.243709019,8.792866676,0.239840622,1.032862034,29.29343726,0.052223361,0.131525502,0.063828553,0.071565347,0.110249318,0,0.056091758,0,0.044486567,1.230150287,0.116051914,0.239840622,0.166341077,0,0.547378194,0.179880467,0,0.104446723,0.866520957,0.179880467,0,0.382971316,0.232103828,0.133459701,0.220498636,0.328813756,0.208893445,0,0.025144581,0.030947177,0.065762751,5.700083171,14.59159397,20.29167714,100,93.62681573,96.46428502,-1.114130224,1.214258484,-1.966804441
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000068.spe,476,136,13.6,6.8,1,0.018547,-0.012284,0.010108,0.119708,8306,1.41,4.473232825,0,0.032290616,0.770938446,0,0,0.020181635,0.789101917,2.68617558,28.84359233,0.224016145,9.223007064,0.326942482,0.722502523,29.09788093,0.042381433,0.012108981,0.161453078,0.165489405,0,0.014127144,0,0,0,1.350151362,0.121089808,0.24419778,0.205852674,0,0.316851665,0.153380424,0,0.129162462,0.611503532,0.288597376,0,0.15136226,0,0.171543895,0,0.456104945,0,0.187689203,0.028254289,0.096871847,0,6.427850656,15.92734612,22.35519677,100,94.93844601,97.08779011,-1.233582665,1.140186735,-1.921484424
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000069.spe,478,138,13.8,6.8,1,0.018547,-0.012284,0.010108,0.119708,8546,1.36,4.435318814,0,0.017748329,0.840087558,0,0,0.100573863,0.733597586,2.754935021,28.3421089,0.244532529,9.256739435,0.114378118,0.518645605,28.81934173,0,0,0.122266264,0.086769607,0.08479757,0.013804256,0,0.033524621,0.007888146,1.147725256,0.209035871,0.250448638,0.301721588,0,0.027608511,0.134098484,0.18142736,0.356938611,0.506813386,0.352994537,0,0.439764144,0,0.23270031,0.061133132,0.625135578,0.183399397,0.18142736,0.088741643,0,0.080853497,5.969354552,16.576939,22.54629356,100,94.38166795,97.63750025,-1.211958017,1.118996772,-2.087569929
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000070.spe,480,140,14,6.8,1,0.018549,-0.012284,0.010137,0.119708,8324,1.75,4.417507816,0,0.03639746,0.899826101,0,0,0,0.786589558,2.857200631,27.71868807,0.192097707,9.174182068,0.272980952,0.192097707,28.93395883,0.169854815,0,0.117280705,0.129413192,0.038419541,0.034375379,0.052574109,0.074817002,0.016176649,1.249646136,0.151656084,0.277025114,0.279047195,0,0.082905326,0.155700247,0,0.329599224,0.851296154,0.309378412,0.068750758,0.252760141,0,0.163788571,0.115258624,0.73603753,0.222428924,0.242649735,0.03639746,0.08897157,0.052574109,6.187568245,16.44962996,22.6371982,100,94.14405306,97.59170138,-1.166550897,1.105713603,-1.993532822
