depth	min	max	median	wmean
2.925	-38.9	-32.8	-35.8	-35.8
2.975	-38.5	-32.5	-35.5	-35.5
3.025	-38.2	-32.3	-35.2	-35.2
3.075	-37.8	-32	-34.9	-34.8
3.125	-37.4	-31.7	-34.5	-34.5
3.175	-37	-31.4	-34.2	-34.2
3.225	-36.7	-31.2	-33.9	-33.9
3.275	-36.3	-30.9	-33.6	-33.5
3.325	-35.9	-30.6	-33.2	-33.2
3.375	-35.6	-30.3	-32.9	-32.9
3.425	-35.2	-30	-32.6	-32.6
3.475	-34.9	-29.7	-32.3	-32.2
3.525	-34.5	-29.4	-31.9	-31.9
3.575	-34.2	-29.1	-31.6	-31.6
3.625	-33.9	-28.8	-31.3	-31.3
3.675	-33.5	-28.5	-30.9	-30.9
3.725	-33.2	-28.2	-30.6	-30.6
3.775	-32.9	-27.8	-30.3	-30.3
3.825	-32.6	-27.5	-30	-30
3.875	-32.3	-27.2	-29.6	-29.6
3.925	-32	-26.9	-29.3	-29.3
3.975	-31.7	-26.5	-29	-29
4.025	-31.4	-26.2	-28.6	-28.6
4.075	-31.1	-25.9	-28.3	-28.3
4.125	-30.8	-25.5	-28	-28
4.175	-30.5	-25.2	-27.7	-27.7
4.225	-30.2	-24.9	-27.3	-27.3
4.275	-30	-24.5	-27	-27
4.325	-29.7	-24.1	-26.7	-26.7
4.375	-29.4	-23.8	-26.3	-26.4
4.425	-29.1	-23.4	-26	-26
4.475	-28.9	-23.1	-25.7	-25.7
4.525	-28.6	-22.7	-25.3	-25.4
4.575	-28.4	-22.3	-25	-25.1
4.625	-28.1	-22	-24.7	-24.7
4.675	-27.9	-21.6	-24.3	-24.4
4.725	-27.6	-21.2	-24	-24.1
4.775	-27.4	-20.8	-23.7	-23.8
4.825	-27.1	-20.5	-23.4	-23.4
4.875	-26.9	-20.1	-23	-23.1
4.925	-26.6	-19.7	-22.7	-22.8
4.975	-26.4	-19.3	-22.4	-22.5
5.025	-25.8	-18.7	-21.8	-21.9
5.075	-24.9	-18	-21	-21.1
5.125	-24	-17.3	-20.3	-20.3
5.175	-23.1	-16.6	-19.5	-19.5
5.225	-22.2	-15.9	-18.7	-18.7
5.275	-21.3	-15.2	-17.9	-17.9
5.325	-20.4	-14.4	-17.1	-17.2
5.375	-19.5	-13.7	-16.3	-16.4
5.425	-18.7	-13	-15.5	-15.6
5.475	-17.8	-12.3	-14.7	-14.8
5.525	-16.9	-11.6	-14	-14
5.575	-16	-10.9	-13.2	-13.2
5.625	-15.1	-10.1	-12.4	-12.4
5.675	-14.2	-9.4	-11.6	-11.6
5.725	-13.3	-8.7	-10.8	-10.8
5.775	-12.5	-7.9	-10	-10
5.825	-11.6	-7.2	-9.2	-9.2
5.875	-10.7	-6.5	-8.4	-8.4
5.925	-9.8	-5.7	-7.6	-7.7
5.975	-8.9	-5	-6.9	-6.9
6.025	-8.1	-4.2	-6.1	-6.1
6.075	-7.2	-3.5	-5.3	-5.3
6.125	-6.3	-2.7	-4.5	-4.5
6.175	-5.5	-2	-3.7	-3.7
6.225	-4.6	-1.2	-2.9	-2.9
6.275	-3.8	-0.5	-2.1	-2.1
6.325	-2.9	0.3	-1.3	-1.3
6.375	-2.1	1	-0.6	-0.5
6.425	-1.2	1.8	0.2	0.3
6.475	-0.4	2.6	1	1.1
6.525	0.5	3.4	1.8	1.8
6.575	1.3	4.2	2.6	2.6
6.625	2.1	4.9	3.4	3.4
6.675	2.9	5.7	4.2	4.2
6.725	3.7	6.5	5	5
6.775	4.5	7.3	5.7	5.8
6.825	5.3	8.2	6.5	6.6
6.875	6	9	7.3	7.4
6.925	6.8	9.8	8.1	8.2
6.975	7.6	10.6	8.9	9
7.025	8.3	11.4	9.7	9.8
7.075	9.1	12.3	10.5	10.6
7.125	9.8	13.1	11.3	11.4
7.175	10.5	13.9	12.1	12.1
7.225	11.3	14.8	12.9	12.9
7.275	12	15.6	13.7	13.7
7.325	12.7	16.5	14.5	14.5
7.375	13.5	17.3	15.3	15.3
7.425	14.2	18.2	16.1	16.1
7.475	14.9	19	16.9	16.9
7.525	15.7	19.9	17.6	17.7
7.575	16.4	20.8	18.4	18.5
7.625	17.1	21.6	19.2	19.3
7.675	17.8	22.5	20	20.1
7.725	18.5	23.3	20.8	20.9
7.775	19.3	24.2	21.6	21.7
7.825	20	25.1	22.4	22.4
7.875	20.7	25.9	23.2	23.2
7.925	21.4	26.8	24	24
7.975	22.1	27.7	24.8	24.8
8.025	22.8	28.6	25.5	25.6
8.075	23.5	29.4	26.3	26.4
8.125	24.3	30.3	27.1	27.2
8.175	25	31.2	27.9	28
8.225	25.7	32.1	28.7	28.8
8.275	26.4	33	29.5	29.6
8.325	27.1	33.8	30.3	30.4
8.375	27.8	34.7	31.1	31.2
8.425	28.5	35.6	31.9	32
8.475	29.2	36.5	32.6	32.7
8.525	30	37.4	33.5	33.5
8.575	30.7	38.3	34.2	34.3
8.625	31.4	39.2	35	35.1
8.675	32.1	40	35.8	35.9
8.725	32.8	40.9	36.6	36.7
8.775	33.5	41.8	37.4	37.5
8.825	34.2	42.7	38.2	38.3
8.875	34.9	43.6	39	39.1
8.925	35.6	44.5	39.8	39.9
8.975	36.3	45.4	40.6	40.7
9.025	37	46.3	41.3	41.5
9.075	37.7	47.2	42.1	42.3
9.125	38.4	48.1	42.9	43
9.175	39.1	48.9	43.7	43.8
9.225	39.8	49.9	44.5	44.6
9.275	40.5	50.7	45.3	45.4
9.325	41.2	51.6	46.1	46.2
9.375	41.9	52.5	46.9	47
9.425	42.6	53.4	47.7	47.8
9.475	43.3	54.3	48.5	48.6
9.525	44	55.2	49.2	49.4
9.575	44.8	56	50	50.2
9.625	45.5	57	50.8	51
9.675	46.2	57.9	51.6	51.8
9.725	46.9	58.8	52.4	52.6
9.775	47.6	59.6	53.2	53.3
9.825	48.3	60.6	54	54.1
9.875	49	61.5	54.8	54.9
9.925	49.7	62.3	55.6	55.7
9.975	50.4	63.3	56.3	56.5
10.025	51.2	64.2	57.3	57.4
10.075	52	65.7	58.3	58.5
10.125	52.5	67.6	59.2	59.5
10.175	52.9	70	60.1	60.5
10.225	53.3	72.4	60.8	61.4
10.275	53.6	75.1	61.6	62.4
10.325	54	77.8	62.3	63.4
10.375	54.2	80.6	63.1	64.4
10.425	54.4	83.7	63.8	65.4
10.475	54.5	86.5	64.6	66.3
10.525	54.7	89.5	65.3	67.3
10.575	54.9	92.4	66.1	68.3
10.625	55	95.3	66.9	69.2
10.675	55.2	98.1	67.6	70.2
10.725	55.2	101.4	68.4	71.2
10.775	55.4	104.2	69.1	72.2
10.825	55.5	107.2	69.8	73.2
10.875	55.6	110	70.6	74.1
10.925	55.6	113	71.4	75.1
10.975	55.8	115.9	72.2	76.1
11.025	55.7	119	73	77.1
11.075	55.8	122	73.7	78.1
11.125	56.1	125.1	74.5	79
11.175	56.1	128.3	75.2	80
11.225	56.2	130.9	76	81
11.275	56.3	133.9	76.8	81.9
11.325	56.3	136.5	77.6	82.9
11.375	56.4	139.3	78.4	83.9
11.425	56.5	142.5	79.1	84.9
11.475	56.5	145.6	79.8	85.9
11.525	56.5	148.5	80.6	86.8
11.575	56.5	151.5	81.3	87.8
11.625	56.7	154.7	82.1	88.9
11.675	56.7	157.7	82.8	89.8
11.725	56.8	160.7	83.5	90.8
11.775	56.8	163.6	84.3	91.8
11.825	56.8	166.3	85.1	92.8
11.875	56.8	169.3	85.9	93.8
11.925	56.9	172.3	86.6	94.8
11.975	57	175.3	87.4	95.7
12.025	57	178.4	88.2	96.7
12.075	57.1	181.4	89	97.7
12.125	57.1	184.3	89.8	98.7
12.175	57.4	187.7	90.7	99.8
12.225	57.4	190.5	91.5	100.7
12.275	57.5	193.5	92.2	101.7
12.325	57.5	196.3	93	102.7
12.375	57.6	199.4	93.8	103.7
12.425	57.6	202.4	94.5	104.6
12.475	57.7	205.4	95.3	105.6
12.525	57.8	208.5	96	106.6
12.575	57.8	211.5	96.8	107.6
12.625	57.9	214.5	97.6	108.5
12.675	57.9	217.6	98.3	109.5
12.725	58	220.1	99.1	110.5
12.775	58	223.1	99.8	111.5
12.825	58.1	225.9	100.6	112.5
12.875	58.2	228.9	101.4	113.4
12.925	58.2	231.9	102.2	114.4
12.975	58.3	234.9	103	115.4
13.025	58.4	237.8	103.8	116.4
13.075	58.4	240.9	104.5	117.4
13.125	58.5	243.9	105.4	118.4
13.175	58.6	247	106.2	119.4
13.225	58.6	250	107	120.4
13.275	58.7	253	107.7	121.4
13.325	58.7	255.7	108.5	122.3
13.375	58.8	258.7	109.3	123.3
13.425	58.8	261.4	110.1	124.4
13.475	58.9	264.3	110.9	125.3
13.525	58.9	267.3	111.7	126.3
13.575	59	270.3	112.4	127.3
13.625	59	273.3	113.2	128.3
13.675	59.1	276.2	114	129.3
13.725	59.1	279.2	114.8	130.3
13.775	59.2	282.1	115.6	131.3
13.825	59.2	285.1	116.3	132.3
13.875	59.3	288.1	117.1	133.2
13.925	59.4	291	117.9	134.2
13.975	59.8	293.9	118.7	135.4
14.025	59.8	296.7	119.5	136.4
14.075	59.8	299.7	120.2	137.4
14.125	59.9	302.7	121	138.3
14.175	59.9	305.7	121.8	139.3
14.225	60	308.6	122.5	140.3
14.275	60	311.6	123.3	141.3
14.325	60.1	314.6	124.1	142.3
14.375	60.1	317.6	124.9	143.3
14.425	60.1	320.3	125.6	144.3
14.475	60.2	323.3	126.4	145.3
14.525	60.2	326.3	127.2	146.2
14.575	60.2	329.3	128	147.2
14.625	60.3	332.2	128.8	148.2
14.675	60.3	335.3	129.5	149.2
14.725	60.4	338.3	130.3	150.2
14.775	60.4	341.3	131.1	151.2
14.825	60.5	344.2	131.9	152.2
14.875	60.5	347.4	132.7	153.2
14.925	60.5	350.3	133.5	154.2
14.975	60.6	353.3	134.3	155.2
15.025	60.9	355.4	135.1	156.1
15.075	61.6	355.5	136.1	157
15.125	62.2	356.6	137	157.9
15.175	62.7	357.3	138.1	158.8
15.225	63.1	359.3	139.1	159.6
15.275	64	360	140.2	160.7
15.325	64.4	360.8	141.3	161.7
15.375	64.7	361.7	142.2	162.6
15.425	65.2	362.3	143.2	163.5
15.475	65.8	363.2	144.2	164.5
15.525	66.3	364.5	145.1	165.5
15.575	66.7	365.2	146.2	166.5
15.625	67	367	147.3	167.5
15.675	67.6	367.4	148.4	168.4
15.725	67.9	367.7	149.4	169.5
15.775	68.2	368.7	150.3	170.4
15.825	68.7	370	151.5	171.4
15.875	69.3	370.8	152.6	172.3
15.925	69.6	372.3	153.7	173.4
15.975	70.2	372.6	154.8	174.4
16.025	70.7	373.9	156.1	175.4
16.075	71.2	374.6	157.3	176.4
16.125	71.7	376.1	158.1	177.3
16.175	72	377.4	159	178.2
16.225	72.3	378.6	159.8	179.2
16.275	72.7	379.9	160.7	180.1
16.325	73.1	381.6	161.8	181.1
16.375	73.6	383.5	162.7	182.1
16.425	74	384.5	163.8	183.1
16.475	74.4	386.1	164.9	184.1
16.525	74.7	386.1	165.8	185.1
16.575	75	387.6	166.7	186
16.625	75.3	388.2	167.9	187.1
16.675	75.6	389.9	168.8	188.1
16.725	76.1	390.6	169.8	189.1
16.775	76.5	392.3	170.5	190
16.825	76.8	393.9	171.6	190.9
16.875	77.2	395	172.7	192
16.925	77.4	396	173.6	193
16.975	77.8	396.9	174.8	194
17.025	78.2	398.3	175.8	195
17.075	78.3	399.3	176.8	195.9
17.125	78.9	401.8	177.9	197
17.175	79.3	403.3	178.9	198
17.225	79.9	404.4	179.8	199
17.275	80.3	406.3	180.6	200
17.325	80.9	407.6	181.3	201
17.375	81.2	409.5	182.5	202
17.425	81.6	412	183.7	203
17.475	81.9	414.1	184.8	204
17.525	82.2	415.3	185.6	204.9
17.575	82.5	415.8	186.4	205.9
17.625	83	418.2	187.5	207
17.675	83.2	422	188.5	207.9
17.725	83.6	423.3	189.5	208.9
17.775	83.7	424.4	190.6	209.9
17.825	84.3	425.5	191.6	211
17.875	84.5	426.1	192.6	211.9
17.925	84.8	428.3	193.5	212.8
17.975	84.9	431	194.2	213.8
18.025	85.1	432.5	195.3	214.9
18.075	85.2	434	196.5	215.9
18.125	85.4	434.9	197.2	216.8
18.175	85.6	436.2	198.4	217.8
18.225	86	439.1	199.3	218.8
18.275	86.2	442.3	200.1	219.8
18.325	86.8	442.9	200.7	220.8
18.375	87	444.6	201.7	221.8
18.425	87.3	445.6	202.9	222.8
18.475	87.6	447.5	203.7	223.8
18.525	87.9	449.7	204.6	224.8
18.575	88.1	451.7	205.7	225.8
18.625	88.3	453.9	206.8	226.8
18.675	88.5	455.5	207.6	227.7
18.725	89.1	458.5	208.7	228.8
18.775	89.3	460.2	209.3	229.7
18.825	89.7	460.8	210.3	230.8
18.875	90	463.4	211.1	231.8
18.925	90	466.7	212	232.7
18.975	90.1	469.4	212.9	233.7
19.025	90.3	471.9	213.6	234.7
19.075	90.8	473.2	215	235.7
19.125	91	474.9	216	236.7
19.175	91.3	476.9	216.8	237.7
19.225	91.5	480.2	217.6	238.6
19.275	91.9	481.3	218.4	239.7
19.325	92.2	482.7	219.1	240.6
19.375	92.6	486.3	220.3	241.6
19.425	93.2	489.3	221.1	242.7
19.475	93.6	491.8	221.9	243.5
19.525	93.8	494.8	223	244.5
19.575	94.1	495.4	224	245.6
19.625	94.4	497.2	224.8	246.6
19.675	94.6	500	225.5	247.6
19.725	94.7	501.4	226.6	248.6
19.775	94.9	502.6	227.6	249.6
19.825	95.4	507.1	228.3	250.5
19.875	95.5	507.9	229.2	251.5
19.925	95.9	509.6	230.3	252.6
19.975	96.1	510.6	231.6	253.6
20.025	96.6	512.2	232.5	254.6
20.075	97.5	513	233.7	255.6
20.125	98.2	514	234.4	256.5
20.175	99.1	514.5	235.5	257.4
20.225	99.7	515.2	236.5	258.4
20.275	100.7	516.3	237.3	259.4
20.325	101.3	517.1	238.6	260.4
20.375	101.6	517.6	239.3	261.4
20.425	102.3	518.6	240.3	262.3
20.475	103	520.1	241.2	263.3
20.525	103.8	521.9	242.3	264.3
20.575	104.1	523.2	243.2	265.3
20.625	105.2	524.5	244.2	266.2
20.675	105.4	524.7	245.4	267.3
20.725	106.4	525.8	246.4	268.2
20.775	106.6	526.9	247.5	269.2
20.825	107.1	528.1	248.5	270.2
20.875	108.1	529.3	249.4	271.1
20.925	108.4	530	250.5	272.1
20.975	108.8	531.2	251.7	273.1
21.025	109.5	532.3	253	274.2
21.075	110.2	534.7	254	275.2
21.125	110.7	535.7	255.2	276.2
21.175	111	538.4	256.1	277.1
21.225	111.6	539.4	257	278.1
21.275	112.2	539.8	258.1	279
21.325	112.7	541.4	258.9	280
21.375	113.1	542.3	259.9	280.9
21.425	113.8	543.9	260.9	281.9
21.475	113.9	545.4	261.9	282.9
21.525	114.8	547.1	263.1	284
21.575	115	547.9	264.5	285
21.625	115.5	549.6	265.4	285.9
21.675	115.8	550.7	266.9	287.1
21.725	116.4	552.1	267.9	288
21.775	116.6	553.7	269	288.9
21.825	117.1	555.8	270.2	289.9
21.875	117.7	556.5	271	290.9
21.925	118	557.4	272.1	291.9
21.975	118.4	559.1	273	292.8
22.025	119	560.2	274	293.7
22.075	119.4	560.7	275	294.7
22.125	120.2	563	275.9	295.7
22.175	120.4	565.2	276.9	296.7
22.225	120.6	566.2	277.9	297.6
22.275	121.1	569.2	279	298.7
22.325	121.9	571.2	280	299.7
22.375	122	572.7	281.3	300.7
22.425	122.9	574.5	282.2	301.7
22.475	122.8	575.4	283.2	302.6
22.525	123.4	577.2	283.8	303.5
22.575	123.6	578.5	285	304.5
22.625	124.4	579.8	285.9	305.6
22.675	124.9	581.6	286.8	306.6
22.725	125.2	583	287.8	307.6
22.775	125.7	585.2	289	308.6
22.825	126.3	586.7	289.8	309.5
22.875	126.9	588.1	290.6	310.5
22.925	127.2	589.3	291.5	311.4
22.975	127.7	591.7	292.5	312.4
23.025	128	593.6	293.4	313.4
23.075	128.9	595.2	294.4	314.4
23.125	129.2	596.6	295.3	315.4
23.175	129.5	598.4	296.1	316.3
23.225	129.7	599.8	297.1	317.3
23.275	130.3	601.4	297.9	318.3
23.325	130.8	602.9	298.7	319.3
23.375	130.9	606.6	299.9	320.2
23.425	131.2	607.8	300.9	321.2
23.475	131	609.7	301.9	322.2
23.525	131.2	612.1	303	323.1
23.575	131.8	613.3	304	324.1
23.625	132.2	615	304.8	325.2
23.675	132.2	616.2	305.8	326.1
23.725	132.5	618.4	306.3	327
23.775	132.9	621.2	307.3	328
23.825	133.7	623	308.1	329.1
23.875	134	625.8	309.2	330
23.925	133.9	626.9	310.1	331
23.975	134.5	628.3	311.1	332
