filename,position_mm,Section_depth_cm,Strat_depth_cm,sample_surface,validity,kcps,MSE,TSN_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,Cr_inc,Cr_coh,inc+coh,SUM,SUM,REE_SUM,SUM+RRE_SUM,LnK_Ti,LnCa_Ti,LnSr_Ti
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000037.spe,386,7.4,7.4,6.87,1,7856,1.3,3.948534424,0,0.021579629,0.675442382,0,0,0,0.781182564,2.794561934,22.38670695,0.138109625,12.36081139,0.077686664,0,29.80362538,0.049633146,0.038843332,0.159689253,0,0,0,0.01510574,0,0.105740181,0.988347,0.194216659,0.284851101,0.226586103,0,0.062580924,0.211480363,0.291324989,0.36685369,0.709969789,0.347432024,0,0.23953388,0.114372033,0.23953388,0.15753129,0.425118688,0.174794994,0.133793699,0.047475183,0.036685369,0.012947777,6.767371601,18.55848079,25.3258524,100,95.00647389,3.411739318,98.41821321,-1.486855735,0.593936246,-2.526252525
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000038.spe,388,7.6,7.6,6.88,1,7527,2.08,4.029256289,0,0,0.694428736,0,0,0,0.807527879,2.789024859,22.8369789,0.30084372,11.59718609,0.409418897,0.674070891,29.815196,0,0,0,0.038453709,0.024881811,0.020357846,0.049763623,0.011309914,0.167386731,0.977176593,0.104051211,0.210364405,0.226198285,0,1.320997987,0.343821394,0,0.018095863,0.723834513,0.232984234,0,0,0,0.251080097,0.011309914,0.278223891,0.101789228,0.038453709,0.081431383,0,0.024881811,8.382908458,16.43556742,24.81847588,100,93.96502975,1.999592843,95.96462259,-1.425070469,0.677618613,-2.473850384
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000039.spe,390,7.8,7.8,6.91,1,7424,1.68,4.141487948,0,0,0.728639186,0,0,0,0.905070687,2.896226199,23.158353,0.176431501,11.77050157,0.148935683,0.451389684,29.6313269,0,0.050409,0.167266228,0.137479092,0.011456591,0,0,0,0.153518319,1.051715052,0.103109319,0.25433632,0.265792911,0,1.015053961,0.192470728,0,0.132896455,0.884448823,0.231423138,0,0.398689366,0,0.274958183,0,0.311619275,0.013747909,0.176431501,0.126022501,0,0.034369773,7.600302454,16.54560869,24.14591114,100,94.07006851,2.616685379,96.68675389,-1.402187956,0.676759002,-2.41517432
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000040.spe,392,8,8,6.94,1,8442,1.84,4.405377003,0,0.033793857,0.900506908,0,0.01987874,0,0.826955571,2.975847331,24.0095418,0.159029918,11.74237153,0.425405029,1.429281384,29.53980718,0,0,0.013915118,0.035781731,0,0,0.01987874,0.063611967,0.041745353,1.131100288,0.103369446,0.377696054,0.341914323,0,0.713646755,0.141139052,0,0.035781731,1.111221549,0.123248186,0,0.089454329,0,0.141139052,0.103369446,0.435344399,0.168969287,0.033793857,0,0,0.011927244,5.512374515,17.18715833,22.69953285,100,93.73223338,2.383460889,96.11569426,-1.372674983,0.715247528,-2.340012933
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000041.spe,394,8.2,8.2,6.97,1,7147,1.61,4.172638436,0,0,0.619780948,0,0,0,0.974617368,2.867078277,22.88694912,0.172687058,11.62444113,0.565372697,0.842145104,29.86303314,0.035483642,0.044945947,0.130106687,0.2081707,0,0,0.03075249,0,0.144300144,1.154401154,0.125375535,0.468384075,0.141934568,0,0.52042675,0.328815083,0,0,0.943864878,0.14666572,0,0.229460885,0.167955906,0.23892319,0.052042675,0.267310103,0.075698436,0.089891893,0.035483642,0,0.037849218,7.20554491,16.76010692,23.96565183,100,93.72176093,2.54062877,96.26238971,-1.399816386,0.677456965,-2.309528147
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000042.spe,396,8.4,8.4,6.98,1,7804,2.3,4.155252747,0,0,0.715101764,0,0.010578428,0,0.894935048,3.025430542,22.58282909,0.074048999,10.80480684,0.808191935,0.061354885,29.94329962,0.222146998,0,0.076164685,0.133288199,0,0,0,0.052892142,0,1.070536961,0.088858799,0.440062624,0.226378369,0,1.61638387,0.262345026,0,0,0.947827191,0.418905767,0,0.361782254,0,0,0.080396056,0.478144967,0.253882283,0.19675877,0,0.031735285,0.055007828,8.949350484,15.11657428,24.06592477,100,92.95053527,3.000042314,95.95057758,-1.272937703,0.73719873,-2.311830757
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000043.spe,398,8.6,8.6,7.01,1,7662,2.86,4.110603209,0.017443635,0.030526362,0.822031311,0,0,0,0.878723126,3.054816624,22.50228948,0.091579085,11.20753565,0.756617679,0,30.09245127,0,0,0.087218176,0,0.078496359,0,0,0,0.154812263,0.909249488,0.224586804,0.4208277,0.170075444,0,1.354062187,0.296541799,0,0,0.784963586,0.119924992,0,0.53421133,0,0.305263617,0.115564084,0.44045179,0,0,0.082857267,0.078496359,0.061052723,8.017530853,16.30979896,24.32732982,100,93.59382495,2.596921198,96.19074615,-1.299866812,0.697030681,-2.511722137
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000044.spe,400,8.8,8.8,7.04,1,7876,1.43,4.213820995,0,0.022951093,0.728175597,0,0,0,0.811634118,3.039976632,22.23335003,0.294191287,11.91996328,0.605074278,0.893006176,29.8927558,0.098063762,0.093890836,0.173176431,0.262894342,0,0.014605241,0,0,0.043815724,1.074528459,0.129360708,0.354698715,0.242029711,0,0.300450676,0.388082123,0,0,0.64054415,0.546653313,0.106409614,0,0.223251544,0.139793023,0.085544984,0.335920547,0.162744116,0.246202637,0.08971791,0,0.075112669,6.551493908,17.17993657,23.73143048,100,93.39008513,2.875146052,96.26523118,-1.366364753,0.623378834,-2.406332658
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000045.spe,402,9,9,7.07,1,7744,1.74,4.370051474,0.010708014,0.025699233,0.837366685,0,0,0,0.980854071,3.107465627,22.71169743,0.398338116,12.01439157,0.235576305,0.70244571,30.77054868,0.25485073,0,0.130637769,0.233434703,0,0.019274425,0,0,0.259133936,0.94873003,0,0.531117488,0.096372125,0,0.394054911,0.186319441,0.074956097,0.336231636,0.599648777,0.289116375,0,0,0.2312931,0,0.175611428,0.336231636,0,0.03854885,0.040690453,0.085664111,0.059964878,7.067289159,15.8157365,22.88302566,100,94.03135306,2.267957339,96.2993104,-1.352297746,0.636774868,-2.538736228
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000046.spe,404,9.2,9.2,7.09,1,7634,1.59,4.218715084,0.008828268,0.011035335,0.825443069,0,0.037520139,0,0.847513739,3.306186409,22.82107308,0.18539363,12.89589265,0,0,30.6716105,0.099318016,0.075040279,0.024277737,0.033106005,0.013242402,0.008828268,0,0,0.121388687,0.856342007,0.156701759,0.313403518,0.180979496,0,0.22291377,0.194221899,0.203050167,0.421549802,0.567216226,0.094903882,0,0.150080558,0.070626145,0.061797877,0.225120837,0.322231786,0.128009888,0,0.14125229,0,0,6.716104968,16.98779492,23.70389989,100,95.59910834,2.438809067,98.03791741,-1.361113478,0.570775506,-2.711994303
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000047.spe,406,9.4,9.4,7.11,1,8008,1.39,4.465275246,0.032657727,0.01020554,0.836854244,0,0,0,0.910334129,3.404568,21.88680016,0.320453942,11.70779499,0.385769396,1.096074949,31.19221113,0.220439655,0,0.073479885,0.091849856,0,0.042863266,0,0,0.142877554,0.930745208,0.102055396,0.275549568,0.181658604,0,0.444961525,0.300042863,0,0.151041986,1.208335885,0.208193007,0.102055396,0.210234115,0,0,0,0.622537914,0.183699712,0.212275223,0.095932072,0.020411079,0,5.355867165,17.03916886,22.39503603,100,92.88469781,3.1984161,96.08311391,-1.235136799,0.625628864,-2.532024573
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000048.spe,408,9.6,9.6,7.13,1,7854,1.31,4.352669925,0,0.014831765,0.745825917,0,0.008475295,0,0.908975337,3.076531909,22.60996695,0.264852954,13.27866768,0.13984236,0.690736503,29.62751081,0.161030596,0,0.097465887,0.317823544,0.063564709,0,0,0,0.205525892,0.968302399,0.086871769,0.254258835,0.194931774,0,0,0.108060005,0.436477668,0.360200017,0.803034155,0.211882363,0,0.250021188,0,0.065683533,0,0.576320027,0.120772947,0.161030596,0.088990592,0.127129418,0,5.515297907,17.4591067,22.97440461,100,93.82786677,3.093482499,96.92134927,-1.462355855,0.53223201,-2.618369659
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000049.spe,410,9.8,9.8,7.14,1,7841,1.46,4.493595781,0.010479324,0,0.832058349,0,0.010479324,0,0.832058349,3.288411963,23.15511496,0.280845891,12.83717226,0.035629703,1.102424916,29.92056672,0,0,0.140422946,0.247312053,0,0,0.023054513,0,0.163477459,0.978768889,0.261983107,0.22425754,0.331146648,0,0.152998135,0.251503783,0.285037621,0.234736864,0.886550835,0.261983107,0,0.027246243,0,0.199107162,0,0.287133486,0.023054513,0.157189864,0.186531972,0.048204892,0.06916354,4.623477878,17.63041519,22.25389307,100,93.96181334,2.613543479,96.57535682,-1.361940283,0.58987066,-2.573804778
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000050.spe,412,10,10,7.15,1,7904,2.71,4.131133152,0,0,0.722389836,0,0,0,0.739387243,2.925678834,23.10585136,0.237963711,13.39395742,0.28045723,0,30.16190031,0.055241576,0,0.095610419,0,0,0,0.027620788,0,0.203968895,0.877491183,0.03187014,0.305953342,0.225215655,0,0,0.197594867,0.390940382,0.023371436,0.276207878,0.263459822,0,0,0,0.089236391,0,0.760634003,0.087111715,0.210342923,0.023371436,0.072238984,0.008498704,6.520630604,17.68580292,24.20643352,100,96.02048188,2.298899418,98.31938129,-1.521277133,0.545282224,-2.725492039
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000051.spe,414,10.2,10.2,7.17,1,7664,1.22,4.130419641,0,0.040048902,0.756713461,0,0.018970532,0,1.062349817,3.374646937,20.51557691,0.162303444,11.24320223,0.539606256,0.841026938,30.32334219,0.177058303,0.099068336,0.219215042,0.187597487,0.077989967,0,0.023186206,0.02740188,0.088529151,1.053918469,0.2339699,0.349900932,0.134901564,0,0.183381814,0.15176426,0,0.221322878,0.891615025,0.510096539,0.246616922,0.160195607,0.398381181,0.240293411,0.13068589,0.379410649,0.145440749,0.208675857,0.082205641,0.147548586,0.141225075,6.53218667,17.6784284,24.21061507,100,92.1820328,3.684498967,95.86653177,-1.203472992,0.601420748,-2.367248606
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000052.spe,416,10.4,10.4,7.18,1,7788,1.39,4.274089547,0,0.014873996,0.796821215,0,0,0,0.947686031,3.44651736,20.81721984,0.180612809,11.718584,0.167863669,1.398155624,30.75942374,0.14873996,0.057371127,0.259232502,0.159364243,0,0,0.038247418,0,0,0.945561175,0.325103056,0.499341294,0.278356211,0,0.193361948,0.112617398,0.278356211,0.237983936,1.362033063,0.021248566,0,0.286855637,0.248608219,0.212485657,0,0.276231354,0,0.152989673,0,0.08074455,0.180612809,5.110280056,18.28651566,23.39679572,100,92.91785304,3.189409715,96.10726276,-1.223811697,0.574604564,-2.51715265
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000053.spe,418,10.6,10.6,7.18,1,7894,1.82,4.213340439,0,0,0.784181458,0,0,0,0.925418441,3.684809646,20.78291665,0.181289262,10.74033475,0.598676167,0.727265062,31.89426198,0.168641174,0.067456469,0.210801467,0.050592352,0,0,0.03162022,0.008432059,0.118048822,1.089843585,0.037944264,0.28879801,0.267717863,0,1.075087483,0.38365867,0,0,0.990766896,0.324634259,0,0,0.040052279,0,0,0.404738817,0.029512205,0.196045364,0.111724778,0.050592352,0,7.207302163,16.52683503,23.73413719,100,93.47780261,2.369408491,95.8472111,-1.069787389,0.660125077,-2.287972071
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000054.spe,420,10.8,10.8,7.18,1,8045,1.33,4.262485585,0,0,0.94274833,0,0,0,0.863665689,3.798047907,20.44494391,0.160246405,11.59185033,0.364196375,1.338161537,31.52691931,0.160246405,0.045784687,0.135272939,0.095731618,0,0.11654284,0.022892344,0,0.033297954,0.986451895,0.162327527,0.332979543,0.195625481,0,0.53484839,0.208112214,0,0.108218351,0.684689184,0.376683108,0.137354061,0,0.118623962,0.054109176,0.185219871,0.430792283,0.183138748,0.05827142,0,0.02913571,0.112380596,6.923893363,16.53659653,23.4604899,100,93.41532955,2.545212379,95.96054192,-1.115815067,0.567433317,-2.463943011
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000055.spe,422,11,11,7.18,1,7987,1.51,4.297063592,0.023057896,0,0.878296231,0,0,0,1.010355092,3.561396889,20.44816166,0,11.56458307,0.209617239,1.28076133,31.88907056,0.161405274,0,0.111097137,0.081750723,0,0,0.079654551,0,0.163501446,1.159183331,0.157212929,0.427619167,0.282983273,0,0.545004821,0.073366034,0,0.249444514,0.924412024,0.029346413,0,0.450677064,0.071269861,0,0,0.366830168,0.039827275,0.199136377,0.033538758,0.14882824,0.106904792,6.575692785,16.69601308,23.27170587,100,93.59409718,2.40430973,95.99840691,-1.177794392,0.56994574,-2.300231512
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000056.spe,424,11.2,11.2,7.18,1,7826,1.52,4.227025532,0,0.019625373,0.719597026,0,0,0,0.907128372,3.502038858,20.51941822,0.239865675,11.64656883,0.344534334,0.826446281,32.45164526,0.235504481,0,0.213698511,0.065417911,0.161364182,0,0,0.087223882,0.023986568,1.013977627,0.087223882,0.442661201,0.22896269,0,0.065417911,0.189711943,0.172267167,0.043611941,0.904947775,0.255129855,0,0,0,0,0,0.521162694,0.05887612,0.198434331,0.050153732,0,0.146100002,5.717525458,17.93977191,23.65729737,100,94.39586559,2.344141826,96.74000741,-1.201666286,0.566360052,-2.441130775
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000057.spe,426,11.4,11.4,7.17,1,7964,1.45,4.302387268,0,0,0.809983418,0,0,0,0.867383817,3.654492113,21.01279816,0,11.35677537,0.274246354,0.414558442,31.99540797,0.210468132,0,0.208342191,0.085037629,0.017007526,0,0.027637229,0.214720014,0.038266933,1.131000468,0.123304562,0.459203197,0.238105362,0,0.535737064,0.301883583,0,0.153067732,0.975806795,0.26149071,0,0.150941792,0,0.065904163,0,0.622900634,0.119052681,0.284876058,0.078659807,0.017007526,0.051022577,5.559335006,17.68357498,23.24290999,100,94.10901824,2.935924146,97.04494239,-1.133857388,0.615317173,-2.306711904
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000058.spe,428,11.6,11.6,7.16,1,7994,1.37,4.363381073,0,0.030033895,0.870982966,0,0,0,0.920324366,3.488222422,21.95906809,0.182348651,12.23881237,0.169476981,0,31.81233106,0.060067791,0,0.216673103,0,0.040760287,0,0,0,0.188784485,0.978246879,0.083665851,0.392585918,0.321791736,0,0.197365598,0,0.26815978,0.328227571,0.909597975,0.238125885,0,0.199510877,0.023598061,0.139443086,0,0.433346205,0.019307504,0.212382546,0.019307504,0.090101686,0.0493414,5.500493414,17.41751405,22.91800747,100,95.19672201,2.771699489,97.9684215,-1.255219972,0.584567935,-2.526605453
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000059.spe,430,11.8,11.8,7.16,1,8093,1.46,4.155638966,0,0,0.796101414,0,0,0,0.880122671,3.797760833,20.86667927,0.312979184,11.39958409,0.613355179,0,32.05831075,0.165941983,0,0.039910097,0.199550486,0,0,0.111328166,0,0.111328166,1.064969437,0.046211692,0.327682904,0.235259521,0,0.670069528,0.300375995,0,0,0.489423824,0.375995127,0,0,0,0,0,0.464217447,0.260465898,0.216354738,0.086121789,0.046211692,0,6.851933539,17.21175457,24.06368811,100,94.64994644,2.106833029,96.75677947,-1.099165233,0.604576722,-2.37063077
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000060.spe,432,12,12,7.15,1,8173,1.45,4.375471698,0,0.049282326,0.790570648,0,0,0,0.934310766,3.496991725,21.00248465,0.275159654,11.52590402,0.367564016,0.712540299,32.33125937,0.139633257,0,0.141686688,0.305961108,0.012320582,0.039015175,0.012320582,0.045175466,0.137579827,0.891188731,0.172488141,0.303907678,0.277213084,0,0.468182098,0.279266515,0,0.106778373,0.743341752,0.305961108,0,0,0,0,0.100618083,0.568800181,0.170434711,0.15811413,0.092404361,0.168381281,0.018480872,6.630526294,16.22415245,22.85467874,100,93.61588534,2.433314852,96.04920019,-1.192693934,0.600043721,-2.559796081
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000061.spe,434,12.2,12.2,7.15,1,8056,1.48,4.368267831,0,0,0.720593136,0,0,0,0.905948017,3.607130956,19.24358547,0.079140287,11.41494502,0.349883372,1.42035988,32.91819394,0.185354882,0,0.07080973,0,0.014578474,0,0,0,0.160363212,1.001749417,0.133288904,0.266577807,0.247834055,0,0.14161946,0.320726425,0.106214595,0.185354882,1.272492502,0.133288904,0.177024325,0.316561146,0,0.066644452,0.239503499,0.674775075,0.343635455,0.149950017,0.079140287,0.079140287,0.081222926,5.094135288,17.79823392,22.89236921,100,92.38378874,3.986171276,96.36996001,-1.152010756,0.52225432,-2.433175575
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000062.spe,436,12.4,12.4,7.14,1,7905,1.42,4.293527803,0,0,0.768577495,0,0,0,0.951167728,3.851380042,19.22929936,0.10403397,10.94055202,0.225053079,0.161358811,34.53078556,0,0,0.259023355,0.174097665,0.072186837,0,0.042462845,0.029723992,0.057324841,0.874734607,0.070063694,0.365180467,0.348195329,0,0.908704883,0.35881104,0,0.133757962,0.834394904,0.25477707,0,0.116772824,0.118895966,0.265392781,0,0.397027601,0.042462845,0.167728238,0,0.038216561,0.016985138,6.942675159,16.34819533,23.29087049,100,94.45859873,2.690021231,97.14861996,-1.044044718,0.56395887,-2.526310999
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000063.spe,438,12.6,12.6,7.14,1,7822,1.49,4.17001422,0,0.027706144,0.835446815,0,0,0,0.959058844,3.733935764,19.12363334,0.304767588,10.88425225,0.424117133,0.179024317,33.87822084,0.134268238,0.089512159,0.112955819,0.23869909,0.059674772,0,0,0,0.117218303,0.967583811,0.078855949,0.277061444,0.317555039,0,0.522154259,0.315423797,0,0.198205494,0.794953219,0.334604974,0,0.100168368,0.151318173,0,0.059674772,0.245092816,0.189680527,0.168368108,0.053281047,0.063937256,0.078855949,7.354915709,16.62581786,23.98073357,100,94.1113787,2.55749025,96.66886895,-1.069854155,0.563607921,-2.420270229
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000064.spe,440,12.8,12.8,7.14,1,7994,1.51,4.265954582,0,0.016832537,0.709070634,0,0,0,0.923685484,3.600058914,20.18010815,0.172533507,11.25675932,0.187261977,0.450270373,33.55355903,0,0.084162686,0.183053843,0,0,0.035769142,0,0,0.132556231,0.953142424,0.132556231,0.412397164,0.273528731,0,0.345067015,0.479727313,0.023144739,0.302985671,1.094114924,0.082058619,0,0,0.235655522,0.252488059,0.023144739,0.237759589,0,0.071538284,0.115723694,0,0.037873209,6.284848612,17.15656364,23.44141225,100,94.56309045,2.80261746,97.36570791,-1.140018566,0.583728598,-2.468959714
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000065.spe,442,13,13,7.14,1,7945,1.42,4.214652147,0,0,0.760212689,0,0,0,0.954536719,3.476478251,20.69657691,0.115313161,11.11917829,0.467658929,0,33.03294967,0.149480023,0,0.237032608,0.196459459,0.162292596,0.049114865,0.042708578,0,0.085417156,0.899015567,0,0.360887484,0.140938307,0,0.676930962,0.365158342,0,0,0.749535544,0.424950351,0,0,0.036302291,0.115313161,0,0.478336074,0.093958872,0.305366333,0.081146298,0,0,6.812018194,16.91473232,23.72675052,100,94.45002029,2.568920968,97.01894125,-1.162651607,0.621296929,-2.515126319
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000066.spe,444,13.2,13.2,7.14,1,8179,1.65,4.35267737,0,0.014424662,0.667655786,0,0,0,0.884025717,3.599983515,19.73087702,0.09272997,12.10229146,0.09272997,0.871661721,34.31421035,0,0.008242664,0.06181998,0.183399275,0,0,0,0.032970656,0.026788658,0.933481701,0.204005935,0.302917903,0.164853281,0,0.290553907,0.068001978,0,0.230794593,0.785113749,0.201945269,0,0,0,0.216369931,0,0.432739862,0.117457962,0.177217277,0.055637982,0.039152654,0.121579294,6.425156611,16.5492087,22.97436531,100,94.85245631,2.22964062,97.08209693,-1.212465545,0.488789959,-2.56222873
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000067.spe,446,13.4,13.4,7.13,1,7881,1.33,4.120277898,0,0.018969333,0.712403836,0,0.008430815,0,1.011697755,3.513541996,19.24544209,0.075877332,11.09073664,0.58804932,0.101169776,34.49467805,0.031615555,0.048477184,0.025292444,0.130677627,0.111708294,0.02318474,0,0,0.185477922,0.689219096,0.181262514,0.326694067,0.242385921,0,0.642849615,0.257139846,0,0,0.244493624,0.514279692,0,0,0,0.069554221,0.145431552,0.440510064,0.316155549,0.115923701,0.048477184,0.077985035,0,9.109495205,15.1607124,24.27020761,100,94.61060175,2.10348825,96.71409,-1.149485579,0.551164035,-2.778306291
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000068.spe,448,13.6,13.6,7.14,1,7867,1.48,4.459551519,0,0.038189803,0.78713428,0,0,0,1.005664821,3.632274627,19.91386078,0.216408885,11.44845437,0.288545181,1.086287739,33.36940148,0.169732459,0.042433115,0.053041394,0.097596164,0,0.016973246,0,0,0.059406361,0.78713428,0.093352853,0.417966181,0.280058558,0,0.498589099,0.173975771,0.021216557,0.129421,1.202978805,0.046676426,0.010608279,0.462520951,0.309761738,0.063649672,0.123056033,0.203678951,0.11456941,0.135785967,0.076379607,0.080622918,0.118812721,5.083487153,17.34029236,22.42377952,100,93.11310547,2.997899561,96.11100503,-1.147995661,0.553561279,-2.677211155
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000069.spe,450,13.8,13.8,7.13,1,7866,1.76,4.293363431,0,0,0.74870134,0,0,0,0.919051925,3.678310795,19.49778124,0.012618562,11.27047887,0.538391975,0,34.35193169,0.077814465,0.096742308,0.149319649,0.323876422,0.058886622,0.012618562,0.044164967,0.071505184,0.060989716,0.919051925,0.17876296,0.378556857,0.361732108,0,0.544701256,0.180866054,0,0,0.462680603,0.344907359,0,0.1324949,0.10936087,0.172453679,0.105154683,0.384866138,0.21872174,0.191381522,0.042061873,0.037855686,0.029443311,7.470188648,15.82157353,23.29176218,100,94.64762666,2.302887548,96.95051421,-1.119733194,0.548113858,-2.506599474
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000070.spe,452,14,14,7.14,1,7793,1.27,4.225478524,0,0,0.817113876,0,0,0,0.927651827,3.916511336,19.2271013,0.041180805,11.74953401,0.234080368,0.101868308,33.0985305,0.201569205,0,0.182062508,0.251419654,0,0,0,0.164723222,0,0.93632147,0.130044649,0.331613854,0.392301357,0,0.177727687,0.244917422,0.132212059,0.197234384,0.851792449,0.270926351,0,0.18639733,0.162555811,0.169058043,0.093198665,0.565694222,0.05418527,0.270926351,0.162555811,0,0.091031254,4.922189952,18.74376869,23.66595865,100,94.31704885,3.199098357,97.51614721,-1.098612289,0.492507229,-2.529609991
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000071.spe,454,14.2,14.2,7.14,1,7687,1.57,4.131557414,0,0.017604472,0.734986687,0,0,0,0.933036991,3.870783179,19.80062936,0.039610061,11.8500099,0.035208943,0.347688313,33.30766015,0,0,0.162841362,0,0,0.035208943,0.013203354,0,0.286072662,0.849415752,0.022005589,0.378496138,0.393900051,0,0.129832978,0.088022358,0.149638008,0.341086636,0.574345884,0.305877693,0.090222917,0,0.055013974,0.292674339,0,0.426908435,0,0.206852541,0.04181062,0,0.015403913,7.266245626,16.93770218,24.2039478,100,95.55267038,2.530642783,98.08331316,-1.118871845,0.51338502,-2.63553522
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000072.spe,456,14.4,14.4,7.15,1,7849,1.63,4.365086814,0,0.038701355,0.812728445,0,0,0,0.954633412,3.687379058,20.15910557,0.234358203,12.28337992,0.103203612,1.051386799,32.10492367,0,0,0.215007525,0,0.012900452,0,0,0,0.154805418,0.93743281,0.083852935,0.432165126,0.264459256,0,0,0.305310686,0.313910987,0.279509783,0.93743281,0.13115459,0,0.378413244,0,0.275209632,0,0.67942378,0,0.227907977,0.019350677,0.012900452,0,5.147280155,17.76177166,22.90905182,100,93.8056332,3.52827349,97.33390669,-1.203331199,0.495408953,-2.572857315
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000073.spe,458,14.6,14.6,7.15,1,7861,1.39,4.245371625,0,0.014890766,0.918972963,0,0,0,0.904082197,4.020506711,19.87491757,0.151034908,11.78497734,0.123380629,1.065753366,31.54076879,0.244634006,0.034036036,0.197834457,0.108489864,0,0.040417792,0,0,0.142525899,0.910463954,0.127635134,0.440341211,0.263779276,0,0.187198196,0.223361484,0.195707205,0.297815312,0.970027016,0.278670042,0,0.3339786,0.178689187,0.085090089,0.021272522,0.416941437,0.063817567,0.23825225,0,0.044672297,0,6.107341147,17.44772278,23.55506392,100,93.5076262,3.303622711,96.81124891,-1.075417672,0.522632899,-2.560626584
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000074.spe,460,14.8,14.8,7.16,1,7825,1.51,4.180513461,0,0.021323326,0.978740644,0,0,0,0.90837367,3.601509691,21.17192997,0.185512933,11.76407873,0.718596072,0,31.89329808,0.172718937,0,0.076763972,0.204703926,0,0,0,0,0.10021963,0.985137642,0,0.255879907,0.219630254,0,0.422201847,0.324114549,0,0,0.611979444,0.388084526,0,0,0.036249653,0.023455658,0.095954965,0.524553809,0.10021963,0.16632194,0.08316097,0,0.044778984,7.043094441,16.8774122,23.92050664,100,94.86747553,2.270934175,97.13840971,-1.183697596,0.587625534,-2.480024622
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000075.spe,462,15,15,7.17,1,7854,1.57,4.466592634,0,0.02279037,0.851531098,0,0,0,0.841171839,3.536651059,21.03343969,0,11.58579538,0.372933328,0.917830357,31.2891062,0.395723698,0,0.203041478,0.111879998,0,0,0,0,0.024862222,0.959267393,0.188538516,0.393651846,0.267268885,0,0.46616666,0.236191108,0.033149629,0.240334811,0.907471098,0.316993329,0.372933328,0.383292587,0.426801475,0.033149629,0.014502963,0.517962955,0.2279037,0.368789624,0,0,0.070442962,5.451042141,16.93738864,22.38843078,100,92.50818381,4.079476236,96.58766005,-1.186599561,0.596333725,-2.49136523
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000076.spe,464,15.2,15.2,7.18,1,7763,1.45,4.228286071,0,0,0.807744221,0,0,0,0.856251054,3.878437658,19.28884765,0,11.5699342,0.34587481,1.24430572,31.72557786,0.331111861,0.073814746,0.04639784,0.257297115,0.04639784,0.021089927,0,0,0.158174456,1.202125865,0.025307913,0.310021934,0.080141724,0,0.065378775,0.350092796,0.149738485,0.147629492,0.997553568,0.263624093,0.172937405,0.177155391,0.267842079,0.063269782,0.124430572,0.546229121,0.331111861,0.310021934,0.037961869,0,0.075923739,5.432765311,18.21747933,23.65024464,100,92.5594736,3.901636578,96.46111017,-1.092977447,0.511117233,-2.264318311
