filename,position_mm,Section_depth_cm,Strat_depth_cm,sample_surface,validity,kcps,MSE,TSN_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,Cr_inc,Cr_coh,inc+coh,SUM,SUM,REE_SUM,SUM+RRE_SUM,LnK_Ti,LnCa_Ti,LnSr_Ti
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000077.spe,466,15.4,15.4,7.2,1,8086,1.45,4.025485038,0,0.030633501,0.745415186,0,0,0,0.780133154,3.917003635,19.25213413,0.200138872,11.4324225,0.825062288,0.592247682,32.175387,0.200138872,0.079647102,0.112322836,0,0,0,0,0,0,1.14569293,0.159294204,0.339010742,0.249152473,0,0.371686476,0.234856839,0,0,0.729077319,0.341052976,0,0.075562635,0.044929135,0.016337867,0.175632071,0.457460279,0.149083037,0.11436507,0.036760201,0.110280603,0.065351468,6.859861945,17.98186497,24.84172691,100,94.21026835,2.338357227,96.54862558,-1.071126415,0.521168521,-2.300443765
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000078.spe,468,15.6,15.6,7.21,1,7897,1.49,4.169121515,0,0.027337918,0.853784199,0,0,0,0.935797952,3.820999727,20.42352743,0.071499169,11.93194961,0.422686266,0.588816689,32.33234496,0.021029167,0.073602086,0.218703342,0.086219587,0,0,0,0.023132084,0.033646668,0.986267954,0.088322503,0.309128762,0.208188758,0,0.073602086,0.170336256,0.170336256,0,0.513111686,0.424789183,0.023132084,0.182953757,0.035749585,0.243938342,0.138792505,0.363804597,0.048367085,0.16823334,0,0,0,7.307635691,16.67823271,23.9858684,100,95.07076315,2.483544676,97.55430782,-1.138707547,0.537467898,-2.493046847
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000079.spe,470,15.8,15.8,7.22,1,7769,2.42,4.004048234,0,0,0.77441005,0,0,0,0.791619162,3.51926345,21.31993891,0,9.779078022,0.477552864,0,31.86697356,0,0,0.107556951,0.105405812,0.092498978,0,0,0.025813668,0.124766064,1.060511541,0.053778476,0.148428593,0.219416181,0,1.83707273,0.292554908,0,0.070987588,0.367844774,0.350635662,0,0.408716415,0,0.249532127,0.131219481,0.499064255,0.116161508,0.10970809,0.083894422,0.02151139,0.019360251,10.27168886,14.70303526,24.97472412,100,93.77030137,2.596424807,96.36672618,-1.021993487,0.779397526,-2.22149383
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000080.spe,472,16,16,7.24,1,7010,1.86,3.94465192,0,0.01213769,0.776812157,0,0,0,0.963732582,3.485944555,22.89896587,0.315579939,11.70801573,0.500072826,0.019420304,29.68393455,0,0,0.07282614,0.016992766,0,0,0,0.026702918,0.111666748,1.114239938,0.03641307,0.41025392,0.220905957,0,0.332572705,0.174782735,0,0,0.611739574,0.240326261,0,0,0,0.101956596,0.065543526,0.487935136,0.01213769,0.031557994,0.077681216,0.043695684,0.094673982,6.282468321,19.06831092,25.35077924,100,95.72267806,1.725979512,97.44865757,-1.21153467,0.670818039,-2.35210121
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000081.spe,474,16.2,16.2,7.27,1,7230,1.3,4.105788423,0,0,0.706067551,0,0,0,0.893580573,3.296525222,23.5733963,0.189827997,11.1373475,0.537074334,0,30.55999259,0.062504341,0.018519805,0.131953608,0,0,0.043984536,0.013889853,0.013889853,0,1.32416603,0.148158437,0.196772924,0.071764243,0,0.694492673,0.287056972,0,0,0.5023497,0.298631849,0.011574878,0,0,0.039354585,0,0.351876288,0.101858925,0.157418339,0.134268583,0.02083478,0.125008681,7.681088965,16.67476908,24.35585805,100,95.35384402,1.750121536,97.10396555,-1.21743515,0.7498147,-2.12952125
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000082.spe,476,16.4,16.4,7.3,1,7514,1.6,4.442924159,0.019797624,0.02199736,0.816102068,0,0,0,0.796304443,3.218213814,24.54025517,0.226572811,12.18433788,0.2441707,0.664320282,29.74483062,0,0,0.12758469,0,0,0.019797624,0,0.015398152,0.180378355,1.132864056,0.013198416,0.28816542,0.217773867,0,0,0.259568852,0.400351958,0.140783106,0.791904971,0.195776507,0,0,0,0.224373075,0.081390233,0.651121865,0.063792345,0.098988121,0,0.083589969,0.028596568,5.153981522,17.35371755,22.50769908,100,94.77782666,2.908051034,97.68587769,-1.331324857,0.700163491,-2.375402357
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000083.spe,478,16.6,16.6,7.34,1,7757,1.76,4.628520428,0,0.021425205,0.899858594,0,0,0,0.749882161,3.316621674,24.68183571,0.46278442,12.50160689,0.252817414,1.088400394,29.68676351,0,0,0.029995286,0.027852766,0.010712602,0,0.025710246,0.029995286,0.134978789,1.124823242,0.115696105,0.347088315,0.218537087,0,0.158546514,0.291382783,0.130693748,0.194969362,0.827012898,0.18425676,0,0,0,0.179971719,0,0.529202554,0.107126023,0.036422848,0.027852766,0,0,5.004927797,16.60024853,21.60517633,100,94.41230664,2.481038694,96.89334533,-1.326910491,0.68021039,-2.408231282
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000084.spe,480,16.8,16.8,7.37,1,7807,1.46,4.66600849,0,0,0.882315602,0,0,0,0.869620414,2.91989336,25.39037705,0.247556176,11.9884897,0.613600779,0.653802209,30.14260928,0,0,0.065591807,0.071939402,0,0.059244213,0.099445643,0,0.04020143,1.02831027,0.052896619,0.209470611,0.099445643,0,0.60513732,0.207354746,0,0.016926918,0.882315602,0.137531209,0,0.139647074,0,0.135415344,0.031737971,0.47183784,0.167153316,0.107909102,0.107909102,0.031737971,0.090982184,6.220642377,15.21095172,21.43159409,100,94.15809741,2.297829123,96.45592654,-1.412399902,0.750423248,-2.456030056
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000085.spe,482,17,17,7.39,1,8216,1.49,4.737802012,0,0,0.829430907,0,0,0,0.803635209,2.795856814,24.63092309,0.400825462,12.17556949,0.644892452,0.587348202,30.66910072,0.178585602,0.069449956,0.172632749,0,0,0,0.061512818,0,0.013889991,1.222319232,0.07540281,0.365108342,0.267878403,0,0.581395349,0.196444162,0,0,0.672672434,0.283752679,0,0.146837051,0.07540281,0.045638543,0.113104215,0.341296928,0.164695611,0.136915628,0.067465672,0.03571712,0.067465672,6.389395984,14.71743789,21.10683388,100,94.23565362,2.17676006,96.41241368,-1.471292831,0.704571246,-2.29868138
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000086.spe,484,17.2,17.2,7.41,1,8176,1.55,4.566887057,0,0.031731551,0.749657894,0,0,0,0.74569145,2.734863059,25.49630129,0.220137636,11.44319061,0.501755151,1.116553954,30.27586617,0.041647661,0.065446324,0.079328878,0.164607421,0,0,0,0.039664439,0,1.178033834,0.025781885,0.20427186,0.32723162,0,0.376812169,0.404577276,0,0,0.549352478,0.382761835,0.073379212,0,0.093211431,0.178489975,0.07139599,0.331198064,0.085278544,0.115026873,0,0,0,6.47323642,15.42351705,21.89675347,100,94.38549868,2.284671678,96.67017036,-1.431313482,0.801138548,-2.27354804
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000087.spe,486,17.4,17.4,7.41,1,8054,1.53,4.231152267,0,0.033034645,0.685468885,0,0.008258661,0,0.796960813,2.853367469,25.01548499,0.410868398,10.95717884,0.239501177,0,30.77796589,0,0.016517323,0.09703927,0,0.014452657,0.033034645,0,0.039228641,0.039228641,1.337903126,0.084651278,0.313829128,0.121815254,0,0.726762192,0.289053144,0,0.055745964,0.441838378,0.307635132,0,0,0,0.082586613,0.115621258,0.249824503,0.018581988,0.008258661,0,0.06193996,0.13213858,6.929016806,16.70520709,23.63422389,100,95.79427675,1.569145641,97.36342239,-1.345494979,0.825500189,-2.102891286
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000088.spe,488,17.6,17.6,7.4,1,8269,1.26,4.565543741,0,0,0.869003582,0,0,0,0.808329908,2.677470495,25.53578768,0.225079757,11.05043744,0.369913687,1.542285636,29.45021823,0.060673673,0.203550389,0.154620007,0.164406083,0.148748361,0,0.015657722,0.115475701,0.119390132,1.211516255,0.091989118,0.264224062,0.180063805,0,0.209422034,0.152662791,0.043058736,0.185935451,1.025580804,0.201593173,0.082203042,0.090031903,0.352298749,0.123304562,0.041101521,0.021529368,0.054802028,0.097860764,0.097860764,0.058716458,0,5.169005539,16.73419059,21.90319613,100,93.29653769,2.471962891,95.76850058,-1.417597511,0.837610892,-2.210597336
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000089.spe,490,17.8,17.8,7.42,1,7762,1.79,4.524588595,0.016916538,0.029603942,0.727411135,0,0,0,0.898691083,2.837749255,25.38749445,0.211456725,11.04015563,0.425028018,0.465204796,29.49186949,0.08458269,0,0.190311053,0.270664608,0.02326024,0,0,0.035947643,0.078238988,1.22433444,0.171279948,0.334101626,0.175509082,0,0.473663065,0.245289801,0,0.179738217,1.034023387,0.344674462,0,0.241060667,0,0.13110317,0,0.505381574,0.10784293,0.308726819,0.042291345,0.065551585,0.099384661,6.373305703,15.72815123,22.10145694,100,93.5103931,3.097841027,96.60823412,-1.358527916,0.83271757,-2.199141756
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000090.spe,492,18,18,7.43,1,7762,1.48,4.374735291,0,0,0.79976428,0,0,0,0.808182851,2.883360694,24.90423875,0.189417856,10.92520099,0.425137854,1.302773919,29.90697479,0.134697142,0.021046428,0.065243928,0.037883571,0,0.046302143,0,0.010523214,0,1.168076777,0.084185714,0.383044997,0.231510713,0,0.827124637,0.220987498,0,0,0.549311782,0.223092141,0,0.225196784,0,0,0.096813571,0.263080355,0.183103927,0.136801785,0.021046428,0.008418571,0.05893,7.648272088,15.21025382,22.85852591,100,94.12594183,1.898387844,96.02432967,-1.332115617,0.823965882,-2.235713522
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000091.spe,494,18.2,18.2,7.45,1,7994,1.59,4.366723412,0.012310975,0.018466463,0.810472536,0,0,0,0.759176806,3.155713318,24.66914254,0.225701213,11.02653015,0.824835341,0.297515235,30.65843199,0.053347559,0.114902436,0.012310975,0.127213411,0.053347559,0.02667378,0.030777438,0,0.133368898,1.218786548,0.05129573,0.303670722,0.305722552,0,0.625807908,0.182612799,0,0,0.636067054,0.127213411,0,0.073865851,0,0,0.030777438,0.252374992,0.178509141,0.036932926,0.012310975,0.053347559,0,6.824383938,16.07608183,22.90046577,100,95.0612471,1.518353612,96.57960071,-1.251089639,0.805248972,-2.20244847
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000092.spe,496,18.4,18.4,7.47,1,7898,1.66,4.55870021,0,0.029264826,0.710717197,0,0,0,0.79642133,2.924392232,24.14139092,0.018813102,11.82089927,0.165137231,0.369991012,31.11478083,0.160956542,0.018813102,0.175588955,0,0.010451723,0,0,0,0.098246201,1.199857857,0.03553586,0.399255837,0.321913083,0,0.13796275,0.119149648,0.186040678,0.407617216,0.842408913,0.223666883,0,0.395075148,0.033445515,0.213215159,0.200673091,0.503773072,0.117059303,0.091975167,0,0.062710341,0.016722758,6.555320972,15.38075629,21.93607726,100,94.74487343,3.334099793,98.07897322,-1.396782414,0.714058744,-2.287665992
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000093.spe,498,18.6,18.6,7.48,1,8150,1.83,4.739444343,0,0,0.821458185,0,0,0,0.831099713,3.102643707,22.24300507,0.136909697,11.23623672,0.505216067,2.699627837,30.46915675,0.229468366,0.219826838,0.225611755,0.077132224,0,0.009641528,0,0.084845446,0.119554947,1.162768276,0.123411558,0.414585704,0.171619198,0,0.615129486,0.248751422,0,0.088702058,1.089492663,0.300815673,0.268034478,0.121483253,0.484004705,0.146551225,0.160049365,0.136909697,0.156192753,0.140766309,0,0.052064251,0.007713222,5.12929289,15.97022696,21.09951985,100,90.94660522,3.341753601,94.28835882,-1.28688942,0.682883603,-2.26834037
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000094.spe,500,18.8,18.8,7.49,1,8148,1.44,4.495714412,0,0,0.725264358,0,0,0,0.821573175,2.912850348,23.63496993,0.216203467,12.1014977,0.514957349,1.470183576,29.85966429,0.216203467,0.013758402,0.161169857,0.102205275,0.066826526,0,0,0,0.070757498,1.159636778,0.212272495,0.222099925,0.208341523,0,0.137584025,0.245685758,0.076653957,0,0.66433429,0.381304297,0.2397893,0,0.090412359,0.019654861,0.100239789,0.477613114,0.198514093,0.169031802,0.06486104,0.108101734,0.092377845,5.786390974,16.45701482,22.24340579,100,93.22890051,2.663233618,95.89213412,-1.424197119,0.66939817,-2.345222388
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000095.spe,502,19,19,7.5,1,8077,1.85,4.456289192,0.010346826,0.028971112,0.78842811,0,0,0,0.655988743,2.921943548,25.25660127,0.240046354,12.38928897,0.52148001,0,30.57280026,0.070358414,0,0.070358414,0,0,0,0,0.026901747,0.024832381,1.109179704,0.055872858,0.246254449,0.256601275,0,0.573214138,0.175896035,0,0,0.604254615,0.153133019,0,0.024832381,0.08484397,0.049664763,0.111745716,0.314543498,0.151063654,0.053803493,0,0.016554921,0,6.288800596,16.15139475,22.44019535,100,96.05165135,1.723781144,97.7754325,-1.444583313,0.712255252,-2.41321157
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000096.spe,504,19.2,19.2,7.5,1,7995,1.43,4.291178836,0.016661807,0.02499271,0.699795893,0,0,0,0.762277669,2.976215271,23.59936685,0.32282251,11.97359104,0.404048819,0,30.52443037,0.112467197,0,0.13121173,0.07081268,0,0,0.014579081,0,0.029158162,1.133002874,0.185362603,0.38322156,0.222851668,0,0.431124255,0.420710626,0,0.145790811,0.491523306,0.462365143,0,0,0.139542633,0.089557212,0,0.38322156,0.112467197,0.316574332,0.054150873,0,0.062481776,6.991710751,16.31190903,23.30361978,100,94.94730704,2.561752822,97.50905986,-1.392051028,0.678516406,-2.357831959
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000097.spe,506,19.4,19.4,7.51,1,8160,1.57,4.244509886,0.01784086,0,0.485667843,0,0,0.013876224,0.765174642,2.725686873,22.33873845,0.281489117,11.13071403,0.172461642,2.037822622,29.11628276,0.333029378,0.097133569,0.166514689,0.150656147,0,0,0,0,0.031717084,1.417357174,0.08722198,0.46188003,0.198231773,0,0.285453753,0.194267137,0.009911589,0.440074535,1.393569361,0.180390913,0.245807398,0.105062839,0.463862348,0.055504896,0.128850652,0.41826904,0.11299211,0.227966538,0,0.015858542,0.132815288,4.448320977,19.1115252,23.55984617,100,91.6009198,3.976529358,95.57744915,-1.406987857,0.696614005,-2.060914324
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000098.spe,508,19.6,19.6,7.53,1,8324,1.83,4.310532218,0,0,0.588329465,0,0,0,0.626350756,2.935643961,23.31505643,0.334187145,11.15024414,0.09605379,0.984551349,30.13887777,0,0,0.214119907,0.214119907,0,0.058032498,0,0,0.102057152,1.254702633,0.134075082,0.278155767,0.28616025,0,0.714400064,0.204114304,0,0.552309293,1.208676859,0,0,0.328183783,0.072040343,0.214119907,0,0.336188265,0,0.238133355,0.074041463,0.06403586,0.084047066,5.599135516,17.59985592,23.19899144,100,93.36028176,3.153766109,96.51404787,-1.334534557,0.737637957,-2.184562794
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000099.spe,510,19.8,19.8,7.55,1,8432,2.01,4.474221408,0,0,0.715566994,0,0,0,0.655124006,3.096240836,23.87108095,0.335361098,10.59117142,0.169630323,2.289034472,29.86663547,0,0,0.076041179,0.033146155,0,0,0,0,0.013648417,1.226407737,0.193027609,0.325612229,0.26516924,0,0.838402745,0.364607706,0,0.384105444,1.331695523,0,0,0,0,0.146233037,0,0.522539385,0.072141632,0.10723756,0.046794572,0,0.113086882,4.925128685,17.42512869,22.35025737,100,92.38418343,2.928560287,95.31274372,-1.229832027,0.812646955,-2.155931413
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000100.spe,512,20,20,7.58,1,8290,1.53,4.270881921,0,0.032359841,0.794838605,0,0,0,0.711916512,3.333063668,24.24763369,0.327643395,11.08931316,0.313485964,0.602702047,30.04206779,0,0,0.016179921,0.036404822,0,0,0,0,0.099102014,1.11843702,0.052584742,0.273036162,0.315508454,0,0.542027344,0.362025726,0,0.137529326,0.608769517,0.293261063,0,0.248766281,0,0.022247391,0.123371895,0.412587978,0.21438395,0.042472292,0.105169485,0.036404822,0.030337351,7.521640644,15.89272713,23.41436777,100,94.64444624,2.465415419,97.10986166,-1.202089965,0.782337166,-2.294049674
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000101.spe,514,20.2,20.2,7.6,1,7803,2.24,4.185950413,0,0,0.744667153,0,0,0,0.669556633,2.927164256,24.34010043,0.15022104,10.28584918,0.407742822,0.225331559,29.83389845,0,0,0.068672475,0.317610198,0,0,0,0,0.158805099,1.390617623,0.2167475,0.521481609,0.407742822,0,0.64595047,0.278981931,0,0.07081849,0.285419975,0.633074381,0,0,0,0.377698614,0,0.686724752,0.167389158,0.244645693,0,0.025752178,0.027898193,8.182754625,15.70668269,23.88943731,100,94.40963131,2.744752994,97.15438431,-1.256734961,0.861356129,-2.001021103
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000102.spe,516,20.4,20.4,7.63,1,7732,1.86,4.173881411,0.010894196,0.021788391,0.769130207,0,0,0,0.710301551,2.919644413,24.51847656,0.307216315,9.976904305,0.520742548,1.074167683,29.88713613,0,0.037040265,0.108941956,0,0,0,0,0,0.037040265,1.244117134,0.178664807,0.350793097,0.335541224,0,1.041485097,0.361687293,0,0,0.773487886,0.250566498,0,0.104584277,0,0.12201499,0,0.237493463,0,0.054470978,0.008715356,0.02396723,0.054470978,6.893846958,17.06466794,23.9585149,100,94.06919993,1.904305386,95.97350532,-1.22881102,0.899154126,-2.081846703
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000103.spe,518,20.6,20.6,7.68,1,7865,2.4,4.106216696,0.028116619,0.030279436,0.724543646,0,0,0,0.804567869,3.157712605,23.12483779,0.311445627,11.58188425,0.322259711,0,30.71632494,0,0,0.11679211,0.07569859,0.064884506,0,0,0,0.168699715,1.209014621,0.110303659,0.281166191,0.129769011,0,0.421749286,0.155722813,0,0.170862531,0.685612942,0.209793235,0,0.069210139,0,0.211956052,0,0.514750411,0,0.097326758,0.123280561,0,0.028116619,7.734233065,16.6190847,24.35331776,100,95.39536292,2.115234882,97.5105978,-1.299594268,0.691465094,-2.25963651
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000104.spe,520,20.8,20.8,7.72,1,7678,2.12,4.149770432,0.01991547,0.01548981,0.743510876,0,0,0,0.803257286,3.292691023,24.42300458,0.245624129,10.15467682,0.429289018,0.462481468,29.61872939,0,0,0.121705649,0.106215839,0,0,0.03097962,0,0,1.219269324,0.04646943,0.303157708,0.265539599,0,1.000199155,0.261113939,0,0.0663849,0.681551636,0.146046779,0,0.517802217,0,0.307583368,0,0.475758447,0,0.05974641,0.03097962,0,0.05310792,7.986103428,16.11161514,24.09771857,100,94.24000354,2.515987697,96.75599124,-1.126229199,0.877591129,-2.119682605
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000105.spe,522,21,21,7.76,1,7398,1.71,4.183767516,0.020231084,0,0.789012274,0,0,0,0.849705525,3.11109113,24.58975858,0.242773007,10.37854606,0.409117475,0.445083847,28.82255091,0.134873893,0,0.193319247,0.177583959,0.056197455,0,0.098907521,0,0.157352875,1.218360833,0.121386504,0.260756193,0.206806636,0,1.018297891,0.254012498,0,0.015735288,0.611428315,0.254012498,0,0.70584004,0.033718473,0.10115542,0.044957964,0.35292002,0,0.098907521,0.105651216,0.128130198,0.089915929,8.254282246,15.64761948,23.90190172,100,93.47210358,2.472688037,95.94479162,-1.204767286,0.862589242,-2.142234421
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000106.spe,524,21.2,21.2,7.8,1,7576,3.03,4.140598175,0,0,0.726693436,0,0,0,0.931826117,3.177374302,23.76483939,0.303334497,10.50104749,0.567388268,0.292423184,30.28762221,0,0.063285615,0.16148743,0,0,0,0,0,0,1.034392458,0.080743715,0.309881285,0.141847067,0,1.331180168,0.100384078,0,0.028369413,0.774703212,0.089472765,0,0.678683659,0,0.408083101,0,0.021822626,0,0.021822626,0,0.039280726,0.010911313,8.705045391,15.44605447,24.15109986,100,94.25628492,2.12334148,96.3796264,-1.195419848,0.816732139,-2.317660755
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000107.spe,526,21.4,21.4,7.82,1,8415,2.07,4.173850229,0,0.026922041,0.751894158,0,0,0,0.8441983,3.415253259,22.63182185,0.201915311,9.845775162,0.503826776,0,31.19687704,0.140379216,0.203838314,0.15576324,0,0,0,0.030768047,0,0.215376332,1.184569824,0.213453329,0.340371524,0.223068344,0,0.874966347,0.215376332,0,0,0.451905696,0.41536864,0,0.730741125,0.340371524,0.115380178,0.286527441,0.201915311,0.082689127,0,0.044229068,0.117303181,0.038460059,8.553517172,15.40517672,23.9586939,100,93.7040883,2.840275374,96.54436368,-1.058790794,0.832314517,-2.117662755
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000108.spe,528,21.6,21.6,7.85,1,8021,2.17,4.18697318,0,0.010167561,0.756466569,0,0,0,0.866276232,3.36749634,21.92736294,0.199284204,9.736456808,0.504311046,0.628355295,31.65365219,0.14234586,0.18708313,0.215552302,0.250122011,0,0,0.038636733,0.018301611,0.119977225,1.232308443,0.024402147,0.252155523,0.193183667,0,1.14080039,0.162680983,0,0,0.762567106,0.221652839,0,0.860175695,0.300959818,0.030502684,0.109809663,0.061005368,0,0.034569709,0.022368635,0.04473727,0.040670246,9.008459411,14.87514235,23.88360176,100,93.21823654,2.543923865,95.7621604,-1.061707732,0.811858032,-2.066988081
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000109.spe,530,21.8,21.8,7.85,1,8259,1.67,4.06340315,0.01798094,0.041955527,0.591373144,0,0,0,0.871076659,2.984836074,21.75693765,0.085908937,9.533894072,0.191796696,0,32.01406509,0.249735281,0.227758576,0.243741634,0.063932232,0.013985176,0,0.033963998,0.023974587,0,1.378538749,0.089904701,0.215771282,0.127864464,0,0.962979242,0.165824226,0,0.263720456,0.743212195,0.347631511,0,0.847102072,0.559407029,0.071923761,0.121870817,0.225760694,0.101891994,0.175813638,0.019978822,0,0.023974587,9.733682297,14.87623119,24.60991349,100,93.45693565,3.624158392,97.08109404,-1.161308418,0.825079433,-1.933829186
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000110.spe,532,22,22,7.82,1,8644,1.48,4.350206351,0.011616651,0.044530494,0.80929332,0,0,0,0.838334947,3.486931268,22.15488867,0.046466602,10.76476283,0.201355276,0.090997096,32.50145208,0,0,0.154888674,0.139399806,0,0,0,0.085188771,0.023233301,1.173281704,0,0.3678606,0.216844143,0,0.385285576,0.300096805,0,0.131655373,0.830590513,0.317521781,0,0.669893514,0,0.251694095,0.071636012,0.557599226,0.178121975,0.189738625,0,0,0.017424976,7.084220716,15.90319458,22.9874153,100,94.61761859,3.498547919,98.11616651,-1.127256042,0.721780081,-2.216473401
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000111.spe,534,22.2,22.2,7.8,1,8438,1.93,4.243771044,0,0.009917487,0.890590289,0,0,0,0.876705808,3.276737544,21.48127579,0.166613773,10.04641384,0.376864487,0,32.01959695,0.347112028,0.210250714,0.160663281,0.230085687,0,0,0,0,0.081323389,1.263487782,0,0.420501428,0.184465249,0,0.858854332,0.27173913,0,0.1467788,0.591082196,0.539511266,0.081323389,0.515709299,0.485956839,0.023801968,0.099174865,0.265788639,0.196366233,0.236036179,0,0.033719454,0.047603935,7.912170739,15.65177721,23.56394795,100,93.3076801,3.453268804,96.76094891,-1.120367463,0.759965923,-2.073339761
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000112.spe,536,22.4,22.4,7.76,1,8334,1.7,4.136181909,0,0,0.702793049,0,0,0,0.787369862,3.223987595,22.65853118,0.018123603,10.72715923,0.535653155,0.930344953,30.69534223,0.106727884,0,0.169153628,0.114782819,0.084576814,0,0,0.068466945,0.193318432,1.129704585,0.03826094,0.360458326,0.193318432,0,0.255744175,0.372540728,0,0,0.718902918,0.487323547,0,0.229565638,0.012082402,0.130892688,0.124851487,0.430939004,0.149016291,0.128878954,0.016109869,0.028192271,0,7.388388812,16.78849755,24.17688637,100,94.03733462,2.784993657,96.82232828,-1.202159794,0.747757663,-2.250822601
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000113.spe,538,22.6,22.6,7.74,1,8005,1.89,4.27831262,0,0,0.820309304,0,0,0,0.904181327,3.195319532,22.50020457,0.116602569,9.768022257,0.544145324,1.532198674,30.2430243,0.186154979,0,0.063415432,0.051141478,0.135013501,0,0,0,0.065461092,0.99009901,0.100237296,0.400949186,0.159561411,0,1.280582604,0.280255298,0,0,1.053514442,0.292529253,0.157515752,0.464364618,0.263890025,0.100237296,0.118648228,0.405040504,0.196383275,0.159561411,0.038867523,0,0.038867523,7.485066688,15.88863432,23.37370101,100,91.51460601,3.491940103,95.00654611,-1.117426923,0.834410386,-2.289064346
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000114.spe,540,22.8,22.8,7.73,1,7547,1.31,4.011297376,0,0,0.77223585,0,0,0,1.019805578,3.334241846,22.6764786,0.215771782,11.43136186,0.233942037,0.081766149,29.56981921,0,0,0.09539384,0,0,0,0,0,0.145362042,1.237848642,0.16580358,0.363405106,0.220314345,0,0.088579995,0.458798946,0.174888707,0.093122558,0.851730717,0.32025075,0,0.15444717,0.145362042,0.268011266,0.109021532,0.402016898,0.122649223,0.124920505,0.084037431,0.065867175,0.043154356,6.97510675,17.95448351,24.92959026,100,94.63068956,3.225220314,97.85590988,-1.232115298,0.684967584,-2.222985712
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000115.spe,542,23,23,7.73,1,7986,1.28,3.563641831,0,0.025316456,0.812236287,0,0,0,1.016877637,3.352320675,23.02320675,0.191983122,10.43459916,0.164556962,0,27.88185654,0.105485232,0,0.166666667,0,0.113924051,0,0.033755274,0.014767932,0.046413502,1.082278481,0.147679325,0.339662447,0.303797468,0,0.191983122,0.217299578,0.154008439,0.166666667,0.259493671,0.525316456,0,0,0,0.082278481,0.099156118,0.542194093,0.061181435,0.200421941,0.037974684,0.040084388,0.103375527,7.215189873,20.84599156,28.06118143,100,95.45780591,2.308016878,97.76582278,-1.135474282,0.79137557,-2.266058603
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000116.spe,544,23.2,23.2,7.73,1,7471,1.57,4.598827917,0,0.016218721,0.845690454,0,0,0,1.153846154,3.322520853,25.62326228,0.271084337,11.20713624,0,0.572289157,29.10333642,0.189990732,0,0.15755329,0.118164968,0,0,0,0.141334569,0.069508804,1.512974977,0.111214087,0.227062095,0.208526413,0,0,0.081093605,0.46339203,0.549119555,0.720574606,0.331325301,0,0.136700649,0.067191844,0.032437442,0,0.613994439,0.067191844,0.189990732,0.101946247,0,0.048656163,5.122798888,16.6218721,21.74467099,100,93.95273401,3.253012048,97.20574606,-1.215826952,0.826949882,-2.002472844
