Depth_cm,Age_BP_Sh13,Age_BP_Sh20_min,Age_BP_Sh20_max,Age_BP_Sh20_median,Age_BP_Sh20_mean,RABD620,R850_R900,LOESS_100_age,LOESS_100_R850_R900,Predicted,Residuals,age_plot,R850_R900_mean,R850_R900_sd,Depth_0.1cm,Age_BP_Sh20_min_0.1cm,Age_BP_Sh20_max_0.1cm,Age_BP_Sh20_median_0.1cm,Age_BP_Sh20_mean_0.1cm,R850_R900_0.1cm,Depth_0.1cm,Age_BP_Sh20_min_0.5cm,Age_BP_Sh20_max_0.5cm,Age_BP_Sh20_median_0.5cm,Age_BP_Sh20_mean_0.5cm,R850_R900_0.5cm,,depth,min,max,median,mean
52.6848,7687,7567.24,7830.53,7688.87,7692.25,1.020473928,0.9828,,,,,,,,,,,,,,,,,,,,,52.6848,7567.24,7830.53,7688.87,7692.25
52.69166,7687.2,7567.31,7830.64,7689.07,7692.42,1.018370295,0.9834,,,,,,,,,,,,,,,,,,,,,52.69166,7567.31,7830.64,7689.07,7692.42
52.69852,7687.4,7567.38,7830.75,7689.33,7692.6,1.018581836,0.9886,,,,,,,,,,,,,,,,,,,,,52.69852,7567.38,7830.75,7689.33,7692.6
52.70538,7687.5,7567.46,7830.95,7689.46,7692.78,1.016134165,0.9864,,,,,,,,,,,,,,,,,,,,,52.70538,7567.46,7830.95,7689.46,7692.78
52.71224,7687.7,7567.53,7831.19,7689.71,7692.95,1.018565593,0.9874,,,,,,,,,,,,,,,,,,,,,52.71224,7567.53,7831.19,7689.71,7692.95
52.7191,7687.9,7567.6,7831.44,7689.97,7693.13,1.016629474,0.9843,,,,,,,,,,,,,,,,,,,,,52.7191,7567.6,7831.44,7689.97,7693.13
52.72596,7688.1,7567.68,7831.68,7690.24,7693.3,1.015985347,0.9797,,,,,,,,,,,,,,,,,,,,,52.72596,7567.68,7831.68,7690.24,7693.3
52.73282,7688.3,7567.76,7831.92,7690.46,7693.48,1.017616089,0.9801,,,,,,,,,,,,,,,,,,,,,52.73282,7567.76,7831.92,7690.46,7693.48
52.73968,7688.5,7567.95,7832.17,7690.68,7693.66,1.016271347,0.982,,,,,,,,,,,,,,,,,,,,,52.73968,7567.95,7832.17,7690.68,7693.66
52.74654,7688.7,7568.14,7832.41,7691,7693.83,1.01609995,0.9725,,,,,,,,,,,,,,,,,,,,,52.74654,7568.14,7832.41,7691,7693.83
52.7534,7688.9,7568.33,7832.65,7691.32,7694.01,1.01729637,0.9702,,,,,,,,,,,,,,,,,,,,,52.7534,7568.33,7832.65,7691.32,7694.01
52.76026,7689.1,7568.52,7832.87,7691.59,7694.18,1.019039995,0.964,,,,,,,,,,,,,,,,,,,,,52.76026,7568.52,7832.87,7691.59,7694.18
52.76712,7689.3,7568.72,7833.08,7691.86,7694.36,1.019313118,0.9639,,,,,,,,,,,,,,,,,,,,,52.76712,7568.72,7833.08,7691.86,7694.36
52.77398,7689.5,7568.95,7833.29,7692.19,7694.53,1.021850202,0.9644,,,,,,,,,,,,,,,,,,,,,52.77398,7568.95,7833.29,7692.19,7694.53
52.78084,7689.7,7569.18,7833.5,7692.49,7694.71,1.015709162,0.9685,,,,,,,,,,,,,,,,,,,,,52.78084,7569.18,7833.5,7692.49,7694.71
52.7877,7689.8,7569.29,7833.68,7692.67,7694.89,1.015638524,0.9789,,,,,,,,,,,,,,,,,,,,,52.7877,7569.29,7833.68,7692.67,7694.89
52.79456,7690,7569.35,7833.79,7692.91,7695.06,1.014259203,0.9858,,,,,,,,,,,,,,,,,,,,,52.79456,7569.35,7833.79,7692.91,7695.06
52.80142,7690.2,7569.41,7833.89,7693.05,7695.24,1.013922759,0.993,,,,,,,,,,,,,,,,,,,,,52.80142,7569.41,7833.89,7693.05,7695.24
52.80828,7690.4,7569.47,7834,7693.19,7695.41,1.015813801,0.9932,,,,,,,,,,,,,,,,,,,,,52.80828,7569.47,7834,7693.19,7695.41
52.81514,7690.6,7569.53,7834.11,7693.4,7695.59,1.014637836,0.9937,,,,,,,,,,,,,,,,,,,,,52.81514,7569.53,7834.11,7693.4,7695.59
52.822,7690.7,7569.58,7834.34,7693.47,7695.77,1.017307347,0.9876,,,,,,,,,,,,,,,,,,,,,52.822,7569.58,7834.34,7693.47,7695.77
52.82886,7690.9,7569.66,7834.93,7693.62,7695.94,1.019704609,0.99,,,,,,,,,,,,,,,,,,,,,52.82886,7569.66,7834.93,7693.62,7695.94
52.83572,7691,7569.74,7835.48,7693.75,7696.12,1.020489582,0.9827,,,,,,,,,,,,,,,,,,,,,52.83572,7569.74,7835.48,7693.75,7696.12
52.84258,7691.2,7569.81,7836.14,7693.89,7696.29,1.020094405,0.9744,,,,,,,,,,,,,,,,,,,,,52.84258,7569.81,7836.14,7693.89,7696.29
52.84944,7691.3,7569.89,7836.5,7694.03,7696.47,1.020161999,0.9627,,,,,,,,,,,,,,,,,,,,,52.84944,7569.89,7836.5,7694.03,7696.47
52.8563,7691.5,7569.93,7836.76,7694.17,7696.65,1.022943505,0.9574,,,,,,,,,,,,,,,,,,,,,52.8563,7569.93,7836.76,7694.17,7696.65
52.86316,7691.7,7569.97,7836.98,7694.31,7696.82,1.020995161,0.9669,,,,,,,,,,,,,,,,,,,,,52.86316,7569.97,7836.98,7694.31,7696.82
52.87002,7691.9,7570,7837.14,7694.46,7697,1.023413079,0.9722,,,,,,,,,,,,,,,,,,,,,52.87002,7570,7837.14,7694.46,7697
52.87688,7692,7570.03,7837.31,7694.68,7697.17,1.020205831,0.9774,,,,,,,,,,,,,,,,,,,,,52.87688,7570.03,7837.31,7694.68,7697.17
52.88374,7692.3,7570.07,7837.47,7694.94,7697.35,1.016733936,0.9844,,,,,,,,,,,,,,,,,,,,,52.88374,7570.07,7837.47,7694.94,7697.35
52.8906,7692.4,7570.1,7837.64,7695.1,7697.52,1.01256253,0.984,,,,,,,,,,,,,,,,,,,,,52.8906,7570.1,7837.64,7695.1,7697.52
52.89746,7692.6,7570.13,7837.8,7695.14,7697.7,1.013971532,0.9837,,,,,,,,,,,,,,,,,,,,,52.89746,7570.13,7837.8,7695.14,7697.7
52.90432,7692.8,7570.17,7838.4,7695.28,7697.88,1.015237594,0.982,,,,,,,,,,,,,,,,,,,,,52.90432,7570.17,7838.4,7695.28,7697.88
52.91118,7692.9,7570.2,7839.15,7695.48,7698.05,1.012880798,0.9807,,,,,,,,,,,,,,,,,,,,,52.91118,7570.2,7839.15,7695.48,7698.05
52.91804,7693.1,7570.23,7839.88,7695.52,7698.23,1.014532681,0.9773,,,,,,,,,,,,,,,,,,,,,52.91804,7570.23,7839.88,7695.52,7698.23
52.9249,7693.4,7570.27,7840.19,7695.66,7698.4,1.015260269,0.9743,,,,,,,,,,,,,,,,,,,,,52.9249,7570.27,7840.19,7695.66,7698.4
52.93176,7693.5,7570.4,7840.42,7695.92,7698.58,1.01565033,0.9815,,,,,,,,,,,,,,,,,,,,,52.93176,7570.4,7840.42,7695.92,7698.58
52.93862,7693.7,7570.54,7840.64,7696.06,7698.76,1.017711849,0.9751,,,,,,,,,,,,,,,,,,,,,52.93862,7570.54,7840.64,7696.06,7698.76
52.94548,7693.9,7570.73,7840.87,7696.26,7698.93,1.016988115,0.9754,,,,,,,,,,,,,,,,,,,,,52.94548,7570.73,7840.87,7696.26,7698.93
52.95234,7694,7570.93,7841.09,7696.34,7699.11,1.015841981,0.9628,,,,,,,,,,,,,,,,,,,,,52.95234,7570.93,7841.09,7696.34,7699.11
52.9592,7694.2,7571.13,7841.32,7696.53,7699.28,1.015624593,0.966,,,,,,,,,,,,,,,,,,,,,52.9592,7571.13,7841.32,7696.53,7699.28
52.96606,7694.4,7571.31,7841.54,7696.76,7699.46,1.017312586,0.962,,,,,,,,,,,,,,,,,,,,,52.96606,7571.31,7841.54,7696.76,7699.46
52.97292,7694.5,7571.34,7841.76,7697,7699.63,1.018646281,0.9631,,,,,,,,,,,,,,,,,,,,,52.97292,7571.34,7841.76,7697,7699.63
52.97978,7694.7,7571.38,7841.97,7697.23,7699.81,1.02010033,0.9651,,,,,,,,,,,,,,,,,,,,,52.97978,7571.38,7841.97,7697.23,7699.81
52.98664,7694.9,7571.41,7842.19,7697.33,7699.99,1.020938686,0.9727,,,,,,,,,,,,,,,,,,,,,52.98664,7571.41,7842.19,7697.33,7699.99
52.9935,7695.1,7571.44,7842.54,7697.39,7700.16,1.024046285,0.9788,,,,,,,,,,,,,,,,,,,,,52.9935,7571.44,7842.54,7697.39,7700.16
53.00036,7695.3,7571.48,7843.17,7697.46,7700.34,1.021992762,0.9874,,,,,,,,,,,,,,,,,,,,,53.00036,7571.48,7843.17,7697.46,7700.34
53.00722,7695.4,7571.51,7843.96,7697.53,7700.51,1.01940028,0.9918,,,,,,,,,,,,,,,,,,,,,53.00722,7571.51,7843.96,7697.53,7700.51
53.01408,7695.6,7571.54,7844.59,7697.58,7700.69,1.01552383,0.9889,,,,,,,,,,,,,,,,,,,,,53.01408,7571.54,7844.59,7697.58,7700.69
53.02094,7695.8,7571.58,7845.07,7697.78,7700.87,1.017214374,0.9821,,,,,,,,,,,,,,,,,,,,,53.02094,7571.58,7845.07,7697.78,7700.87
53.0278,7695.9,7571.61,7845.34,7697.98,7701.04,1.013854518,0.9837,,,,,,,,,,,,,,,,,,,,,53.0278,7571.61,7845.34,7697.98,7701.04
53.03466,7696.1,7571.66,7845.6,7698.19,7701.22,1.017257701,0.9795,,,,,,,,,,,,,,,,,,,,,53.03466,7571.66,7845.6,7698.19,7701.22
53.04152,7696.3,7571.75,7845.87,7698.44,7701.39,1.017049002,0.9716,,,,,,,,,,,,,,,,,,,,,53.04152,7571.75,7845.87,7698.44,7701.39
53.04838,7696.5,7571.83,7846.13,7698.77,7701.57,1.020037536,0.9712,,,,,,,,,,,,,,,,,,,,,53.04838,7571.83,7846.13,7698.77,7701.57
53.05524,7696.7,7571.92,7846.4,7699.09,7701.75,1.016626946,0.9815,,,,,,,,,,,,,,,,,,,,,53.05524,7571.92,7846.4,7699.09,7701.75
53.0621,7696.9,7572.01,7846.66,7699.16,7701.92,1.017465809,0.9873,,,,,,,,,,,,,,,,,,,,,53.0621,7572.01,7846.66,7699.16,7701.92
53.06896,7697.1,7572.1,7846.92,7699.21,7702.1,1.020729299,0.9929,,,,,,,,,,,,,,,,,,,,,53.06896,7572.1,7846.92,7699.21,7702.1
53.07582,7697.3,7572.22,7847.19,7699.4,7702.27,1.018583236,0.9882,,,,,,,,,,,,,,,,,,,,,53.07582,7572.22,7847.19,7699.4,7702.27
53.08268,7697.4,7572.45,7847.45,7699.61,7702.45,1.017979706,0.9853,,,,,,,,,,,,,,,,,,,,,53.08268,7572.45,7847.45,7699.61,7702.45
53.08954,7697.6,7572.67,7847.72,7699.81,7702.62,1.017662422,0.9831,,,,,,,,,,,,,,,,,,,,,53.08954,7572.67,7847.72,7699.81,7702.62
53.0964,7697.8,7572.9,7847.97,7699.91,7702.8,1.018657594,0.9788,,,,,,,,,,,,,,,,,,,,,53.0964,7572.9,7847.97,7699.91,7702.8
53.10326,7698,7573.13,7848.21,7700,7702.98,1.020066167,0.9698,,,,,,,,,,,,,,,,,,,,,53.10326,7573.13,7848.21,7700,7702.98
53.11012,7698.2,7573.36,7848.45,7700.21,7703.15,1.017004552,0.9657,,,,,,,,,,,,,,,,,,,,,53.11012,7573.36,7848.45,7700.21,7703.15
53.11698,7698.3,7573.59,7848.7,7700.38,7703.33,1.017075859,0.958,,,,,,,,,,,,,,,,,,,,,53.11698,7573.59,7848.7,7700.38,7703.33
53.12384,7698.5,7573.82,7848.94,7700.5,7703.5,1.016201537,0.9587,,,,,,,,,,,,,,,,,,,,,53.12384,7573.82,7848.94,7700.5,7703.5
53.1307,7698.7,7574.05,7849.18,7700.54,7703.68,1.021012294,0.9533,,,,,,,,,,,,,,,,,,,,,53.1307,7574.05,7849.18,7700.54,7703.68
53.13756,7698.9,7574.28,7849.43,7700.62,7703.86,1.020221363,0.9533,,,,,,,,,,,,,,,,,,,,,53.13756,7574.28,7849.43,7700.62,7703.86
53.14442,7699.1,7574.35,7849.67,7700.7,7704.03,1.019722659,0.9603,,,,,,,,,,,,,,,,,,,,,53.14442,7574.35,7849.67,7700.7,7704.03
53.15128,7699.3,7574.43,7849.91,7700.78,7704.21,1.018751058,0.9647,,,,,,,,,,,,,,,,,,,,,53.15128,7574.43,7849.91,7700.78,7704.21
53.15814,7699.4,7574.51,7850.13,7700.96,7704.38,1.016692795,0.9672,,,,,,,,,,,,,,,,,,,,,53.15814,7574.51,7850.13,7700.96,7704.38
53.165,7699.6,7574.58,7850.29,7701.01,7704.56,1.01784286,0.9762,,,,,,,,,,,,,,,,,,,,,53.165,7574.58,7850.29,7701.01,7704.56
53.17186,7699.8,7574.66,7850.46,7701.07,7704.74,1.017141665,0.9784,,,,,,,,,,,,,,,,,,,,,53.17186,7574.66,7850.46,7701.07,7704.74
53.17872,7700,7574.74,7850.62,7701.12,7704.91,1.020942891,0.98,,,,,,,,,,,,,,,,,,,,,53.17872,7574.74,7850.62,7701.12,7704.91
53.18558,7700.2,7574.76,7850.78,7701.19,7705.09,1.01761235,0.9729,,,,,,,,,,,,,,,,,,,,,53.18558,7574.76,7850.78,7701.19,7705.09
53.19244,7700.3,7574.77,7851.14,7701.54,7705.26,1.018458539,0.9685,,,,,,,,,,,,,,,,,,,,,53.19244,7574.77,7851.14,7701.54,7705.26
53.1993,7700.6,7574.82,7851.56,7701.6,7705.44,1.017599184,0.9694,,,,,,,,,,,,,,,,,,,,,53.1993,7574.82,7851.56,7701.6,7705.44
53.20616,7700.8,7574.97,7851.95,7701.66,7705.61,1.018110571,0.978,,,,,,,,,,,,,,,,,,,,,53.20616,7574.97,7851.95,7701.66,7705.61
53.21302,7700.9,7575.14,7852.22,7701.86,7705.79,1.019013393,0.9847,,,,,,,,,,,,,,,,,,,,,53.21302,7575.14,7852.22,7701.86,7705.79
53.21988,7701.1,7575.35,7852.44,7702.25,7705.97,1.017783905,0.9923,,,,,,,,,,,,,,,,,,,,,53.21988,7575.35,7852.44,7702.25,7705.97
53.22674,7701.3,7575.57,7852.8,7702.65,7706.14,1.011869227,0.9897,,,,,,,,,,,,,,,,,,,,,53.22674,7575.57,7852.8,7702.65,7706.14
53.2336,7701.5,7575.78,7853.17,7703.04,7706.32,1.013927867,0.9888,,,,,,,,,,,,,,,,,,,,,53.2336,7575.78,7853.17,7703.04,7706.32
53.24046,7701.6,7575.99,7853.54,7703.14,7706.49,1.015804059,0.9964,,,,,,,,,,,,,,,,,,,,,53.24046,7575.99,7853.54,7703.14,7706.49
53.24732,7701.8,7576.12,7853.91,7703.43,7706.67,1.020266393,0.994,,,,,,,,,,,,,,,,,,,,,53.24732,7576.12,7853.91,7703.43,7706.67
53.25418,7702,7576.24,7854.27,7703.76,7706.85,1.019811745,1.0006,,,,,,,,,,,,,,,,,,,,,53.25418,7576.24,7854.27,7703.76,7706.85
53.26104,7702.1,7576.37,7854.64,7703.85,7707.02,1.016592281,1.0059,,,,,,,,,,,,,,,,,,,,,53.26104,7576.37,7854.64,7703.85,7707.02
53.2679,7702.4,7576.49,7855.01,7703.94,7707.2,1.017706863,1.0102,,,,,,,,,,,,,,,,,,,,,53.2679,7576.49,7855.01,7703.94,7707.2
53.27476,7702.5,7576.62,7855.38,7704.04,7707.37,1.01316117,1.0225,,,,,,,,,,,,,,,,,,,,,53.27476,7576.62,7855.38,7704.04,7707.37
53.28162,7702.7,7576.74,7855.74,7704.13,7707.55,1.015489755,1.0266,,,,,,,,,,,,,,,,,,,,,53.28162,7576.74,7855.74,7704.13,7707.55
53.28848,7702.9,7576.86,7856.11,7704.38,7707.73,1.012528082,1.0268,,,,,,,,,,,,,,,,,,,,,53.28848,7576.86,7856.11,7704.38,7707.73
53.29534,7703.1,7576.99,7856.48,7704.7,7707.9,1.013173144,1.0274,,,,,,,,,,,,,,,,,,,,,53.29534,7576.99,7856.48,7704.7,7707.9
53.3022,7703.3,7577.11,7856.81,7704.8,7708.08,1.015081319,1.0232,,,,,,,,,,,,,,,,,,,,,53.3022,7577.11,7856.81,7704.8,7708.08
53.30906,7703.4,7577.24,7857.14,7704.9,7708.25,1.01504168,1.02,,,,,,,,,,,,,,,,,,,,,53.30906,7577.24,7857.14,7704.9,7708.25
53.31592,7703.6,7577.36,7857.47,7705,7708.43,1.011918769,1.0258,,,,,,,,,,,,,,,,,,,,,53.31592,7577.36,7857.47,7705,7708.43
53.32278,7703.8,7577.49,7857.95,7705.1,7708.6,1.011906297,1.0199,,,,,,,,,,,,,,,,,,,,,53.32278,7577.49,7857.95,7705.1,7708.6
53.32964,7704,7577.61,7858.32,7705.2,7708.78,1.010061936,1.0192,,,,,,,,,,,,,,,,,,,,,53.32964,7577.61,7858.32,7705.2,7708.78
53.3365,7704.1,7577.74,7858.68,7705.3,7708.96,1.013463255,1.016,,,,,,,,,,,,,,,,,,,,,53.3365,7577.74,7858.68,7705.3,7708.96
53.34336,7704.3,7577.86,7859.05,7705.4,7709.13,1.020464755,1.0095,,,,,,,,,,,,,,,,,,,,,53.34336,7577.86,7859.05,7705.4,7709.13
53.35022,7704.5,7577.99,7859.4,7705.5,7709.31,1.016792745,1.0013,,,,,,,,,,,,,,,,,,,,,53.35022,7577.99,7859.4,7705.5,7709.31
53.35708,7704.6,7578.11,7859.75,7705.6,7709.48,1.015259716,0.9965,,,,,,,,,,,,,,,,,,,,,53.35708,7578.11,7859.75,7705.6,7709.48
53.36394,7704.8,7578.24,7860.1,7705.7,7709.66,1.014549212,1.001,,,,,,,,,,,,,,,,,,,,,53.36394,7578.24,7860.1,7705.7,7709.66
53.3708,7705,7578.36,7860.45,7705.87,7709.84,1.014676898,1.0031,,,,,,,,,,,,,,,,,,,,,53.3708,7578.36,7860.45,7705.87,7709.84
53.37766,7705.2,7578.46,7860.79,7705.93,7710.01,1.019214096,1.0086,,,,,,,,,,,,,,,,,,,,,53.37766,7578.46,7860.79,7705.93,7710.01
53.38452,7705.3,7578.52,7861.14,7706.18,7710.19,1.016535592,1.0035,,,,,,,,,,,,,,,,,,,,,53.38452,7578.52,7861.14,7706.18,7710.19
53.39138,7705.5,7578.59,7861.49,7706.45,7710.36,1.018148844,1.0013,,,,,,,,,,,,,,,,,,,,,53.39138,7578.59,7861.49,7706.45,7710.36
53.39824,7705.7,7578.68,7861.84,7706.57,7710.54,1.01997276,0.9983,,,,,,,,,,,,,,,,,,,,,53.39824,7578.68,7861.84,7706.57,7710.54
53.4051,7705.9,7578.78,7862.18,7706.63,7710.71,1.020230069,0.9943,,,,,,,,,,,,,,,,,,,,,53.4051,7578.78,7862.18,7706.63,7710.71
53.41196,7706.1,7578.87,7862.53,7706.74,7710.89,1.020007709,0.9893,,,,,,,,,,,,,,,,,,,,,53.41196,7578.87,7862.53,7706.74,7710.89
53.41882,7706.2,7578.96,7862.88,7707.1,7711.07,1.018857796,0.9836,,,,,,,,,,,,,,,,,,,,,53.41882,7578.96,7862.88,7707.1,7711.07
53.42568,7706.4,7579.05,7863.23,7707.56,7711.24,1.014535557,0.9863,,,,,,,,,,,,,,,,,,,,,53.42568,7579.05,7863.23,7707.56,7711.24
53.43254,7706.6,7579.14,7863.57,7707.69,7711.42,1.017088253,0.9872,,,,,,,,,,,,,,,,,,,,,53.43254,7579.14,7863.57,7707.69,7711.42
53.4394,7706.8,7579.22,7863.92,7708.1,7711.59,1.017204856,0.9891,,,,,,,,,,,,,,,,,,,,,53.4394,7579.22,7863.92,7708.1,7711.59
53.44626,7707,7579.29,7864.27,7708.49,7711.77,1.019393308,0.9881,,,,,,,,,,,,,,,,,,,,,53.44626,7579.29,7864.27,7708.49,7711.77
53.45312,7707.2,7579.36,7864.62,7708.79,7711.95,1.017980578,0.9812,,,,,,,,,,,,,,,,,,,,,53.45312,7579.36,7864.62,7708.79,7711.95
53.45998,7707.3,7579.43,7864.96,7708.9,7712.12,1.019823189,0.9805,,,,,,,,,,,,,,,,,,,,,53.45998,7579.43,7864.96,7708.9,7712.12
53.46684,7707.5,7579.5,7865.31,7709.05,7712.3,1.020483375,0.9739,,,,,,,,,,,,,,,,,,,,,53.46684,7579.5,7865.31,7709.05,7712.3
53.4737,7707.7,7579.57,7865.6,7709.22,7712.47,1.020175634,0.9691,,,,,,,,,,,,,,,,,,,,,53.4737,7579.57,7865.6,7709.22,7712.47
53.48056,7707.9,7579.64,7865.8,7709.3,7712.65,1.020130889,0.9655,,,,,,,,,,,,,,,,,,,,,53.48056,7579.64,7865.8,7709.3,7712.65
53.48742,7708,7579.72,7866,7709.56,7712.83,1.015821562,0.9626,,,,,,,,,,,,,,,,,,,,,53.48742,7579.72,7866,7709.56,7712.83
53.49428,7708.2,7579.79,7866.2,7709.6,7713,1.021620962,0.9622,,,,,,,,,,,,,,,,,,,,,53.49428,7579.79,7866.2,7709.6,7713
53.50114,7708.4,7579.86,7866.4,7709.7,7713.18,1.018975106,0.9703,,,,,,,,,,,,,,,,,,,,,53.50114,7579.86,7866.4,7709.7,7713.18
53.508,7708.6,7579.93,7866.61,7709.73,7713.35,1.022315942,0.9774,,,,,,,,,,,,,,,,,,,,,53.508,7579.93,7866.61,7709.73,7713.35
53.51486,7708.8,7580,7866.81,7709.82,7713.53,1.019316482,0.9756,,,,,,,,,,,,,,,,,,,,,53.51486,7580,7866.81,7709.82,7713.53
53.52172,7709,7580.07,7866.99,7709.97,7713.7,1.016244325,0.9752,,,,,,,,,,,,,,,,,,,,,53.52172,7580.07,7866.99,7709.97,7713.7
53.52858,7709.1,7580.14,7867.41,7710.12,7713.88,1.016780656,0.9702,,,,,,,,,,,,,,,,,,,,,53.52858,7580.14,7867.41,7710.12,7713.88
53.53544,7709.3,7580.21,7867.84,7710.18,7714.06,1.01734889,0.971,,,,,,,,,,,,,,,,,,,,,53.53544,7580.21,7867.84,7710.18,7714.06
53.5423,7709.5,7580.28,7868.07,7710.26,7714.23,1.019255017,0.9723,,,,,,,,,,,,,,,,,,,,,53.5423,7580.28,7868.07,7710.26,7714.23
53.54916,7709.7,7580.35,7868.42,7710.37,7714.41,1.019167937,0.9692,,,,,,,,,,,,,,,,,,,,,53.54916,7580.35,7868.42,7710.37,7714.41
53.55602,7709.9,7580.49,7868.81,7710.7,7714.58,1.016014621,0.9801,,,,,,,,,,,,,,,,,,,,,53.55602,7580.49,7868.81,7710.7,7714.58
53.56288,7710.1,7580.64,7869.23,7711.14,7714.76,1.017068719,0.9891,,,,,,,,,,,,,,,,,,,,,53.56288,7580.64,7869.23,7711.14,7714.76
53.56974,7710.2,7580.79,7869.66,7711.2,7714.94,1.015264484,0.9944,,,,,,,,,,,,,,,,,,,,,53.56974,7580.79,7869.66,7711.2,7714.94
53.5766,7710.4,7580.94,7870.08,7711.24,7715.11,1.016847148,0.9965,,,,,,,,,,,,,,,,,,,,,53.5766,7580.94,7870.08,7711.24,7715.11
53.58346,7710.5,7581.08,7870.51,7711.4,7715.29,1.015564271,0.9962,,,,,,,,,,,,,,,,,,,,,53.58346,7581.08,7870.51,7711.4,7715.29
53.59032,7710.7,7581.22,7870.93,7711.69,7715.46,1.015062517,0.9935,,,,,,,,,,,,,,,,,,,,,53.59032,7581.22,7870.93,7711.69,7715.46
53.59718,7710.9,7581.36,7871.36,7711.97,7715.64,1.016207146,0.9921,,,,,,,,,,,,,,,,,,,,,53.59718,7581.36,7871.36,7711.97,7715.64
53.60404,7711.1,7581.5,7871.78,7712.06,7715.82,1.014619003,0.9869,,,,,,,,,,,,,,,,,,,,,53.60404,7581.5,7871.78,7712.06,7715.82
53.6109,7711.3,7581.64,7872.21,7712.15,7715.99,1.016229786,0.9892,,,,,,,,,,,,,,,,,,,,,53.6109,7581.64,7872.21,7712.15,7715.99
53.61776,7711.5,7581.78,7872.64,7712.3,7716.17,1.015800217,0.9945,,,,,,,,,,,,,,,,,,,,,53.61776,7581.78,7872.64,7712.3,7716.17
53.62462,7711.6,7581.92,7873.06,7712.82,7716.34,1.013362122,1,,,,,,,,,,,,,,,,,,,,,53.62462,7581.92,7873.06,7712.82,7716.34
53.63148,7711.8,7582.06,7873.49,7712.9,7716.52,1.015538538,1.0032,,,,,,,,,,,,,,,,,,,,,53.63148,7582.06,7873.49,7712.9,7716.52
53.63834,7712,7582.2,7873.91,7713.15,7716.69,1.015206865,1.0004,,,,,,,,,,,,,,,,,,,,,53.63834,7582.2,7873.91,7713.15,7716.69
53.6452,7712.2,7582.34,7874.34,7713.19,7716.87,1.014825247,0.9977,,,,,,,,,,,,,,,,,,,,,53.6452,7582.34,7874.34,7713.19,7716.87
53.65206,7712.4,7582.48,7874.69,7713.21,7717.05,1.017212414,0.9943,,,,,,,,,,,,,,,,,,,,,53.65206,7582.48,7874.69,7713.21,7717.05
53.65892,7712.6,7582.62,7875.04,7713.24,7717.22,1.016438305,0.9936,,,,,,,,,,,,,,,,,,,,,53.65892,7582.62,7875.04,7713.24,7717.22
53.66578,7712.8,7582.76,7875.39,7713.26,7717.4,1.015815071,0.9883,,,,,,,,,,,,,,,,,,,,,53.66578,7582.76,7875.39,7713.26,7717.4
53.67264,7713,7582.9,7875.73,7713.28,7717.57,1.017413032,0.9868,,,,,,,,,,,,,,,,,,,,,53.67264,7582.9,7875.73,7713.28,7717.57
53.6795,7713.2,7583.04,7876.08,7713.36,7717.75,1.015092223,0.9842,,,,,,,,,,,,,,,,,,,,,53.6795,7583.04,7876.08,7713.36,7717.75
53.68636,7713.4,7583.18,7876.43,7713.48,7717.93,1.01727885,0.9834,,,,,,,,,,,,,,,,,,,,,53.68636,7583.18,7876.43,7713.48,7717.93
53.69322,7713.5,7583.32,7876.92,7713.56,7718.1,1.021321778,0.9751,,,,,,,,,,,,,,,,,,,,,53.69322,7583.32,7876.92,7713.56,7718.1
53.70008,7713.7,7583.46,7877.49,7713.68,7718.28,1.020257457,0.9693,,,,,,,,,,,,,,,,,,,,,53.70008,7583.46,7877.49,7713.68,7718.28
53.70694,7713.8,7583.6,7877.99,7713.73,7718.45,1.02286063,0.9731,,,,,,,,,,,,,,,,,,,,,53.70694,7583.6,7877.99,7713.73,7718.45
53.7138,7714,7583.71,7878.43,7713.78,7718.63,1.019099975,0.9822,,,,,,,,,,,,,,,,,,,,,53.7138,7583.71,7878.43,7713.78,7718.63
53.72066,7714.1,7583.78,7878.88,7713.83,7718.8,1.017391084,0.9893,,,,,,,,,,,,,,,,,,,,,53.72066,7583.78,7878.88,7713.83,7718.8
53.72752,7714.3,7583.86,7879.32,7713.88,7718.98,1.014754943,0.9946,,,,,,,,,,,,,,,,,,,,,53.72752,7583.86,7879.32,7713.88,7718.98
53.73438,7714.5,7583.93,7879.76,7713.98,7719.16,1.012597935,0.9957,,,,,,,,,,,,,,,,,,,,,53.73438,7583.93,7879.76,7713.98,7719.16
53.74124,7714.7,7584,7880.21,7714.19,7719.33,1.015102417,0.9998,,,,,,,,,,,,,,,,,,,,,53.74124,7584,7880.21,7714.19,7719.33
53.7481,7714.9,7584.07,7880.65,7714.26,7719.51,1.014880298,0.993,,,,,,,,,,,,,,,,,,,,,53.7481,7584.07,7880.65,7714.26,7719.51
53.75496,7715,7584.15,7881.06,7714.32,7719.68,1.01506061,0.9906,,,,,,,,,,,,,,,,,,,,,53.75496,7584.15,7881.06,7714.32,7719.68
53.76182,7715.2,7584.22,7881.38,7714.39,7719.86,1.014163677,0.9841,,,,,,,,,,,,,,,,,,,,,53.76182,7584.22,7881.38,7714.39,7719.86
53.76868,7715.4,7584.26,7881.7,7714.58,7720.04,1.01639523,0.9817,,,,,,,,,,,,,,,,,,,,,53.76868,7584.26,7881.7,7714.58,7720.04
