Depth_cm,Age_BP_Sh13,Age_BP_Sh20_min,Age_BP_Sh20_max,Age_BP_Sh20_median,Age_BP_Sh20_mean,RABD620,R850_R900,LOESS_100_age,LOESS_100_R850_R900,Predicted,Residuals,age_plot,R850_R900_mean,R850_R900_sd,Depth_0.1cm,Age_BP_Sh20_min_0.1cm,Age_BP_Sh20_max_0.1cm,Age_BP_Sh20_median_0.1cm,Age_BP_Sh20_mean_0.1cm,R850_R900_0.1cm,Depth_0.1cm,Age_BP_Sh20_min_0.5cm,Age_BP_Sh20_max_0.5cm,Age_BP_Sh20_median_0.5cm,Age_BP_Sh20_mean_0.5cm,R850_R900_0.5cm,,depth,min,max,median,mean
6.40038,24.9,-45.98,-11.26,-25.86,-26.29,1.026290861,0.969352759,,,,,,,,93.3,10727.78,11074.08,10992.2,10933.58,0.892057576,,,,,,,,6.40038,-45.98,-11.26,-25.86,-26.29
6.40724,24.9,-45.91,-11.25,-25.82,-26.25,1.025523498,0.980132173,,,,,,,,93.4,10730.53,11080.22,10997.04,10938.84,0.881457558,,,,,,,,6.40724,-45.91,-11.25,-25.82,-26.25
6.4141,25,-45.84,-11.23,-25.78,-26.21,1.024342623,0.988385675,,,,,,,,93.5,10733.04,11085.93,11001.34,10944.1,0.872245746,,,,,,,,6.4141,-45.84,-11.23,-25.78,-26.21
6.42096,25,-45.8,-11.22,-25.74,-26.17,1.025479302,0.986747497,,,,,,,,93.6,10734.79,11092.26,11006.16,10949.36,0.868580924,,,,,,,,6.42096,-45.8,-11.22,-25.74,-26.17
6.42782,25,-45.76,-11.2,-25.68,-26.13,1.030614804,0.98852862,,,,,,,,93.7,10737,11100.54,11010.5,10954.62,0.866103109,,,,,,,,6.42782,-45.76,-11.2,-25.68,-26.13
6.43468,25,-45.72,-11.18,-25.62,-26.09,1.027778767,0.985992407,,,,,,,,93.8,10738.88,11110.15,11014.98,10959.88,0.857703769,,,,,,,,6.43468,-45.72,-11.18,-25.62,-26.09
6.44154,26.4,-45.68,-11.16,-25.56,-26.05,1.023626882,0.987054942,,,,,,,,93.9,10740.44,11121.35,11019.52,10965.14,0.833800369,,,,,,,,6.44154,-45.68,-11.16,-25.56,-26.05
6.4484,26.5,-45.65,-11.14,-25.5,-26.01,1.023546104,0.980463225,,,,,,,,94,10742.16,11133.05,11024.01,10970.4,0.831771273,,,,,,,,6.4484,-45.65,-11.14,-25.5,-26.01
6.45526,26.5,-45.6,-11.12,-25.46,-25.97,1.026470957,0.984115233,,,,,,,,94.1,10749.01,11134.35,11028.63,10974.53,0.841711896,,,,,,,,6.45526,-45.6,-11.12,-25.46,-25.97
6.46212,26.5,-45.56,-11.1,-25.42,-25.93,1.025186115,0.980708803,,,,,,,,94.2,10756.48,11136.07,11034.33,10978.66,0.859987496,,,,,,,,6.46212,-45.56,-11.1,-25.42,-25.93
6.46898,26.6,-45.51,-11.08,-25.39,-25.89,1.029970231,0.974569078,,,,,,,,94.3,10762.96,11137.42,11038.55,10982.79,0.896052547,,,,,,,,6.46898,-45.51,-11.08,-25.39,-25.89
6.47584,26.6,-45.46,-11.06,-25.34,-25.85,1.027513488,0.965051349,,,,,,,,94.4,10767.6,11139.28,11044.65,10986.92,0.921443971,,,,,,,,6.47584,-45.46,-11.06,-25.34,-25.85
6.4827,26.6,-45.42,-11.05,-25.31,-25.82,1.027213697,0.963677838,,,,,,,,94.5,10772.58,11140.73,11049.77,10991.06,0.928703446,,,,,,,,6.4827,-45.42,-11.05,-25.31,-25.82
6.48956,26.7,-45.39,-11.03,-25.25,-25.78,1.027160373,0.968858168,,,,,,,,94.6,10776.45,11143.03,11054.91,10995.19,0.915589276,,,,,,,,6.48956,-45.39,-11.03,-25.25,-25.78
6.49642,26.8,-45.36,-11.01,-25.19,-25.74,1.025458118,0.980422643,,,,,,,,94.7,10779.89,11145,11060.11,10999.32,0.905946052,,,,,,,,6.49642,-45.36,-11.01,-25.19,-25.74
6.50328,26.9,-45.33,-10.98,-25.16,-25.7,1.021309996,0.988911322,,,,,,,,94.8,10783.35,11146.75,11065.31,11003.45,0.926394819,,,,,,,,6.50328,-45.33,-10.98,-25.16,-25.7
6.51014,26.9,-45.3,-10.96,-25.14,-25.66,1.024800093,1.001893962,,,,,,,,94.9,10786.08,11148.66,11069.21,11007.58,0.945298828,,,,,,,,6.51014,-45.3,-10.96,-25.14,-25.66
6.517,27,-45.27,-10.94,-25.06,-25.62,1.026056804,1.004848328,,,,,,,,95,10789.73,11150.83,11073.37,11011.71,0.952582812,,,,,,,,6.517,-45.27,-10.94,-25.06,-25.62
6.52386,27,-45.23,-10.92,-25.03,-25.58,1.024335904,1.006504865,,,,,,,,95.1,10791.97,11152.98,11077.49,11015.84,0.94762678,,,,,,,,6.52386,-45.23,-10.92,-25.03,-25.58
6.53072,27,-45.19,-10.9,-24.94,-25.54,1.021865703,0.997078711,,,,,,,,95.2,10795.51,11155.76,11081.86,11019.97,0.92641411,,,,,,,,6.53072,-45.19,-10.9,-24.94,-25.54
6.53758,27.1,-45.16,-10.88,-24.84,-25.5,1.018484853,0.979330381,,,,,,,,95.3,10799.37,11159.46,11086.91,11024.1,0.923974421,,,,,,,,6.53758,-45.16,-10.88,-24.84,-25.5
6.54444,27.1,-45.12,-10.86,-24.79,-25.46,1.021539589,0.965421364,,,,,,,,95.4,10801.81,11163.47,11091.55,11028.23,0.915832639,,,,,,,,6.54444,-45.12,-10.86,-24.79,-25.46
6.5513,27.1,-45.08,-10.84,-24.77,-25.42,1.02338536,0.971532589,,,,,,,,95.5,10805.03,11168.19,11095.91,11032.37,0.904188307,,,,,,,,6.5513,-45.08,-10.84,-24.77,-25.42
6.55816,27.2,-45.04,-10.82,-24.75,-25.38,1.022195014,0.996910911,,,,,,,,95.6,10807.76,11173.72,11100.87,11036.5,0.9425793,,,,,,,,6.55816,-45.04,-10.82,-24.75,-25.38
6.56502,27.2,-45.01,-10.8,-24.68,-25.34,1.018292707,1.001432624,,,,,,,,95.7,10811.17,11176.93,11105.02,11040.63,0.968169082,,,,,,,,6.56502,-45.01,-10.8,-24.68,-25.34
6.57188,27.2,-44.97,-10.77,-24.62,-25.3,1.019388778,0.992341185,,,,,,,,95.8,10813.43,11181.55,11108.01,11044.76,0.976938045,,,,,,,,6.57188,-44.97,-10.77,-24.62,-25.3
6.57874,28.6,-44.93,-10.75,-24.59,-25.26,1.018785637,0.983006664,,,,,,,,95.9,10815.27,11187.06,11112.1,11048.89,0.978127812,,,,,,,,6.57874,-44.93,-10.75,-24.59,-25.26
6.5856,28.7,-44.89,-10.74,-24.55,-25.23,1.024636696,0.971816486,,,,,,,,96,10816.89,11191.79,11115.42,11053.02,0.978772587,,,,,,,,6.5856,-44.89,-10.74,-24.55,-25.23
6.59246,28.8,-44.86,-10.72,-24.5,-25.19,1.021680519,0.973899628,,,,,,,,96.1,10818.88,11192.63,11117.67,11056.75,0.976314617,,,,,,,,6.59246,-44.86,-10.72,-24.5,-25.19
6.59932,28.8,-44.82,-10.7,-24.46,-25.15,1.026055061,0.974547401,,,,,,,,96.2,10820.11,11193.52,11120.9,11060.48,0.976481189,,,,,,,,6.59932,-44.82,-10.7,-24.46,-25.15
6.60618,28.9,-44.78,-10.68,-24.43,-25.11,1.023549725,0.973366351,,,,,,,,96.3,10823.82,11194.33,11123.66,11064.21,0.980876991,,,,,,,,6.60618,-44.78,-10.68,-24.43,-25.11
6.61304,28.9,-44.74,-10.67,-24.37,-25.07,1.024135756,0.979382899,,,,,,,,96.4,10827.67,11195.25,11126.84,11067.94,0.989261142,,,,,,,,6.61304,-44.74,-10.67,-24.37,-25.07
6.6199,29,-44.71,-10.65,-24.27,-25.03,1.023699156,0.98481741,,,,,,,,96.5,10829.6,11196.09,11129.33,11071.67,0.999275204,,,,,,,,6.6199,-44.71,-10.65,-24.27,-25.03
6.62676,29,-44.67,-10.63,-24.23,-24.99,1.022539702,0.996722748,,,,,,,,96.6,10830.82,11197.29,11131.69,11075.39,1.002300729,,,,,,,,6.62676,-44.67,-10.63,-24.23,-24.99
6.63362,29,-44.63,-10.62,-24.22,-24.95,1.019807462,0.997063643,,,,,,,,96.7,10832.92,11198.18,11134.37,11079.12,1.006820739,,,,,,,,6.63362,-44.63,-10.62,-24.22,-24.95
6.64048,29.1,-44.59,-10.6,-24.19,-24.91,1.01965443,0.992067779,,,,,,,,96.8,10834.68,11199.7,11137.55,11082.85,1.012942866,,,,,,,,6.64048,-44.59,-10.6,-24.19,-24.91
6.64734,29.2,-44.55,-10.59,-24.11,-24.87,1.020043098,0.980859867,,,,,,,,96.9,10835.11,11200.16,11140.55,11086.58,1.010232335,,,,,,,,6.64734,-44.55,-10.59,-24.11,-24.87
6.6542,29.2,-44.51,-10.57,-24.05,-24.83,1.01706437,0.967048672,,,,,,,,97,10837.04,11201.39,11143.98,11090.31,1.013613678,,,,,,,,6.6542,-44.51,-10.57,-24.05,-24.83
6.66106,29.2,-44.47,-10.56,-24.01,-24.79,1.018866773,0.971376022,,,,,,,,97.1,10839.35,11203.65,11146.58,11094.04,1.011616189,,,,,,,,6.66106,-44.47,-10.56,-24.01,-24.79
6.66792,29.3,-44.43,-10.54,-23.95,-24.75,1.02057898,0.963653121,,,,,,,,97.2,10840.65,11206.54,11148.52,11097.77,1.011732374,,,,,,,,6.66792,-44.43,-10.54,-23.95,-24.75
6.67478,29.3,-44.37,-10.52,-23.89,-24.71,1.023552508,0.969790689,,,,,,,,97.3,10841.92,11209.17,11152.19,11101.5,1.011910035,,,,,,,,6.67478,-44.37,-10.52,-23.89,-24.71
6.68164,29.3,-44.3,-10.49,-23.83,-24.67,1.025861596,0.977966124,,,,,,,,97.4,10842.89,11211.93,11155.56,11105.23,1.010899622,,,,,,,,6.68164,-44.3,-10.49,-23.83,-24.67
6.6885,29.4,-44.24,-10.47,-23.83,-24.64,1.024055497,0.988501471,,,,,,,,97.5,10843.76,11215.64,11160.01,11108.96,1.012240893,,,,,,,,6.6885,-44.24,-10.47,-23.83,-24.64
6.69536,29.5,-44.19,-10.45,-23.76,-24.6,1.025145878,1.000573816,,,,,,,,97.6,10845.36,11219.51,11162.91,11112.69,1.01506912,,,,,,,,6.69536,-44.19,-10.45,-23.76,-24.6
6.70222,29.5,-44.13,-10.43,-23.7,-24.56,1.022482307,1.000626979,,,,,,,,97.7,10848.42,11225.3,11166.13,11116.41,1.019863409,,,,,,,,6.70222,-44.13,-10.43,-23.7,-24.56
6.70908,29.5,-44.1,-10.41,-23.65,-24.52,1.021643493,0.999021477,,,,,,,,97.8,10850.31,11229.87,11169.57,11120.14,1.015090197,,,,,,,,6.70908,-44.1,-10.41,-23.65,-24.52
6.71594,30.9,-44.06,-10.39,-23.59,-24.48,1.023760831,0.986863685,,,,,,,,97.9,10851.85,11237.65,11172.87,11123.87,1.015103833,,,,,,,,6.71594,-44.06,-10.39,-23.59,-24.48
6.7228,31,-44.01,-10.36,-23.52,-24.44,1.025721328,0.98253713,,,,,,,,98,10852.83,11247.38,11175.8,11127.6,1.018461016,,,,,,,,6.7228,-44.01,-10.36,-23.52,-24.44
6.72966,31.1,-43.96,-10.34,-23.46,-24.4,1.026077127,0.988232861,,,,,,,,98.1,10856.55,11252.1,11179.83,11130.86,1.034525071,,,,,,,,6.72966,-43.96,-10.34,-23.46,-24.4
6.73652,31.1,-43.9,-10.31,-23.41,-24.36,1.020948505,0.999795591,,,,,,,,98.2,10858.31,11256.46,11183.7,11134.13,1.04239394,,,,,,,,6.73652,-43.9,-10.31,-23.41,-24.36
6.74338,31.1,-43.84,-10.3,-23.37,-24.32,1.022751911,1.007659419,,,,,,,,98.3,10859.84,11260.38,11187.2,11137.39,1.047868419,,,,,,,,6.74338,-43.84,-10.3,-23.37,-24.32
6.75024,31.2,-43.8,-10.28,-23.29,-24.28,1.024875328,1.004728309,,,,,,,,98.4,10862.68,11264.65,11189.95,11140.65,1.042260949,,,,,,,,6.75024,-43.8,-10.28,-23.29,-24.28
6.7571,31.2,-43.77,-10.27,-23.22,-24.24,1.023593541,0.996698303,,,,,,,,98.5,10864.82,11270.12,11192.9,11143.91,1.036405861,,,,,,,,6.7571,-43.77,-10.27,-23.22,-24.24
6.76396,31.2,-43.74,-10.25,-23.17,-24.2,1.025772243,0.976222965,,,,,,,,98.6,10868.08,11277.51,11195.53,11147.18,1.045830849,,,,,,,,6.76396,-43.74,-10.25,-23.17,-24.2
6.77082,31.3,-43.71,-10.24,-23.16,-24.16,1.025974465,0.964564517,,,,,,,,98.7,10869.71,11285.2,11197.95,11150.44,1.041174863,,,,,,,,6.77082,-43.71,-10.24,-23.16,-24.16
6.77768,31.3,-43.67,-10.22,-23.16,-24.12,1.030778605,0.965429618,,,,,,,,98.8,10871.5,11294.83,11200.45,11153.7,1.033777809,,,,,,,,6.77768,-43.67,-10.22,-23.16,-24.12
6.78454,31.3,-43.63,-10.21,-23.1,-24.08,1.035753986,0.969227645,,,,,,,,98.9,10873.83,11302.87,11203.34,11156.96,1.031725661,,,,,,,,6.78454,-43.63,-10.21,-23.1,-24.08
6.7914,31.3,-43.58,-10.19,-23.05,-24.05,1.032321396,0.973721221,,,,,,,,99,10876.17,11311.73,11205.59,11160.23,1.0254717,,,,,,,,6.7914,-43.58,-10.19,-23.05,-24.05
6.79826,31.4,-43.51,-10.19,-23,-24.01,1.027990991,0.9681495,,,,,,,,99.1,10878.5,11319.6,11207.71,11163.49,1.022632067,,,,,,,,6.79826,-43.51,-10.19,-23,-24.01
6.80512,31.4,-43.44,-10.18,-22.96,-23.97,1.026977112,0.968833981,,,,,,,,99.2,10880.49,11327.28,11210.54,11166.75,1.020829711,,,,,,,,6.80512,-43.44,-10.18,-22.96,-23.97
6.81198,31.4,-43.38,-10.17,-22.91,-23.93,1.029524084,0.961756044,,,,,,,,99.3,10881.66,11335.84,11212.29,11170.01,1.033202649,,,,,,,,6.81198,-43.38,-10.17,-22.91,-23.93
6.81884,31.5,-43.32,-10.15,-22.85,-23.89,1.030498745,0.960195428,,,,,,,,99.4,10883.5,11345.84,11214.38,11173.28,1.033799972,,,,,,,,6.81884,-43.32,-10.15,-22.85,-23.89
6.8257,31.5,-43.27,-10.13,-22.8,-23.85,1.028290966,0.963526853,,,,,,,,99.5,10886.04,11356.38,11216.37,11176.54,1.024740262,,,,,,,,6.8257,-43.27,-10.13,-22.8,-23.85
6.83256,31.6,-43.23,-10.1,-22.78,-23.81,1.022681818,0.970520605,,,,,,,,99.6,10888.44,11366.93,11219.02,11179.8,1.01787874,,,,,,,,6.83256,-43.23,-10.1,-22.78,-23.81
6.83942,31.6,-43.18,-10.08,-22.75,-23.77,1.020841,0.96999427,,,,,,,,99.7,10889.92,11377.1,11220.89,11183.06,1.021160321,,,,,,,,6.83942,-43.18,-10.08,-22.75,-23.77
6.84628,31.7,-43.14,-10.05,-22.71,-23.73,1.017943516,0.971322709,,,,,,,,99.8,10892.12,11387.88,11223.26,11186.33,1.029132457,,,,,,,,6.84628,-43.14,-10.05,-22.71,-23.73
6.85314,31.7,-43.07,-10.03,-22.67,-23.69,1.015324773,0.971540661,,,,,,,,99.9,10894.33,11398.7,11225.03,11189.59,1.026842661,,,,,,,,6.85314,-43.07,-10.03,-22.67,-23.69
6.86,31.7,-43,-10.01,-22.6,-23.65,1.023117222,0.96859814,,,,,,,,100,10896.32,11409.52,11227.38,11192.85,1.027995465,,,,,,,,6.86,-43,-10.01,-22.6,-23.65
6.86686,31.8,-42.93,-9.99,-22.55,-23.61,1.03325025,0.968866307,,,,,,,,100.1,10897.3,11410.28,11231.26,11196.02,1.030304251,,,,,,,,6.86686,-42.93,-9.99,-22.55,-23.61
6.87372,31.8,-42.86,-9.97,-22.5,-23.57,1.035750274,0.963221671,,,,,,,,100.2,10898.45,11412.04,11235.52,11199.19,1.034261087,,,,,,,,6.87372,-42.86,-9.97,-22.5,-23.57
6.88058,31.9,-42.81,-9.96,-22.45,-23.53,1.032275812,0.958919455,,,,,,,,100.3,10899.97,11412.89,11238.77,11202.36,1.040523088,,,,,,,,6.88058,-42.81,-9.96,-22.45,-23.53
6.88744,32,-42.78,-9.95,-22.4,-23.49,1.02873017,0.964975817,,,,,,,,100.4,10902.84,11414.29,11243.1,11205.53,1.041718121,,,,,,,,6.88744,-42.78,-9.95,-22.4,-23.49
6.8943,32,-42.76,-9.94,-22.33,-23.46,1.025175896,0.963446153,,,,,,,,100.5,10904.84,11417.03,11245.89,11208.7,1.023289583,,,,,,,,6.8943,-42.76,-9.94,-22.33,-23.46
6.90116,33.4,-42.73,-9.93,-22.27,-23.42,1.024300851,0.966825368,,,,,,,,100.6,10906.62,11419.1,11249.43,11211.87,1.020849221,,,,,,,,6.90116,-42.73,-9.93,-22.27,-23.42
6.90802,33.4,-42.71,-9.92,-22.19,-23.38,1.022948532,0.974131037,,,,,,,,100.7,10908.48,11425.02,11252.61,11215.04,1.026439814,,,,,,,,6.90802,-42.71,-9.92,-22.19,-23.38
6.91488,33.5,-42.68,-9.92,-22.14,-23.34,1.02564348,0.975631556,,,,,,,,100.8,10911.72,11427.72,11256.75,11218.21,1.029026002,,,,,,,,6.91488,-42.68,-9.92,-22.14,-23.34
6.92174,33.5,-42.66,-9.9,-22.13,-23.3,1.025824561,0.975311553,,,,,,,,100.9,10914.96,11430.92,11260.01,11221.39,1.029691578,,,,,,,,6.92174,-42.66,-9.9,-22.13,-23.3
6.9286,33.6,-42.64,-9.89,-22.1,-23.26,1.027932722,0.975786139,,,,,,,,101,10916.31,11432.72,11263.05,11224.56,1.030054243,,,,,,,,6.9286,-42.64,-9.89,-22.1,-23.26
6.93546,33.7,-42.61,-9.87,-22.05,-23.22,1.028058455,0.966572597,,,,,,,,101.1,10917.5,11434.87,11266.58,11227.73,1.024958783,,,,,,,,6.93546,-42.61,-9.87,-22.05,-23.22
6.94232,33.7,-42.59,-9.85,-21.99,-23.18,1.028711603,0.96505184,,,,,,,,101.2,10918.68,11435.72,11269.59,11230.9,1.015763347,,,,,,,,6.94232,-42.59,-9.85,-21.99,-23.18
6.94918,33.7,-42.57,-9.83,-21.92,-23.14,1.027448736,0.971658885,,,,,,,,101.3,10919.57,11437.41,11272.7,11234.07,1.01555759,,,,,,,,6.94918,-42.57,-9.83,-21.92,-23.14
6.95604,33.7,-42.54,-9.8,-21.89,-23.1,1.021066244,0.985180386,,,,,,,,101.4,10920.09,11439.6,11275.99,11237.24,1.020014816,,,,,,,,6.95604,-42.54,-9.8,-21.89,-23.1
6.9629,33.8,-42.51,-9.78,-21.85,-23.06,1.020993072,0.994634406,,,,,,,,101.5,10921.17,11443.68,11278.37,11240.41,1.02812238,,,,,,,,6.9629,-42.51,-9.78,-21.85,-23.06
6.96976,33.8,-42.46,-9.76,-21.82,-23.02,1.017124406,1.003334931,,,,,,,,101.6,10922.66,11446.32,11280.82,11243.58,1.034194421,,,,,,,,6.96976,-42.46,-9.76,-21.82,-23.02
6.97662,33.9,-42.41,-9.74,-21.77,-22.98,1.018007256,1.005516841,,,,,,,,101.7,10924.66,11451.15,11283.77,11246.75,1.031243177,,,,,,,,6.97662,-42.41,-9.74,-21.77,-22.98
6.98348,33.9,-42.37,-9.72,-21.73,-22.94,1.0218046,1.000062379,,,,,,,,101.8,10925.95,11452.52,11286.12,11249.92,1.021495549,,,,,,,,6.98348,-42.37,-9.72,-21.73,-22.94
6.99034,34,-42.35,-9.68,-21.7,-22.9,1.020554057,1.001403626,,,,,,,,101.9,10927.08,11457.07,11288.93,11253.09,1.028729572,,,,,,,,6.99034,-42.35,-9.68,-21.7,-22.9
6.9972,34.1,-42.33,-9.65,-21.65,-22.87,1.022707734,0.997913994,,,,,,,,102,10929.01,11462.67,11291.41,11256.26,1.0381679,,,,,,,,6.9972,-42.33,-9.65,-21.65,-22.87
7.00406,34,-42.31,-9.63,-21.61,-22.83,1.022774655,0.996260764,,,,,,,,102.1,10932.66,11463.08,11294.72,11259.49,1.042175867,,,,,,,,7.00406,-42.31,-9.63,-21.61,-22.83
7.01092,34,-42.29,-9.61,-21.59,-22.79,1.026038408,0.992020052,,,,,,,,102.2,10937.84,11463.49,11298.81,11262.73,1.036712977,,,,,,,,7.01092,-42.29,-9.61,-21.59,-22.79
7.01778,34,-42.27,-9.59,-21.55,-22.75,1.024740675,0.987188395,,,,,,,,102.3,10940.23,11464.43,11302.57,11265.96,1.040278555,,,,,,,,7.01778,-42.27,-9.59,-21.55,-22.75
7.02464,35.5,-42.25,-9.56,-21.48,-22.71,1.021731418,0.975129286,,,,,,,,102.4,10941.3,11465.37,11306.94,11269.2,1.050285915,,,,,,,,7.02464,-42.25,-9.56,-21.48,-22.71
7.0315,35.5,-42.23,-9.53,-21.46,-22.67,1.024706432,0.964048053,,,,,,,,102.5,10942.67,11466.32,11310.75,11272.43,1.050141837,,,,,,,,7.0315,-42.23,-9.53,-21.46,-22.67
7.03836,35.6,-42.2,-9.5,-21.4,-22.63,1.025991569,0.963119753,,,,,,,,102.6,10945.65,11467.26,11314.42,11275.66,1.039377202,,,,,,,,7.03836,-42.2,-9.5,-21.4,-22.63
7.04522,35.6,-42.14,-9.47,-21.34,-22.59,1.027871161,0.968760963,,,,,,,,102.7,10948.76,11468.84,11317.67,11278.9,1.044767795,,,,,,,,7.04522,-42.14,-9.47,-21.34,-22.59
7.05208,35.6,-42.08,-9.44,-21.31,-22.55,1.024394037,0.975090419,,,,,,,,102.8,10951.83,11472.86,11321,11282.13,1.03796019,,,,,,,,7.05208,-42.08,-9.44,-21.31,-22.55
7.05894,35.7,-42.01,-9.43,-21.25,-22.51,1.029906581,0.975701977,,,,,,,,102.9,10952.91,11476.35,11326.3,11285.37,1.027603389,,,,,,,,7.05894,-42.01,-9.43,-21.25,-22.51
7.0658,35.7,-41.95,-9.41,-21.19,-22.47,1.036150756,0.977360516,,,,,,,,103,10953.98,11477.22,11330.36,11288.6,1.03489968,,,,,,,,7.0658,-41.95,-9.41,-21.19,-22.47
7.07266,35.8,-41.88,-9.4,-21.12,-22.43,1.040183548,0.981005749,,,,,,,,103.1,10955.6,11477.86,11335.72,11291.83,1.039141046,,,,,,,,7.07266,-41.88,-9.4,-21.12,-22.43
7.07952,37.2,-41.82,-9.38,-21.05,-22.39,1.03431328,0.993088034,,,,,,,,103.2,10957.32,11480.59,11338.64,11295.07,1.041347886,,,,,,,,7.07952,-41.82,-9.38,-21.05,-22.39
7.08638,37.4,-41.75,-9.37,-20.99,-22.35,1.028631075,1.000957384,,,,,,,,103.3,10958.47,11481.37,11342.98,11298.3,1.039513534,,,,,,,,7.08638,-41.75,-9.37,-20.99,-22.35
7.09324,37.4,-41.69,-9.35,-20.92,-22.31,1.023609293,0.996220636,,,,,,,,103.4,10960.49,11482.29,11346.12,11301.54,1.03445763,,,,,,,,7.09324,-41.69,-9.35,-20.92,-22.31
7.1001,37.4,-41.62,-9.34,-20.89,-22.28,1.022890745,0.984668086,,,,,,,,103.5,10963,11486.51,11349.4,11304.77,1.037230554,,,,,,,,7.1001,-41.62,-9.34,-20.89,-22.28
7.10696,37.4,-41.56,-9.32,-20.84,-22.24,1.021018626,0.980676008,,,,,,,,103.6,10964.11,11488.62,11352.97,11308.01,1.049937815,,,,,,,,7.10696,-41.56,-9.32,-20.84,-22.24
7.11382,37.5,-41.52,-9.3,-20.77,-22.2,1.022192854,0.988303318,,,,,,,,103.7,10965.61,11490.74,11356.47,11311.24,1.058662775,,,,,,,,7.11382,-41.52,-9.3,-20.77,-22.2
7.12068,37.6,-41.48,-9.28,-20.73,-22.16,1.02140767,0.992394484,,,,,,,,103.8,10968.03,11493.44,11359.95,11314.47,1.046892934,,,,,,,,7.12068,-41.48,-9.28,-20.73,-22.16
7.12754,37.6,-41.43,-9.26,-20.65,-22.12,1.018001086,0.995774154,,,,,,,,103.9,10970.53,11499.29,11363.42,11317.71,1.028604952,,,,,,,,7.12754,-41.43,-9.26,-20.65,-22.12
7.1344,37.7,-41.39,-9.23,-20.6,-22.08,1.015054438,0.982913223,,,,,,,,104,10972.87,11506.67,11366.56,11320.94,1.028565815,,,,,,,,7.1344,-41.39,-9.23,-20.6,-22.08
7.14126,37.8,-41.34,-9.21,-20.53,-22.04,1.017018785,0.977523592,,,,,,,,104.1,10974.29,11507.43,11371.89,11324.4,1.024600402,,,,,,,,7.14126,-41.34,-9.21,-20.53,-22.04
7.14812,39.3,-41.3,-9.19,-20.46,-22,1.024930827,0.96920865,,,,,,,,104.2,10977.95,11508.35,11375.99,11327.85,1.02432968,,,,,,,,7.14812,-41.3,-9.19,-20.46,-22
7.15498,39.3,-41.25,-9.16,-20.39,-21.96,1.024985692,0.96966496,,,,,,,,104.3,10983.09,11510.26,11380.44,11331.31,1.025560965,,,,,,,,7.15498,-41.25,-9.16,-20.39,-21.96
7.16184,39.4,-41.21,-9.14,-20.33,-21.92,1.023840565,0.970966101,,,,,,,,104.4,10988.17,11511.14,11384.44,11334.76,1.036491517,,,,,,,,7.16184,-41.21,-9.14,-20.33,-21.92
7.1687,39.2,-41.16,-9.11,-20.3,-21.88,1.021596625,0.965895714,,,,,,,,104.5,10991.45,11513.33,11388.7,11338.22,1.04533783,,,,,,,,7.1687,-41.16,-9.11,-20.3,-21.88
7.17556,39.3,-41.1,-9.08,-20.26,-21.84,1.021454807,0.962486253,,,,,,,,104.6,10994.73,11514.74,11392.95,11341.67,1.040671897,,,,,,,,7.17556,-41.1,-9.08,-20.26,-21.84
7.18242,39.4,-41.05,-9.06,-20.23,-21.8,1.020575129,0.972217395,,,,,,,,104.7,10998,11516.16,11397.26,11345.13,1.027701387,,,,,,,,7.18242,-41.05,-9.06,-20.23,-21.8
7.18928,39.4,-40.99,-9.05,-20.17,-21.76,1.020216333,0.980823295,,,,,,,,104.8,11001.58,11517.57,11401.08,11348.58,1.045556181,,,,,,,,7.18928,-40.99,-9.05,-20.17,-21.76
7.19614,39.5,-40.93,-9.04,-20.12,-21.72,1.019225955,0.989525635,,,,,,,,104.9,11004.16,11518.98,11406.14,11352.04,1.051552703,,,,,,,,7.19614,-40.93,-9.04,-20.12,-21.72
7.203,39.6,-40.88,-9.03,-20.08,-21.69,1.017449099,0.997011423,,,,,,,,105,11006.19,11520.39,11411.45,11355.49,1.03769668,,,,,,,,7.203,-40.88,-9.03,-20.08,-21.69
7.20986,39.6,-40.82,-9.03,-20.05,-21.65,1.018774686,0.994794083,,,,,,,,105.1,11008.51,11524.37,11416.72,11358.95,1.035355856,,,,,,,,7.20986,-40.82,-9.03,-20.05,-21.65
7.21672,39.7,-40.79,-9.02,-19.99,-21.61,1.018143101,0.981738267,,,,,,,,105.2,11010.73,11527.74,11421.41,11362.4,1.030993327,,,,,,,,7.21672,-40.79,-9.02,-19.99,-21.61
7.22358,41.3,-40.76,-9.01,-19.94,-21.57,1.022408958,0.975095124,,,,,,,,105.3,11011.72,11531.12,11425.98,11365.86,1.045618907,,,,,,,,7.22358,-40.76,-9.01,-19.94,-21.57
7.23044,41.3,-40.72,-9,-19.9,-21.53,1.023212108,0.971428174,,,,,,,,105.4,11013.52,11532.66,11429.26,11369.32,1.049319614,,,,,,,,7.23044,-40.72,-9,-19.9,-21.53
7.2373,41.4,-40.68,-8.97,-19.86,-21.49,1.026535384,0.970812232,,,,,,,,105.5,11014.71,11533.39,11433.94,11372.77,1.038331871,,,,,,,,7.2373,-40.68,-8.97,-19.86,-21.49
7.24416,41.5,-40.65,-8.95,-19.81,-21.45,1.024040395,0.982923978,,,,,,,,105.6,11015.27,11534.13,11437.47,11376.23,1.023874545,,,,,,,,7.24416,-40.65,-8.95,-19.81,-21.45
